Population,Rates.Property.All,Rates.Property.Burglary,Rates.Property.Larceny,Rates.Property.Motor,Rates.Violent.All,Rates.Violent.Assault,Rates.Violent.Murder,Rates.Violent.Rape,Rates.Violent.Robbery,State,Totals.Property.All,Totals.Property.Burglary,Totals.Property.Larceny,Totals.Property.Motor,Totals.Violent.All,Totals.Violent.Assault,Totals.Violent.Murder,Totals.Violent.Rape,Totals.Violent.Robbery,Year
6345289,3370.8,732.6,2332.4,305.8,335.8,179.3,5.5,27.4,123.6,Indiana,213887,46485,147999,19403,21310,11377,350,1738,7845,2007
6376792,3350.3,765.4,2310.5,274.4,337.6,186.8,5.0,26.8,118.9,Indiana,213639,48805,147334,17500,21525,11912,322,1711,7580,2008
6423113,3112.3,761.0,2135.9,215.4,334.0,189.5,4.9,25.2,114.4,Indiana,199907,48880,137190,13837,21455,12175,312,1621,7347,2009
6490622,3070.2,748.3,2113.9,208.0,323.3,191.0,4.1,27.1,101.1,Indiana,199274,48570,137204,13500,20983,12396,268,1760,6559,2010
6516353,3161.5,776.1,2158.1,227.4,331.8,193.0,4.7,27.0,107.1,Indiana,206016,50571,140630,14815,21619,12578,306,1758,6977,2011
6537334,3029.2,728.3,2092.0,209.0,345.7,214.6,4.7,25.5,100.9,Indiana,198032,47612,136759,13661,22602,14027,310,1667,6598,2012
2757537,1100.1,231.2,792.9,76.0,23.8,8.6,0.6,3.7,10.9,Iowa,30335,6375,21865,2095,656,236,17,102,301,1960
2779000,1057.6,228.7,759.1,69.8,23.1,8.5,1.3,2.9,10.5,Iowa,29392,6356,21096,1940,643,235,36,81,291,1961
2777000,1117.4,263.8,780.3,73.4,20.1,6.7,1.1,3.8,8.6,Iowa,31031,7326,21668,2037,559,185,31,105,238,1962
2780000,1156.7,270.4,804.8,81.5,22.6,8.7,1.3,3.6,9.1,Iowa,32155,7516,22374,2265,629,241,35,100,253,1963
2756000,1319.9,290.4,933.7,95.8,36.5,19.0,1.3,5.0,11.2,Iowa,36376,8004,25733,2639,1007,525,35,137,310,1964
2760000,1358.9,304.3,950.0,104.7,38.7,20.1,1.3,4.5,12.8,Iowa,37507,8398,26220,2889,1067,554,36,123,354,1965
2747000,1599.6,336.5,1131.2,131.9,44.2,25.0,1.6,4.8,12.8,Iowa,43941,9245,31074,3622,1214,688,43,132,351,1966
2753000,1822.6,431.6,1235.8,155.2,58.4,30.3,1.5,5.6,21.0,Iowa,50176,11881,34022,4273,1608,833,42,155,578,1967
2748000,2075.2,474.1,1436.5,164.6,68.5,35.0,1.7,6.8,25.0,Iowa,57026,13027,39476,4523,1882,962,48,186,686,1968
2781000,2183.5,489.1,1516.9,177.5,69.0,38.8,1.4,6.4,22.4,Iowa,60724,13603,42184,4937,1918,1079,39,178,622,1969
2825041,2425.8,507.3,1743.4,175.0,79.3,42.8,1.9,6.2,28.5,Iowa,68529,14331,49253,4945,2241,1208,54,175,804,1970
2852000,2526.6,531.6,1841.8,153.3,98.9,57.8,1.8,8.9,30.4,Iowa,72060,15160,52528,4372,2822,1649,52,255,866,1971
2883000,2444.4,521.6,1753.7,169.1,87.4,50.3,1.7,8.6,26.7,Iowa,70471,15037,50560,4874,2519,1451,50,248,770,1972
2904000,2729.3,634.0,1904.6,190.7,102.3,55.9,2.2,11.3,32.9,Iowa,79260,18412,55310,5538,2970,1624,63,329,954,1973
2855000,3292.6,791.5,2282.1,219.1,121.0,60.4,1.9,10.1,48.7,Iowa,94005,22597,65153,6255,3455,1724,54,287,1390,1974
2870000,3768.0,818.5,2719.8,229.7,140.7,74.4,2.5,10.3,53.5,Iowa,108142,23492,78057,6593,4039,2135,71,297,1536,1975
2870000,3918.6,827.1,2884.6,206.9,132.9,78.7,2.3,10.7,41.1,Iowa,112463,23737,82788,5938,3813,2259,67,307,1180,1976
2879000,3717.5,812.5,2685.1,219.9,144.0,89.8,2.3,10.6,41.2,Iowa,107027,23392,77304,6331,4145,2585,67,306,1187,1977
2896000,3818.7,870.6,2712.9,235.1,161.4,101.6,2.6,10.4,46.9,Iowa,110589,25214,78567,6808,4674,2943,74,300,1357,1978
2903000,4120.6,922.1,2928.8,269.7,181.2,117.7,2.2,11.0,50.2,Iowa,119620,26768,85023,7829,5259,3417,65,320,1457,1979
2907804,4546.4,1079.5,3219.1,247.8,200.4,129.0,2.2,14.3,54.9,Iowa,132200,31390,93605,7205,5826,3751,63,416,1596,1980
2897000,4512.4,1067.5,3221.7,223.2,204.2,134.5,2.6,13.4,53.6,Iowa,130723,30925,93333,6465,5915,3896,76,389,1554,1981
2905000,3963.8,947.8,2842.3,173.7,172.7,121.8,2.3,12.5,36.2,Iowa,115148,27535,82568,5045,5018,3538,67,362,1051,1982
2905000,3737.9,915.6,2664.4,157.9,181.1,125.2,2.3,12.6,41.0,Iowa,108587,26599,77402,4586,5262,3637,68,365,1192,1983
2910000,3600.9,871.4,2571.1,158.4,198.7,145.5,2.0,12.9,38.3,Iowa,104785,25357,74818,4610,5781,4233,59,375,1114,1984
2884000,3731.2,913.6,2664.2,153.4,211.7,156.1,1.9,12.6,41.2,Iowa,107607,26349,76835,4423,6106,4501,55,363,1187,1985
2851000,3915.6,956.0,2801.3,158.3,235.1,178.8,1.8,12.5,42.0,Iowa,111633,27255,79864,4514,6703,5099,51,356,1197,1986
2834000,3909.0,917.8,2840.1,151.1,231.2,181.1,2.1,11.9,36.2,Iowa,110781,26010,80489,4282,6553,5132,59,337,1025,1987
2834000,3819.8,854.3,2803.4,162.2,256.8,199.5,1.7,15.7,39.9,Iowa,108254,24211,79447,4596,7279,5654,47,446,1132,1988
2840000,3815.1,846.9,2809.9,158.3,266.3,209.2,1.9,16.2,39.0,Iowa,108349,24052,79801,4496,7563,5942,54,459,1108,1989
2776755,3801.2,808.4,2822.9,169.9,299.7,240.1,1.9,18.4,39.2,Iowa,105550,22448,78384,4718,8321,6668,54,510,1089,1990
2795000,3830.7,832.5,2827.5,170.7,303.3,235.4,2.0,20.9,45.0,Iowa,107069,23267,79030,4772,8477,6580,57,583,1257,1991
2812000,3679.2,753.8,2766.3,159.1,278.0,218.0,1.6,18.8,39.6,Iowa,103459,21197,77788,4474,7816,6131,44,528,1113,1992
2814000,3521.0,730.7,2599.4,190.8,325.5,244.8,2.3,24.4,53.9,Iowa,99080,20562,73148,5370,9159,6890,66,686,1517,1993
2829000,3339.5,667.1,2492.3,180.1,315.1,243.0,1.7,23.5,46.9,Iowa,94475,18872,70507,5096,8914,6874,47,666,1327,1994
2842000,3747.5,757.5,2767.2,222.8,354.4,277.8,1.8,21.8,53.0,Iowa,106504,21527,78645,6332,10071,7894,51,619,1507,1995
2852000,3376.4,664.6,2520.8,191.1,272.5,205.9,1.9,19.7,45.1,Iowa,96296,18954,71893,5449,7771,5871,53,561,1286,1996
2852000,3505.8,771.5,2500.0,234.3,310.0,232.0,1.8,20.3,55.9,Iowa,99986,22003,71301,6682,8841,6617,52,579,1593,1997
2862000,3189.1,673.7,2306.6,208.7,311.5,233.3,1.9,25.4,50.9,Iowa,91272,19282,66016,5974,8916,6678,54,728,1456,1998
2869413,2943.6,592.9,2171.7,179.0,280.0,214.7,1.5,27.2,36.6,Iowa,84463,17012,62316,5135,8034,6160,43,780,1051,1999
2926324,2967.3,558.4,2225.2,183.6,266.4,205.1,1.6,23.1,36.6,Iowa,86834,16342,65118,5374,7796,6003,46,676,1071,2000
2931967,3023.0,575.9,2259.4,187.8,268.2,205.1,1.7,22.1,39.4,Iowa,88634,16885,66244,5505,7865,6012,50,649,1154,2001
2935840,3163.6,635.0,2330.2,198.3,285.7,217.2,1.5,27.1,39.8,Iowa,92877,18643,68411,5823,8388,6378,44,797,1169,2002
2941976,2976.0,595.3,2189.0,191.7,277.9,210.7,1.7,27.1,38.4,Iowa,87554,17515,64400,5639,8175,6198,50,796,1131,2003
2952904,2904.8,607.1,2106.9,190.8,287.8,220.6,1.5,26.5,39.3,Iowa,85775,17928,62214,5633,8499,6513,44,782,1160,2004
2965524,2845.0,611.9,2048.0,186.0,293.0,224.5,1.3,28.6,38.9,Iowa,84370,18147,60723,5500,8697,6657,40,847,1153,2005
2982085,2823.6,609.0,2045.5,169.1,285.7,210.8,1.8,29.2,43.9,Iowa,84202,18160,60998,5044,8521,6286,55,871,1309,2006
2988046,2648.3,574.8,1908.2,165.3,300.2,222.0,1.3,32.5,44.4,Iowa,79133,17176,57018,4939,8970,6633,39,970,1328,2007
3002555,2440.4,552.8,1741.8,145.7,288.1,212.8,2.6,31.2,41.6,Iowa,73273,16598,52299,4376,8651,6388,77,937,1249,2008
3007856,2329.9,545.9,1654.2,129.8,282.1,211.3,1.3,29.6,39.9,Iowa,70080,16419,49757,3904,8485,6356,38,890,1201,2009
3050202,2253.6,549.0,1580.0,124.6,268.5,205.2,1.2,28.9,33.2,Iowa,68740,16746,48194,3800,8191,6258,38,883,1012,2010
3064097,2351.2,573.5,1647.2,130.5,257.3,200.7,1.4,28.3,26.9,Iowa,72043,17573,50472,3998,7883,6149,44,866,824,2011
3074186,2271.8,556.1,1584.8,130.9,263.9,202.8,1.5,28.3,31.3,Iowa,69839,17096,48720,4023,8112,6234,45,871,962,2012
2178611,1336.6,353.7,895.8,87.2,58.4,31.6,2.9,5.0,18.8,Kansas,29120,7705,19515,1900,1272,689,64,109,410,1960
2194000,1363.6,331.6,946.4,85.7,58.4,30.2,1.9,5.4,21.0,Kansas,29918,7275,20763,1880,1282,663,41,118,460,1961
2219000,1501.3,339.4,1059.7,102.3,66.6,35.5,2.8,6.6,21.6,Kansas,33314,7531,23514,2269,1477,787,63,147,480,1962
2225000,1559.7,370.1,1081.7,108.0,82.3,44.0,2.6,6.7,29.1,Kansas,34704,8234,24068,2402,1831,978,57,148,648,1963
2225000,1858.2,432.6,1286.0,139.6,115.6,73.2,3.4,11.1,28.0,Kansas,41345,9626,28613,3106,2573,1629,75,246,623,1964
2234000,1883.2,467.5,1293.0,122.7,107.1,71.2,2.7,9.1,24.0,Kansas,42070,10443,28886,2741,2392,1591,60,204,537,1965
2250000,1990.2,476.1,1366.3,147.8,111.9,69.9,3.5,8.9,29.6,Kansas,44779,10712,30742,3325,2517,1572,78,200,667,1966
2275000,2331.7,598.2,1548.6,184.9,142.8,86.0,4.0,10.7,42.2,Kansas,53047,13610,35231,4206,3248,1956,90,243,959,1967
2303000,2573.3,615.6,1752.2,205.5,150.4,85.8,3.7,13.2,47.5,Kansas,59264,14178,40353,4733,3463,1977,86,305,1095,1968
2321000,2971.2,693.3,2049.9,228.0,166.9,93.5,3.5,15.1,54.8,Kansas,68961,16091,47579,5291,3873,2171,81,350,1271,1969
2249071,3440.8,881.7,2302.5,256.6,202.8,108.5,4.8,14.5,75.1,Kansas,77385,19829,51784,5772,4561,2440,107,325,1689,1970
2258000,3280.7,888.6,2148.4,243.8,214.5,127.8,5.1,15.9,65.7,Kansas,74079,20064,48511,5504,4843,2885,115,360,1483,1971
2258000,3195.0,906.6,2056.4,232.0,209.8,119.1,4.0,17.8,68.9,Kansas,72144,20472,46433,5239,4737,2689,91,401,1556,1972
2279000,3296.3,1030.5,2055.3,210.5,217.5,115.3,6.0,18.0,78.1,Kansas,75123,23485,46840,4798,4956,2627,137,411,1781,1973
2270000,4024.1,1268.6,2516.9,238.6,276.3,141.9,6.9,19.7,107.8,Kansas,91347,28797,57134,5416,6272,3221,157,447,2447,1974
2267000,4468.8,1369.5,2862.8,236.4,278.2,162.8,5.4,17.2,92.8,Kansas,101307,31047,64900,5360,6307,3691,122,391,2103,1975
2310000,4495.8,1325.5,2938.1,232.3,282.6,170.4,4.5,21.9,85.8,Kansas,103853,30618,67870,5365,6529,3936,104,506,1983,1976
2326000,4254.0,1270.4,2739.3,244.3,309.8,180.5,6.6,22.0,100.7,Kansas,98948,29549,63716,5683,7206,4199,153,511,2343,1977
2348000,4225.9,1286.8,2691.4,247.7,318.2,193.8,5.7,25.0,93.7,Kansas,99225,30215,63194,5816,7471,4551,133,586,2201,1978
2369000,4542.2,1329.8,2938.9,273.5,353.6,219.4,5.5,26.4,102.3,Kansas,107605,31504,69622,6479,8376,5197,130,626,2423,1979
2354783,4989.5,1521.4,3196.4,271.7,389.3,237.8,6.9,31.5,113.1,Kansas,117492,35826,75268,6398,9168,5599,163,742,2664,1980
2381000,5034.9,1544.2,3235.6,255.1,369.4,222.6,6.3,30.8,109.7,Kansas,119880,36768,77039,6073,8796,5301,151,733,2611,1981
2408000,4616.1,1344.8,3048.8,222.5,335.9,218.4,5.7,24.8,87.0,Kansas,111156,32382,73416,5358,8088,5259,138,596,2095,1982
2425000,4203.2,1167.8,2834.4,201.0,326.6,211.0,5.6,25.9,84.0,Kansas,101928,28318,68735,4875,7919,5117,137,627,2038,1983
2438000,4005.2,1049.1,2749.3,206.8,334.2,231.5,3.7,27.4,71.6,Kansas,97646,25577,67028,5041,8147,5644,89,669,1745,1984
2450000,4019.3,1050.6,2752.4,216.4,355.8,242.7,4.9,29.3,78.7,Kansas,98474,25740,67433,5301,8716,5947,121,719,1929,1985
2461000,4453.8,1187.7,3008.1,258.0,368.8,251.9,4.4,32.9,79.6,Kansas,109607,29229,74029,6349,9076,6200,108,810,1958,1986
2476000,4543.1,1138.0,3152.0,253.2,360.7,241.6,4.4,32.6,82.1,Kansas,112488,28177,78043,6268,8932,5982,110,808,2032,1987
2487000,4514.7,1179.0,3093.2,242.5,365.2,244.6,3.4,31.3,85.9,Kansas,112280,29321,76927,6032,9083,6083,85,779,2136,1988
2513000,4582.0,1188.7,3096.0,297.4,400.8,259.1,5.5,36.5,99.8,Kansas,115146,29871,77802,7473,10073,6510,138,917,2508,1989
2477574,4745.4,1166.5,3243.5,335.4,447.7,285.7,4.0,40.4,117.6,Kansas,117571,28901,80361,8309,11093,7079,98,1002,2914,1990
2495000,5034.7,1306.7,3377.1,351.0,499.6,310.3,6.1,44.8,138.4,Kansas,125616,32601,84258,8757,12465,7741,153,1118,3453,1991
2523000,4809.1,1293.7,3191.7,323.8,510.8,333.7,6.0,41.3,129.9,Kansas,121334,32639,80526,8169,12888,8418,151,1042,3277,1992
2531000,4478.9,1132.2,3024.0,322.7,496.4,326.3,6.4,40.1,123.6,Kansas,113360,28655,76538,8167,12564,8259,161,1016,3128,1993
2554000,4404.0,1121.2,2954.5,328.2,443.0,279.9,6.7,41.3,115.1,Kansas,112477,28635,75459,8383,11314,7149,170,1055,2940,1994
2565000,4466.2,1068.4,3074.3,323.5,420.7,269.8,6.2,36.6,108.2,Kansas,114558,27404,78855,8299,10792,6920,159,938,2775,1995
2572000,4268.0,981.3,3038.3,248.4,413.8,268.3,6.6,42.6,96.3,Kansas,109772,25239,78145,6388,10642,6900,170,1096,2476,1996
2595000,4722.7,936.1,3538.5,248.1,429.7,280.8,5.8,45.4,97.7,Kansas,122553,24292,91823,6438,11151,7287,150,1179,2535,1997
2629000,4454.7,950.3,3245.7,258.7,417.3,280.9,6.6,42.9,87.0,Kansas,117114,24984,85329,6801,10972,7384,173,1128,2287,1998
2654052,4055.8,824.2,3003.8,227.9,382.8,259.5,6.0,40.1,77.1,Kansas,107644,21874,79722,6048,10159,6887,160,1065,2047,1999
2688418,4019.4,799.1,2978.6,241.6,389.4,269.0,6.3,38.0,76.2,Kansas,108057,21484,80077,6496,10470,7231,169,1022,2048,2000
2702125,3905.7,759.2,2851.0,295.5,403.7,275.7,3.4,35.0,89.7,Kansas,105537,20514,77038,7985,10909,7449,92,945,2423,2001
2711769,3716.0,725.7,2724.3,266.0,377.2,256.3,2.9,38.2,79.8,Kansas,100768,19679,73877,7212,10229,6951,78,1035,2165,2002
2724786,4010.4,806.4,2916.6,287.4,397.5,270.6,4.6,39.8,82.5,Kansas,109276,21973,79471,7832,10831,7374,125,1085,2247,2003
2733697,4015.5,737.0,2967.2,311.3,377.9,265.4,4.5,41.8,66.3,Kansas,109771,20146,81115,8510,10330,7254,122,1142,1812,2004
2748172,3806.0,692.4,2774.0,340.0,389.0,280.4,3.7,40.0,65.3,Kansas,104588,19028,76222,9338,10701,7707,101,1098,1795,2005
2764075,3772.0,726.7,2729.7,315.6,432.7,314.0,4.5,46.3,67.9,Kansas,104260,20086,75450,8724,11960,8678,125,1279,1878,2006
2775997,3709.0,737.1,2662.1,309.8,458.6,335.6,3.8,46.4,72.8,Kansas,102961,20461,73900,8600,12730,9315,106,1287,2022,2007
2802134,3386.1,701.3,2420.5,264.3,412.3,304.6,4.0,43.8,60.0,Kansas,94882,19651,67826,7405,11554,8534,113,1226,1681,2008
2818747,3225.9,690.8,2323.7,211.4,406.6,296.9,4.4,41.8,63.4,Kansas,90930,19473,65499,5958,11460,8370,125,1179,1786,2009
2859143,3116.6,675.6,2230.5,210.6,370.8,273.5,3.4,40.1,53.8,Kansas,89109,19315,63774,6020,10602,7821,97,1146,1538,2010
2870386,3088.6,651.9,2203.8,232.9,355.7,262.3,3.9,39.1,50.4,Kansas,88655,18712,63259,6684,10209,7528,111,1122,1448,2011
2885905,3143.2,650.3,2258.0,234.9,354.6,263.2,2.9,36.5,52.0,Kansas,90710,18767,65165,6778,10232,7595,84,1053,1500,2012
3038156,1115.4,371.1,619.8,124.5,97.3,52.3,6.7,5.4,32.9,Kentucky,33887,11274,18831,3782,2957,1588,205,163,1001,1960
3076000,1105.4,366.4,630.8,108.3,94.5,48.0,6.5,4.7,35.3,Kentucky,34003,11271,19402,3330,2907,1475,201,146,1085,1961
3082000,1235.2,415.6,703.8,115.8,96.1,47.5,6.5,5.7,36.4,Kentucky,38070,12809,21692,3569,2963,1463,201,177,1122,1962
3095000,1345.1,436.4,780.6,128.1,92.1,45.3,5.6,5.4,35.8,Kentucky,41632,13508,24159,3965,2849,1402,172,166,1109,1963
3159000,1472.8,461.3,868.3,143.3,110.4,61.0,5.2,8.0,36.1,Kentucky,46527,14571,27430,4526,3486,1928,164,254,1140,1964
3179000,1480.8,444.8,884.3,151.7,108.9,60.4,5.3,6.6,36.7,Kentucky,47074,14140,28112,4822,3463,1919,168,209,1167,1965
3183000,1606.7,482.6,896.4,227.7,131.7,73.5,7.0,8.3,42.8,Kentucky,51141,15360,28532,7249,4191,2341,223,265,1362,1966
3189000,1715.6,482.9,950.9,281.8,140.6,77.2,7.2,9.1,47.1,Kentucky,54712,15399,30325,8988,4484,2461,230,291,1502,1967
3229000,1826.4,522.5,971.7,332.2,164.7,85.4,8.9,10.2,60.1,Kentucky,58974,16872,31376,10726,5317,2758,288,330,1941,1968
3232000,1987.1,569.3,1072.0,345.9,177.8,86.7,10.4,11.4,69.2,Kentucky,64224,18399,34646,11179,5745,2803,336,370,2236,1969
3219311,2261.8,703.9,1211.5,346.3,222.3,124.7,11.1,13.7,72.8,Kentucky,72814,22662,39002,11150,7157,4015,357,441,2344,1970
3282000,2246.6,719.0,1195.4,332.3,235.1,131.9,10.9,14.9,77.4,Kentucky,73733,23596,39232,10905,7717,4329,358,489,2541,1971
3299000,2007.9,650.2,1075.9,281.8,225.7,117.1,9.8,15.7,83.2,Kentucky,66242,21449,35495,9298,7446,3862,323,517,2744,1972
3342000,2045.2,679.7,1139.2,226.2,220.1,109.1,9.7,16.3,85.1,Kentucky,68349,22716,38072,7561,7356,3645,323,545,2843,1973
3357000,2525.7,830.1,1466.8,228.8,234.0,113.7,10.3,17.6,92.3,Kentucky,84787,27865,49240,7682,7857,3818,347,592,3100,1974
3396000,3000.3,962.8,1774.2,263.4,264.0,135.3,10.2,15.4,103.2,Kentucky,101891,32696,60251,8944,8967,4595,345,523,3504,1975
3428000,3034.7,930.2,1857.7,246.8,262.2,135.1,10.6,17.8,98.7,Kentucky,104029,31886,63683,8460,8987,4632,362,611,3382,1976
3458000,2779.8,872.2,1662.1,245.4,233.6,123.3,10.1,19.1,81.1,Kentucky,96124,30162,57477,8485,8077,4263,349,659,2806,1977
3498000,2799.9,884.6,1664.7,250.6,223.2,112.1,9.0,20.7,81.3,Kentucky,97939,30942,58231,8766,7807,3921,316,725,2845,1978
3527000,2935.9,909.6,1770.1,256.2,248.0,126.1,9.5,20.4,92.1,Kentucky,103548,32082,62431,9035,8748,4447,335,719,3247,1979
3641479,3167.1,1040.8,1875.5,250.7,266.7,143.5,8.8,19.2,95.2,Kentucky,115328,37901,68296,9131,9711,5224,321,698,3468,1980
3661000,3242.0,1062.4,1944.7,235.0,289.5,159.5,8.4,20.9,100.7,Kentucky,118690,38893,71194,8603,10599,5838,308,766,3687,1981
3667000,3253.4,1029.1,1991.3,233.1,315.0,188.0,9.7,20.0,97.3,Kentucky,119304,37736,73020,8548,11550,6893,355,734,3568,1982
3714000,3112.6,977.0,1920.4,215.2,322.2,203.3,9.8,22.0,87.1,Kentucky,115602,36286,71322,7994,11967,7550,364,817,3236,1983
3723000,2680.7,785.2,1715.3,180.2,277.8,178.4,6.6,22.2,70.7,Kentucky,99803,29234,63860,6709,10342,6641,244,826,2631,1984
3726000,2641.7,771.3,1677.2,193.2,305.5,201.3,6.9,21.6,75.7,Kentucky,98428,28739,62491,7198,11384,7501,256,806,2821,1985
3728000,2757.8,824.2,1740.4,193.2,334.4,222.2,6.7,23.1,82.5,Kentucky,102810,30725,64882,7203,12467,8283,248,860,3076,1986
3727000,2932.2,847.1,1892.5,192.7,337.8,219.1,7.5,21.0,90.2,Kentucky,109284,31571,70532,7181,12589,8167,280,781,3361,1987
3721000,2804.7,826.3,1792.8,185.5,330.1,227.3,6.2,22.4,74.3,Kentucky,104362,30747,66711,6904,12284,8456,229,835,2764,1988
3727000,2960.2,819.1,1921.4,219.8,356.9,248.3,7.9,24.6,76.1,Kentucky,110328,30526,71611,8191,13302,9256,293,917,2836,1989
3685296,2909.1,766.9,1942.7,199.4,390.4,285.2,7.2,29.0,69.1,Kentucky,107208,28264,71594,7350,14386,10509,264,1068,2545,1990
3713000,2920.3,796.6,1909.1,214.6,438.0,312.7,6.8,35.4,83.1,Kentucky,108430,29576,70885,7969,16262,11610,253,1315,3084,1991
3755000,2788.1,729.1,1842.5,216.5,535.5,410.4,5.8,32.2,87.2,Kentucky,104692,27378,69186,8128,20107,15409,216,1209,3273,1992
3789000,2797.0,740.1,1840.7,216.2,462.7,331.4,6.6,34.3,90.4,Kentucky,105979,28041,69745,8193,17530,12555,249,1301,3425,1993
3827000,2893.3,750.4,1919.2,223.6,444.0,308.4,6.4,35.3,93.9,Kentucky,110725,28718,73449,8558,16991,11802,244,1350,3595,1994
3860000,2987.0,735.5,1992.4,259.1,364.7,222.0,7.2,31.9,103.7,Kentucky,115298,28389,76906,10003,14079,8571,276,1231,4001,1995
3884000,2845.8,688.4,1896.3,261.1,320.5,189.2,5.9,31.7,93.8,Kentucky,110531,26736,73653,10142,12448,7347,228,1230,3643,1996
3908000,2810.1,681.6,1880.4,248.1,316.9,187.0,5.8,33.4,90.7,Kentucky,109819,26638,73487,9694,12386,7308,228,1304,3546,1997
3936000,2787.6,711.3,1828.5,247.8,328.0,205.7,6.0,28.1,88.1,Kentucky,109721,27998,71971,9752,12909,8097,237,1107,3468,1998
3960825,2645.1,635.7,1785.5,223.9,308.3,195.8,5.1,29.0,78.4,Kentucky,104768,25180,70719,8869,12212,7757,203,1148,3104,1999
4041769,2665.2,626.2,1809.6,229.5,294.5,182.2,4.8,27.0,80.6,Kentucky,107723,25308,73141,9274,11903,7363,193,1091,3256,2000
4068816,2638.5,662.7,1756.0,219.8,258.3,147.7,4.4,25.8,80.3,Kentucky,107356,26964,71448,8944,10510,6009,181,1051,3269,2001
4089822,2655.1,657.5,1769.7,227.9,271.4,163.6,4.7,26.6,76.6,Kentucky,108590,26891,72378,9321,11101,6692,191,1087,3131,2002
4118189,2510.1,632.2,1677.5,200.4,248.5,138.5,4.4,27.3,78.3,Kentucky,103370,26034,69083,8253,10232,5703,181,1124,3224,2003
4141835,2540.2,625.4,1703.0,211.8,245.1,130.6,5.7,29.9,78.9,Kentucky,105209,25902,70535,8772,10152,5410,236,1238,3268,2004
4172608,2531.0,634.1,1686.0,211.0,267.0,139.8,4.6,34.1,88.4,Kentucky,105608,26458,70354,8796,11134,5833,190,1421,3690,2005
4206074,2601.7,662.5,1716.5,222.6,270.1,143.3,4.1,31.2,91.5,Kentucky,109428,27867,72197,9364,11361,6026,173,1312,3850,2006
4241474,2546.0,655.9,1685.5,204.6,290.7,157.7,4.9,32.2,95.9,Kentucky,107987,27820,71489,8678,12329,6690,206,1365,4068,2007
4269245,2681.8,692.3,1810.1,179.4,297.2,162.8,4.7,34.1,95.6,Kentucky,114492,29556,77279,7657,12690,6952,201,1457,4080,2008
4314113,2524.6,692.6,1690.7,141.3,255.0,130.8,4.3,35.5,84.4,Kentucky,108914,29880,72938,6096,11000,5643,184,1531,3642,2009
4347223,2557.3,700.3,1713.5,143.5,243.9,120.3,4.3,33.1,86.2,Kentucky,111170,30443,74488,6239,10604,5230,188,1438,3748,2010
4366814,2725.9,750.0,1822.5,153.5,239.6,117.0,3.5,34.3,84.8,Kentucky,119037,32750,79586,6701,10465,5110,151,1499,3705,2011
4380415,2552.9,675.4,1725.2,152.2,222.6,108.4,4.5,29.0,80.7,Kentucky,111826,29587,75571,6668,9752,4750,195,1272,3535,2012
3257022,1342.0,387.3,764.3,190.4,153.2,90.8,8.3,8.6,45.6,Louisiana,43709,12615,24893,6201,4990,2957,270,279,1484,1960
3321000,1120.7,336.6,614.4,169.6,135.7,76.9,6.4,8.0,44.4,Louisiana,37217,11180,20404,5633,4508,2554,211,267,1476,1961
3330000,1194.8,327.1,683.5,184.3,137.2,84.7,6.8,6.8,39.0,Louisiana,39787,10891,22759,6137,4570,2821,225,226,1298,1962
3418000,1385.1,395.8,791.3,198.1,169.6,114.2,6.9,6.2,42.3,Louisiana,47344,13528,27046,6770,5798,3905,235,212,1446,1963
3468000,1614.9,482.4,901.6,230.9,205.9,133.2,8.3,11.1,53.3,Louisiana,56006,16730,31267,8009,7140,4620,287,384,1849,1964
3534000,1568.1,452.3,913.3,202.5,203.1,132.6,8.1,11.1,51.3,Louisiana,55418,15983,32277,7158,7178,4686,285,394,1813,1965
3603000,1917.0,578.5,1073.7,264.8,241.2,147.9,9.9,16.6,66.8,Louisiana,69069,20845,38685,9539,8689,5330,355,597,2407,1966
3662000,2113.8,656.2,1176.3,281.3,275.0,167.2,9.3,16.5,82.1,Louisiana,77406,24030,43075,10301,10071,6122,341,603,3005,1967
3732000,2192.7,678.0,1232.1,282.6,314.6,198.4,9.5,16.4,90.3,Louisiana,81831,25303,45981,10547,11742,7406,354,613,3369,1968
3745000,2391.8,694.6,1373.1,324.2,360.3,226.0,9.5,22.1,102.6,Louisiana,89574,26013,51421,12140,13492,8464,356,829,3843,1969
3643180,2902.5,890.0,1627.7,384.7,413.5,237.8,11.7,23.1,140.8,Louisiana,105742,32426,59300,14016,15063,8665,426,841,5131,1970
3681000,3043.0,911.9,1729.4,401.7,413.1,243.2,11.1,23.7,135.1,Louisiana,112014,33567,63661,14786,15208,8953,409,872,4974,1971
3720000,2960.2,903.1,1700.6,356.4,422.4,252.8,13.2,23.0,133.4,Louisiana,110118,33597,63262,13259,15712,9403,491,855,4963,1972
3764000,2977.3,962.1,1690.4,324.9,425.6,249.3,15.4,22.2,138.6,Louisiana,112067,36212,63625,12230,16020,9384,581,837,5218,1973
3764000,3343.7,1045.7,1956.2,341.7,472.7,275.1,16.0,25.2,156.3,Louisiana,125855,39362,73633,12860,17794,10356,604,949,5885,1974
3791000,3645.0,1114.6,2191.8,338.5,478.4,289.0,12.6,23.7,153.1,Louisiana,138181,42255,83093,12833,18137,10957,477,899,5804,1975
3841000,3888.2,1140.6,2447.0,300.6,472.8,308.5,13.2,26.8,124.3,Louisiana,149347,43810,93991,11546,18161,11851,506,1028,4776,1976
