Black or African American.Employment-Population Ratio.All,Black or African American.Employment-Population Ratio.Men,Black or African American.Employment-Population Ratio.Women,Black or African American.Participation Rate.All,Black or African American.Participation Rate.Men,Black or African American.Participation Rate.Women,Black or African American.Unemployment Rate.All,Black or African American.Unemployment Rate.Men,Black or African American.Unemployment Rate.Women,Civilian Labor Force.Asian.Counts,Civilian Labor Force.Black or African American.Counts.All,Civilian Labor Force.Black or African American.Counts.Men,Civilian Labor Force.Black or African American.Counts.Women,Civilian Labor Force.White.Counts.All,Civilian Labor Force.White.Counts.Men,Civilian Labor Force.White.Counts.Women,Civilian Noninstitutional Population.Asian,Civilian Noninstitutional Population.Black or African American,Civilian Noninstitutional Population.White,Employed.Asian.Counts,Employed.Asian.Unemployment Rate,Employed.Black or African American.Counts.All,Employed.Black or African American.Counts.Men,Employed.Black or African American.Counts.Women,Employed.White.Counts.All,Employed.White.Counts.Men,Employed.White.Counts.Women,Month,Month Name,Not In Labor Force.Asian,Not In Labor Force.Black or African American,Not In Labor Force.White,Participation Rate,Unemployed.Asian.Counts,Unemployed.Asian.Unemployment Rate,Unemployed.Black or African American.Counts.All,Unemployed.Black or African American.Counts.Men,Unemployed.Black or African American.Counts.Women,Unemployed.White.Counts.All,Unemployed.White.Counts.Men,Unemployed.White.Counts.Women,White.Employment-Population Ratio.All,White.Employment-Population Ratio.Men,White.Employment-Population Ratio.Women,White.Participation Rate.All,White.Participation Rate.Men,White.Participation Rate.Women,White.Unemployment Rate.All,White.Unemployment Rate.Men,White.Unemployment Rate.Women,Year
52.4,67.5,46.1,61.8,75.7,52.6,15.1,10.7,12.3,0,10279.0,4798.0,4220.0,88670.0,47958.0,30560.0,0,16645.0,139506.0,0,0,8730.0,4283.0,3700.0,83320.0,45962.0,28634.0,7,July,0,6365.0,50836.0,0,0,0,1549.0,515.0,520.0,5350.0,1995.0,1926.0,59.7,77.4,43.3,63.6,80.8,46.3,6.0,4.2,6.3,1977
52.5,67.1,46.6,61.7,75.7,53.6,14.9,11.3,13.0,0,10280.0,4806.0,4303.0,88497.0,48074.0,30760.0,0,16661.0,139724.0,0,0,8752.0,4259.0,3744.0,83300.0,46157.0,28698.0,8,August,0,6381.0,51229.0,0,0,0,1528.0,545.0,560.0,5196.0,1915.0,2061.0,59.6,77.6,43.4,63.3,80.9,46.5,5.9,4.0,6.7,1977
51.2,67.0,47.6,59.5,74.4,54.7,14.0,10.0,13.0,0,9941.0,4745.0,4396.0,87505.0,47743.0,31807.0,0,16703.0,139951.0,0,0,8546.0,4269.0,3823.0,82444.0,46042.0,29713.0,9,September,0,6763.0,52448.0,0,0,0,1395.0,476.0,573.0,5060.0,1701.0,2095.0,58.9,77.3,44.8,62.5,80.2,48.0,5.8,3.6,6.6,1977
51.4,67.1,47.5,59.7,75.3,54.1,13.9,10.8,12.2,0,9998.0,4808.0,4362.0,88225.0,48033.0,32054.0,0,16741.0,140153.0,0,0,8608.0,4287.0,3829.0,83374.0,46239.0,30139.0,10,October,0,6743.0,51928.0,0,0,0,1391.0,521.0,534.0,4850.0,1793.0,1915.0,59.5,77.5,45.4,62.9,80.5,48.3,5.5,3.7,6.0,1977
51.8,67.8,47.5,60.3,75.6,54.5,14.1,10.3,12.9,0,10119.0,4833.0,4405.0,88421.0,47958.0,32325.0,0,16772.0,140278.0,0,0,8688.0,4335.0,3837.0,83505.0,46124.0,30424.0,11,November,0,6654.0,51857.0,0,0,0,1432.0,498.0,568.0,4915.0,1834.0,1901.0,59.5,77.2,45.8,63.0,80.3,48.6,5.6,3.8,5.9,1977
53.1,68.4,49.3,60.9,75.8,55.5,12.8,9.9,11.1,0,10227.0,4862.0,4497.0,87984.0,47925.0,32081.0,0,16797.0,140421.0,0,0,8913.0,4382.0,3996.0,83401.0,45977.0,30407.0,12,December,0,6570.0,52438.0,0,0,0,1314.0,480.0,501.0,4583.0,1949.0,1674.0,59.4,76.9,45.7,62.7,80.2,48.2,5.2,4.1,5.2,1977
51.4,66.8,48.0,60.1,76.0,54.5,14.5,12.1,12.0,0,10097.0,4876.0,4423.0,87472.0,47690.0,32020.0,0,16789.0,140550.0,0,0,8636.0,4286.0,3893.0,82051.0,45363.0,30121.0,1,January,0,6692.0,53079.0,0,0,0,1461.0,589.0,530.0,5420.0,2327.0,1899.0,58.4,75.8,45.2,62.2,79.7,48.1,6.2,4.9,5.9,1978
52.1,67.1,48.9,60.2,75.7,54.8,13.5,11.3,10.9,0,10125.0,4865.0,4458.0,87402.0,47683.0,32084.0,0,16826.0,140698.0,0,0,8758.0,4314.0,3973.0,82047.0,45320.0,30325.0,2,February,0,6701.0,53296.0,0,0,0,1368.0,550.0,486.0,5357.0,2363.0,1759.0,58.3,75.6,45.5,62.1,79.6,48.1,6.1,5.0,5.5,1978
52.6,68.3,49.1,60.6,76.1,55.2,13.2,10.2,11.1,0,10204.0,4892.0,4502.0,87809.0,47805.0,32264.0,0,16841.0,140889.0,0,0,8860.0,4393.0,4002.0,82740.0,45555.0,30640.0,3,March,0,6637.0,53080.0,0,0,0,1344.0,500.0,500.0,5070.0,2248.0,1624.0,58.7,75.9,45.9,62.3,79.7,48.3,5.8,4.7,5.0,1978
53.0,68.7,49.3,60.4,76.1,55.1,12.3,9.7,10.5,0,10186.0,4903.0,4493.0,88304.0,47955.0,32450.0,0,16874.0,141089.0,0,0,8936.0,4428.0,4022.0,83884.0,46159.0,30876.0,4,April,0,6688.0,52784.0,0,0,0,1251.0,475.0,471.0,4421.0,1795.0,1575.0,59.5,76.8,46.1,62.6,79.8,48.5,5.0,3.7,4.9,1978
53.2,69.6,48.9,60.6,76.2,55.0,12.2,8.6,11.1,0,10255.0,4925.0,4505.0,88704.0,48141.0,32375.0,0,16916.0,141296.0,0,0,9004.0,4501.0,4005.0,84512.0,46496.0,30812.0,5,May,0,6660.0,52591.0,0,0,0,1251.0,425.0,499.0,4191.0,1644.0,1563.0,59.8,77.2,46.0,62.8,79.9,48.3,4.7,3.4,4.8,1978
54.3,70.1,49.2,63.2,76.6,55.9,14.0,8.6,11.9,0,10710.0,4960.0,4582.0,91084.0,48823.0,32324.0,0,16944.0,141519.0,0,0,9209.0,4535.0,4035.0,86292.0,47216.0,30619.0,6,June,0,6233.0,50435.0,0,0,0,1502.0,426.0,547.0,4792.0,1606.0,1704.0,61.0,78.3,45.6,64.4,80.9,48.2,5.3,3.3,5.3,1978
54.9,69.5,48.1,63.9,76.3,55.2,14.2,9.0,12.8,0,10860.0,4953.0,4537.0,91379.0,48889.0,32113.0,0,16988.0,141718.0,0,0,9323.0,4510.0,3956.0,86535.0,47254.0,30287.0,7,July,0,6128.0,50339.0,0,0,0,1538.0,443.0,583.0,4843.0,1635.0,1826.0,61.1,78.2,45.1,64.5,80.9,47.8,5.3,3.3,5.7,1978
55.0,69.0,49.4,62.7,75.5,55.8,12.2,8.5,11.5,0,10666.0,4906.0,4607.0,91011.0,48896.0,32137.0,0,17007.0,141929.0,0,0,9361.0,4488.0,4078.0,86417.0,47303.0,30313.0,8,August,0,6341.0,50918.0,0,0,0,1306.0,418.0,530.0,4594.0,1593.0,1824.0,60.9,78.1,45.0,64.1,80.8,47.7,5.0,3.3,5.7,1978
54.2,70.6,50.2,61.4,76.4,56.6,11.6,7.5,11.4,0,10464.0,4972.0,4679.0,90077.0,48521.0,33297.0,0,17049.0,142151.0,0,0,9246.0,4599.0,4146.0,85516.0,47013.0,31425.0,9,September,0,6584.0,52075.0,0,0,0,1218.0,372.0,533.0,4560.0,1508.0,1872.0,60.2,77.5,46.6,63.4,80.0,49.4,5.1,3.1,5.6,1978
54.6,70.4,50.4,61.6,76.8,56.3,11.4,8.3,10.6,0,10534.0,5020.0,4670.0,90772.0,48698.0,33696.0,0,17104.0,142363.0,0,0,9332.0,4604.0,4177.0,86507.0,47182.0,32062.0,10,October,0,6570.0,51593.0,0,0,0,1203.0,414.0,494.0,4265.0,1515.0,1634.0,60.8,77.6,47.5,63.8,80.1,49.9,4.7,3.1,4.8,1978
54.1,69.8,49.9,61.7,76.9,55.8,12.3,9.1,10.6,0,10569.0,5033.0,4635.0,90804.0,48799.0,33753.0,0,17138.0,142513.0,0,0,9274.0,4573.0,4145.0,86454.0,47259.0,32072.0,11,November,0,6569.0,51709.0,0,0,0,1295.0,460.0,491.0,4350.0,1541.0,1681.0,60.7,77.7,47.4,63.7,80.2,49.9,4.8,3.2,5.0,1978
54.0,69.5,49.8,61.2,76.5,55.3,11.7,9.2,10.0,0,10514.0,5025.0,4604.0,90805.0,48795.0,33757.0,0,17178.0,142653.0,0,0,9284.0,4561.0,4143.0,86293.0,47014.0,32162.0,12,December,0,6664.0,51848.0,0,0,0,1230.0,462.0,462.0,4511.0,1781.0,1594.0,60.5,77.2,47.5,63.7,80.1,49.9,5.0,3.7,4.7,1978
52.3,67.4,48.4,60.0,75.1,54.8,12.7,10.2,11.6,0,10318.0,4940.0,4572.0,90192.0,48732.0,33435.0,0,17207.0,142787.0,0,0,9006.0,4437.0,4042.0,85068.0,46606.0,31661.0,1,January,0,6889.0,52594.0,0,0,0,1312.0,502.0,530.0,5124.0,2127.0,1774.0,59.6,76.4,46.7,63.2,79.9,49.3,5.7,4.4,5.3,1979
52.4,67.0,48.7,60.7,75.6,55.3,13.7,11.3,11.9,0,10472.0,4985.0,4629.0,90408.0,48816.0,33730.0,0,17240.0,142927.0,0,0,9032.0,4423.0,4079.0,85349.0,46724.0,31948.0,2,February,0,6768.0,52519.0,0,0,0,1439.0,561.0,552.0,5060.0,2092.0,1781.0,59.7,76.5,47.1,63.3,80.0,49.7,5.6,4.3,5.3,1979
53.2,67.7,49.8,60.8,75.9,55.7,12.5,10.9,10.5,0,10502.0,5011.0,4668.0,90767.0,48829.0,33932.0,0,17273.0,143194.0,0,0,9193.0,4468.0,4180.0,85899.0,46842.0,32217.0,3,March,0,6772.0,52429.0,0,0,0,1308.0,545.0,489.0,4867.0,1987.0,1715.0,60.0,76.6,47.4,63.4,79.8,49.9,5.4,4.1,5.1,1979
52.9,68.1,49.0,60.3,75.3,54.8,12.2,9.5,10.7,0,10435.0,4981.0,4608.0,90440.0,48837.0,33635.0,0,17309.0,143305.0,0,0,9160.0,4510.0,4116.0,86163.0,47121.0,32110.0,4,April,0,6875.0,52866.0,0,0,0,1275.0,473.0,493.0,4277.0,1716.0,1525.0,60.1,77.0,47.2,63.1,79.8,49.4,4.7,3.5,4.5,1979
53.1,69.1,48.7,60.2,75.6,54.4,11.7,8.7,10.5,0,10440.0,5017.0,4591.0,90734.0,48984.0,33656.0,0,17347.0,143554.0,0,0,9216.0,4582.0,4110.0,86680.0,47466.0,32132.0,5,May,0,6908.0,52820.0,0,0,0,1224.0,435.0,481.0,4054.0,1517.0,1524.0,60.4,77.3,47.1,63.2,79.8,49.4,4.5,3.1,4.5,1979
54.3,70.5,48.8,62.8,77.0,55.2,13.5,8.4,11.6,0,10907.0,5122.0,4667.0,92906.0,49652.0,33406.0,0,17379.0,143755.0,0,0,9436.0,4694.0,4124.0,88147.0,48054.0,31771.0,6,June,0,6472.0,50850.0,0,0,0,1471.0,429.0,542.0,4759.0,1598.0,1635.0,61.3,78.2,46.5,64.6,80.8,48.9,5.1,3.2,4.9,1979
55.5,70.2,49.1,63.9,77.4,55.4,13.3,9.3,11.4,0,11128.0,5156.0,4693.0,93530.0,49870.0,33351.0,0,17407.0,143968.0,0,0,9652.0,4675.0,4156.0,88869.0,48189.0,31720.0,7,July,0,6278.0,50437.0,0,0,0,1476.0,481.0,537.0,4661.0,1681.0,1631.0,61.7,78.2,46.4,65.0,81.0,48.8,5.0,3.4,4.9,1979
55.0,70.2,48.6,62.7,76.9,55.3,12.3,8.8,12.0,0,10933.0,5136.0,4691.0,93129.0,49847.0,33770.0,0,17434.0,144188.0,0,0,9586.0,4687.0,4128.0,88295.0,48135.0,31859.0,8,August,0,6501.0,51059.0,0,0,0,1347.0,450.0,563.0,4834.0,1711.0,1910.0,61.2,78.0,46.5,64.6,80.8,49.3,5.2,3.4,5.7,1979
54.3,71.3,49.5,61.2,77.2,55.8,11.4,7.7,11.1,0,10698.0,5171.0,4743.0,92437.0,49587.0,34647.0,0,17472.0,144399.0,0,0,9480.0,4776.0,4215.0,87814.0,47989.0,32842.0,9,September,0,6773.0,51963.0,0,0,0,1220.0,396.0,529.0,4623.0,1597.0,1805.0,60.8,77.6,47.9,64.0,80.2,50.5,5.0,3.2,5.2,1979
54.5,70.6,50.4,61.9,77.5,56.5,12.0,8.8,10.8,0,10856.0,5202.0,4825.0,92884.0,49669.0,34978.0,0,17530.0,144746.0,0,0,9555.0,4744.0,4305.0,88372.0,48037.0,33222.0,10,October,0,6675.0,51863.0,0,0,0,1301.0,458.0,522.0,4512.0,1631.0,1756.0,61.1,77.5,48.3,64.2,80.2,50.8,4.9,3.3,5.0,1979
54.1,69.2,50.5,61.1,76.0,55.9,11.4,9.0,9.7,0,10734.0,5117.0,4782.0,92784.0,49534.0,35021.0,0,17566.0,144896.0,0,0,9511.0,4657.0,4319.0,88194.0,47788.0,33321.0,11,November,0,6832.0,52113.0,0,0,0,1224.0,460.0,463.0,4590.0,1746.0,1701.0,60.9,77.0,48.4,64.0,79.8,50.8,4.9,3.5,4.9,1979
53.9,68.6,50.3,60.9,75.8,55.6,11.5,9.5,9.6,0,10714.0,5117.0,4765.0,92902.0,49494.0,35119.0,0,17592.0,145039.0,0,0,9480.0,4629.0,4307.0,88287.0,47623.0,33488.0,12,December,0,6879.0,52137.0,0,0,0,1233.0,488.0,459.0,4615.0,1872.0,1631.0,60.9,76.7,48.6,64.1,79.7,50.9,5.0,3.8,4.6,1979
52.1,66.0,49.4,60.1,75.0,55.2,13.2,11.9,10.6,0,10595.0,5066.0,4745.0,92292.0,49454.0,34945.0,0,17633.0,145150.0,0,0,9193.0,4464.0,4243.0,86666.0,46933.0,33053.0,1,January,0,7037.0,52858.0,0,0,0,1402.0,602.0,502.0,5626.0,2521.0,1892.0,59.7,75.5,47.9,63.6,79.5,50.6,6.1,5.1,5.4,1980
52.0,66.0,49.4,60.0,74.8,54.9,13.2,11.8,10.1,0,10593.0,5066.0,4731.0,92357.0,49587.0,35096.0,0,17668.0,145291.0,0,0,9191.0,4468.0,4252.0,86777.0,47083.0,33195.0,2,February,0,7075.0,52932.0,0,0,0,1402.0,599.0,479.0,5581.0,2503.0,1900.0,59.7,75.6,48.0,63.6,79.7,50.8,6.0,5.0,5.4,1980
51.9,66.1,48.9,59.6,74.5,54.8,12.9,11.3,10.8,0,10547.0,5053.0,4728.0,92548.0,49623.0,35126.0,0,17698.0,145485.0,0,0,9188.0,4482.0,4218.0,87101.0,47049.0,33403.0,3,March,0,7153.0,52937.0,0,0,0,1359.0,572.0,510.0,5446.0,2573.0,1723.0,59.9,75.5,48.3,63.6,79.6,50.7,5.9,5.2,4.9,1980
51.8,65.7,48.7,59.6,74.8,55.0,13.2,12.1,11.5,0,10573.0,5085.0,4762.0,92628.0,49720.0,35200.0,0,17733.0,145679.0,0,0,9180.0,4470.0,4216.0,87181.0,47096.0,33433.0,4,April,0,7161.0,53052.0,0,0,0,1392.0,616.0,546.0,5447.0,2623.0,1767.0,59.8,75.4,48.2,63.6,79.6,50.8,5.9,5.3,5.0,1980
52.0,65.8,48.8,60.3,74.7,55.3,13.8,12.0,11.8,0,10715.0,5089.0,4796.0,93105.0,50042.0,35023.0,0,17766.0,145851.0,0,0,9236.0,4477.0,4232.0,87299.0,47339.0,33194.0,5,May,0,7052.0,52746.0,0,0,0,1479.0,611.0,565.0,5807.0,2702.0,1829.0,59.9,75.7,47.8,63.8,80.0,50.5,6.2,5.4,5.2,1980
52.2,65.6,48.3,62.0,75.3,55.1,15.8,12.9,12.3,0,11047.0,5142.0,4786.0,94769.0,50393.0,34735.0,0,17808.0,146033.0,0,0,9298.0,4478.0,4195.0,88260.0,47641.0,32740.0,6,June,0,6760.0,51264.0,0,0,0,1749.0,663.0,591.0,6509.0,2752.0,1995.0,60.4,76.1,47.1,64.9,80.4,50.0,6.9,5.5,5.7,1980
53.4,65.5,48.7,63.8,76.3,55.9,16.4,14.1,12.8,0,11396.0,5218.0,4868.0,95275.0,50571.0,34538.0,0,17853.0,146264.0,0,0,9531.0,4484.0,4244.0,88764.0,47715.0,32469.0,7,July,0,6457.0,50988.0,0,0,0,1865.0,734.0,624.0,6512.0,2855.0,2068.0,60.7,76.0,46.6,65.1,80.6,49.6,6.8,5.6,6.0,1980
53.3,66.1,49.2,62.4,76.1,56.0,14.6,13.2,12.2,0,11155.0,5217.0,4894.0,94694.0,50531.0,34841.0,0,17882.0,146435.0,0,0,9527.0,4531.0,4295.0,88330.0,47762.0,32618.0,8,August,0,6726.0,51741.0,0,0,0,1630.0,686.0,599.0,6365.0,2767.0,2223.0,60.3,76.0,46.8,64.7,80.4,50.0,6.7,5.5,6.4,1980
51.9,65.5,49.4,60.7,75.1,55.7,14.4,12.8,11.4,0,10868.0,5163.0,4875.0,93625.0,50157.0,35607.0,0,17918.0,146619.0,0,0,9301.0,4504.0,4322.0,87745.0,47600.0,33508.0,9,September,0,7048.0,52995.0,0,0,0,1568.0,661.0,554.0,5880.0,2556.0,2100.0,59.8,75.6,48.0,63.9,79.7,51.0,6.3,5.1,5.9,1980
52.3,66.4,49.5,61.4,75.6,57.0,14.8,12.2,13.3,0,11021.0,5208.0,5001.0,94204.0,50258.0,35945.0,0,17945.0,146790.0,0,0,9386.0,4572.0,4338.0,88359.0,47769.0,33836.0,10,October,0,6924.0,52587.0,0,0,0,1636.0,636.0,665.0,5845.0,2489.0,2108.0,60.2,75.8,48.4,64.2,79.7,51.4,6.2,5.0,5.9,1980
52.2,65.6,49.4,61.1,74.9,56.6,14.5,12.4,12.6,0,10979.0,5170.0,4970.0,94080.0,50183.0,36028.0,0,17978.0,146900.0,0,0,9388.0,4526.0,4343.0,88175.0,47610.0,33997.0,11,November,0,6999.0,52819.0,0,0,0,1592.0,643.0,628.0,5905.0,2574.0,2031.0,60.0,75.4,48.5,64.0,79.5,51.4,6.3,5.1,5.6,1980
51.9,65.4,49.0,60.5,74.2,56.1,14.3,11.8,12.6,0,10892.0,5127.0,4937.0,93620.0,50064.0,35780.0,0,18010.0,146976.0,0,0,9339.0,4519.0,4317.0,87929.0,47433.0,33848.0,12,December,0,7119.0,53357.0,0,0,0,1553.0,607.0,622.0,5691.0,2631.0,1932.0,59.8,75.1,48.3,63.7,79.3,51.0,6.1,5.3,5.4,1980
51.1,64.2,48.6,59.9,73.5,55.4,14.6,12.6,12.3,0,10810.0,5091.0,4888.0,93504.0,50078.0,35871.0,0,18045.0,146976.0,0,0,9227.0,4447.0,4284.0,86535.0,46760.0,33588.0,1,January,0,7235.0,53472.0,0,0,0,1583.0,643.0,604.0,6969.0,3319.0,2282.0,58.9,74.0,47.9,63.6,79.3,51.2,7.5,6.6,6.4,1981
50.6,63.7,48.3,59.6,73.6,55.4,15.1,13.4,12.9,0,10769.0,5107.0,4900.0,93699.0,50101.0,36097.0,0,18076.0,147132.0,0,0,9147.0,4424.0,4266.0,86902.0,46832.0,33985.0,2,February,0,7308.0,53433.0,0,0,0,1622.0,683.0,634.0,6797.0,3268.0,2111.0,59.1,74.0,48.4,63.7,79.2,51.4,7.3,6.5,5.8,1981
51.1,64.7,48.4,60.2,74.6,55.8,15.1,13.2,13.3,0,10895.0,5186.0,4941.0,94206.0,50382.0,36304.0,0,18105.0,147335.0,0,0,9251.0,4502.0,4284.0,87755.0,47265.0,34306.0,3,March,0,7211.0,53129.0,0,0,0,1644.0,684.0,657.0,6451.0,3117.0,1998.0,59.6,74.6,48.8,63.9,79.5,51.6,6.8,6.2,5.5,1981
51.9,65.3,49.1,60.4,74.2,56.1,14.1,12.0,12.4,0,10948.0,5173.0,4975.0,94466.0,50500.0,36320.0,0,18137.0,147539.0,0,0,9405.0,4550.0,4358.0,88615.0,47794.0,34414.0,4,April,0,7189.0,53074.0,0,0,0,1544.0,623.0,617.0,5851.0,2705.0,1906.0,60.1,75.3,48.9,64.0,79.6,51.6,6.2,5.4,5.2,1981
51.8,65.8,48.1,60.4,75.2,55.1,14.3,12.6,12.7,0,10974.0,5253.0,4897.0,95117.0,50799.0,36536.0,0,18170.0,147670.0,0,0,9407.0,4594.0,4275.0,89134.0,48141.0,34518.0,5,May,0,7196.0,52552.0,0,0,0,1567.0,660.0,622.0,5983.0,2657.0,2018.0,60.4,75.7,48.9,64.4,79.9,51.8,6.3,5.2,5.5,1981
51.4,64.5,48.1,61.8,74.6,55.9,16.9,13.5,14.0,0,11252.0,5223.0,4984.0,96084.0,51021.0,36027.0,0,18206.0,147804.0,0,0,9352.0,4516.0,4288.0,89720.0,48415.0,33964.0,6,June,0,6953.0,51720.0,0,0,0,1900.0,706.0,696.0,6365.0,2606.0,2063.0,60.7,76.0,48.1,65.0,80.1,51.0,6.6,5.1,5.7,1981
52.5,64.8,48.1,62.5,74.5,55.7,16.0,13.0,13.7,0,11394.0,5226.0,4980.0,96700.0,51223.0,35897.0,0,18239.0,147976.0,0,0,9567.0,4545.0,4296.0,90637.0,48780.0,33743.0,7,July,0,6845.0,51276.0,0,0,0,1827.0,681.0,684.0,6063.0,2443.0,2154.0,61.3,76.5,47.7,65.3,80.3,50.8,6.3,4.8,6.0,1981
51.7,64.9,47.9,61.8,74.9,56.1,16.3,13.3,14.5,0,11289.0,5262.0,5019.0,96187.0,51122.0,36024.0,0,18266.0,148144.0,0,0,9451.0,4559.0,4291.0,90279.0,48625.0,33863.0,8,August,0,6977.0,51958.0,0,0,0,1838.0,702.0,729.0,5908.0,2496.0,2161.0,60.9,76.1,47.8,64.9,80.0,50.9,6.1,4.9,6.0,1981
51.1,65.2,48.3,60.6,74.9,56.5,15.7,13.0,14.5,0,11097.0,5276.0,5072.0,94717.0,50679.0,36481.0,0,18297.0,148370.0,0,0,9354.0,4590.0,4336.0,88778.0,48291.0,34258.0,9,September,0,7200.0,53654.0,0,0,0,1743.0,686.0,736.0,5939.0,2387.0,2223.0,59.8,75.5,48.3,63.8,79.2,51.4,6.3,4.7,6.1,1981
51.3,65.0,49.0,61.4,75.4,57.2,16.4,13.8,14.3,0,11257.0,5324.0,5140.0,95562.0,50764.0,37247.0,0,18333.0,148562.0,0,0,9407.0,4590.0,4407.0,89397.0,48155.0,34981.0,10,October,0,7076.0,53001.0,0,0,0,1851.0,734.0,734.0,6165.0,2609.0,2266.0,60.2,75.1,49.2,64.3,79.2,52.4,6.5,5.1,6.1,1981
51.2,63.4,49.6,61.0,74.5,56.9,16.2,14.9,13.0,0,11206.0,5272.0,5131.0,95469.0,50670.0,37291.0,0,18362.0,148631.0,0,0,9394.0,4485.0,4465.0,88800.0,47766.0,34984.0,11,November,0,7157.0,53162.0,0,0,0,1812.0,787.0,666.0,6669.0,2905.0,2307.0,59.7,74.5,49.2,64.2,79.0,52.4,7.0,5.7,6.2,1981
50.5,62.5,48.8,60.5,74.4,56.3,16.5,16.0,13.3,0,11135.0,5280.0,5081.0,94910.0,50716.0,36924.0,0,18392.0,148755.0,0,0,9294.0,4433.0,4406.0,87956.0,47324.0,34698.0,12,December,0,7257.0,53845.0,0,0,0,1841.0,846.0,676.0,6954.0,3392.0,2226.0,59.1,73.7,48.7,63.8,79.0,51.8,7.3,6.7,6.0,1981
49.5,60.8,48.4,59.8,73.9,55.8,17.3,17.7,13.3,0,11024.0,5253.0,5052.0,94424.0,50637.0,36744.0,0,18423.0,148842.0,0,0,9117.0,4322.0,4380.0,86378.0,46604.0,34242.0,1,January,0,7398.0,54418.0,0,0,0,1907.0,931.0,672.0,8046.0,4033.0,2502.0,58.0,72.5,48.0,63.4,78.8,51.5,8.5,8.0,6.8,1982
49.1,61.0,47.5,59.8,74.1,55.4,17.9,17.7,14.2,0,11036.0,5278.0,5019.0,94616.0,50692.0,36984.0,0,18450.0,148855.0,0,0,9060.0,4343.0,4308.0,86492.0,46624.0,34461.0,2,February,0,7413.0,54239.0,0,0,0,1977.0,935.0,711.0,8124.0,4068.0,2523.0,58.1,72.5,48.3,63.6,78.8,51.8,8.6,8.0,6.8,1982
49.0,61.4,47.3,60.0,74.2,55.7,18.2,17.3,15.1,0,11085.0,5296.0,5060.0,95101.0,50937.0,37218.0,0,18480.0,149132.0,0,0,9062.0,4379.0,4294.0,87088.0,46830.0,34716.0,3,March,0,7395.0,54032.0,0,0,0,2022.0,918.0,766.0,8013.0,4106.0,2502.0,58.4,72.7,48.6,63.8,79.1,52.1,8.4,8.1,6.7,1982
48.8,61.8,46.8,59.4,74.3,55.2,17.8,16.8,15.1,0,10986.0,5310.0,5020.0,95252.0,50933.0,37164.0,0,18511.0,149249.0,0,0,9031.0,4418.0,4263.0,87509.0,47109.0,34696.0,4,April,0,7524.0,53997.0,0,0,0,1955.0,894.0,756.0,7743.0,3824.0,2469.0,58.6,73.0,48.5,63.8,78.9,51.9,8.1,7.5,6.6,1982
49.4,62.1,47.4,60.3,74.4,55.6,18.0,16.5,14.8,0,11174.0,5328.0,5074.0,96014.0,51221.0,37337.0,0,18542.0,149250.0,0,0,9167.0,4448.0,4321.0,88348.0,47583.0,34786.0,5,May,0,7368.0,53236.0,0,0,0,2007.0,881.0,753.0,7666.0,3639.0,2551.0,59.2,73.7,48.6,64.3,79.4,52.2,8.0,7.1,6.8,1982
49.6,62.3,47.4,61.8,75.0,56.3,19.7,16.9,15.7,0,11471.0,5383.0,5142.0,97367.0,51614.0,37133.0,0,18570.0,149429.0,0,0,9211.0,4474.0,4334.0,89068.0,47773.0,34490.0,6,June,0,7099.0,52061.0,0,0,0,2260.0,910.0,807.0,8299.0,3841.0,2643.0,59.6,73.9,48.1,65.2,79.8,51.8,8.5,7.4,7.1,1982
50.8,62.3,47.3,63.2,75.4,56.4,19.7,17.3,16.2,0,11762.0,5421.0,5168.0,97973.0,51720.0,37148.0,0,18600.0,149569.0,0,0,9447.0,4481.0,4332.0,89595.0,47870.0,34331.0,7,July,0,6839.0,51596.0,0,0,0,2315.0,939.0,836.0,8378.0,3851.0,2816.0,59.9,73.9,47.8,65.5,79.9,51.8,8.6,7.4,7.6,1982
50.7,62.1,47.7,62.5,74.7,56.8,18.9,16.9,16.0,0,11639.0,5383.0,5210.0,97361.0,51566.0,37241.0,0,18626.0,149536.0,0,0,9441.0,4472.0,4376.0,89189.0,47768.0,34367.0,8,August,0,6988.0,52175.0,0,0,0,2197.0,911.0,834.0,8172.0,3799.0,2874.0,59.6,73.8,47.9,65.1,79.6,51.9,8.4,7.4,7.7,1982
49.3,61.1,47.9,61.3,74.6,57.2,19.5,18.0,16.3,0,11433.0,5388.0,5255.0,96346.0,51315.0,37904.0,0,18659.0,149652.0,0,0,9199.0,4416.0,4400.0,88175.0,47493.0,35035.0,9,September,0,7225.0,53306.0,0,0,0,2235.0,972.0,855.0,8171.0,3822.0,2869.0,58.9,73.3,48.7,64.4,79.2,52.7,8.5,7.4,7.6,1982
49.1,61.0,47.6,61.3,75.0,57.2,19.9,18.7,16.8,0,11462.0,5428.0,5274.0,96479.0,51302.0,38013.0,0,18692.0,149838.0,0,0,9182.0,4414.0,4389.0,88145.0,47359.0,35122.0,10,October,0,7230.0,53359.0,0,0,0,2280.0,1014.0,885.0,8334.0,3943.0,2890.0,58.8,73.0,48.8,64.4,79.1,52.8,8.6,7.7,7.6,1982
49.2,61.5,47.3,61.1,75.4,56.2,19.5,18.5,15.9,0,11447.0,5476.0,5188.0,96593.0,51247.0,38208.0,0,18723.0,149887.0,0,0,9210.0,4462.0,4365.0,87672.0,46899.0,35194.0,11,November,0,7277.0,53294.0,0,0,0,2237.0,1014.0,823.0,8921.0,4349.0,3014.0,58.5,72.2,48.8,64.4,78.9,53.0,9.2,8.5,7.9,1982
