Black or African American.Employment-Population Ratio.All,Black or African American.Employment-Population Ratio.Men,Black or African American.Employment-Population Ratio.Women,Black or African American.Participation Rate.All,Black or African American.Participation Rate.Men,Black or African American.Participation Rate.Women,Black or African American.Unemployment Rate.All,Black or African American.Unemployment Rate.Men,Black or African American.Unemployment Rate.Women,Civilian Labor Force.Asian.Counts,Civilian Labor Force.Black or African American.Counts.All,Civilian Labor Force.Black or African American.Counts.Men,Civilian Labor Force.Black or African American.Counts.Women,Civilian Labor Force.White.Counts.All,Civilian Labor Force.White.Counts.Men,Civilian Labor Force.White.Counts.Women,Civilian Noninstitutional Population.Asian,Civilian Noninstitutional Population.Black or African American,Civilian Noninstitutional Population.White,Employed.Asian.Counts,Employed.Asian.Unemployment Rate,Employed.Black or African American.Counts.All,Employed.Black or African American.Counts.Men,Employed.Black or African American.Counts.Women,Employed.White.Counts.All,Employed.White.Counts.Men,Employed.White.Counts.Women,Month,Month Name,Not In Labor Force.Asian,Not In Labor Force.Black or African American,Not In Labor Force.White,Participation Rate,Unemployed.Asian.Counts,Unemployed.Asian.Unemployment Rate,Unemployed.Black or African American.Counts.All,Unemployed.Black or African American.Counts.Men,Unemployed.Black or African American.Counts.Women,Unemployed.White.Counts.All,Unemployed.White.Counts.Men,Unemployed.White.Counts.Women,White.Employment-Population Ratio.All,White.Employment-Population Ratio.Men,White.Employment-Population Ratio.Women,White.Participation Rate.All,White.Participation Rate.Men,White.Participation Rate.Women,White.Unemployment Rate.All,White.Unemployment Rate.Men,White.Unemployment Rate.Women,Year
55.4,66.7,52.7,63.2,74.7,59.0,12.3,10.7,10.7,0,13042.0,6123.0,6061.0,104125.0,54703.0,42808.0,0,20650.0,158034.0,0,0,11440.0,5465.0,5414.0,99414.0,52523.0,41145.0,5,May,0,7608.0,53909.0,0,0,0,1602.0,658.0,647.0,4711.0,2180.0,1663.0,62.9,75.3,53.9,65.9,78.4,56.0,4.5,4.0,3.9,1988
56.1,67.2,52.5,64.0,74.6,58.7,12.4,10.0,10.6,0,13231.0,6128.0,6043.0,106015.0,55085.0,42742.0,0,20683.0,158166.0,0,0,11597.0,5518.0,5405.0,101069.0,53016.0,41018.0,6,June,0,7452.0,52151.0,0,0,0,1634.0,610.0,638.0,4946.0,2069.0,1724.0,63.9,75.9,53.7,67.0,78.8,55.9,4.7,3.8,4.0,1988
58.1,67.7,54.5,66.1,74.9,61.0,12.2,9.6,10.6,0,13700.0,6161.0,6284.0,106381.0,55196.0,42568.0,0,20715.0,158279.0,0,0,12031.0,5569.0,5616.0,101432.0,53182.0,40671.0,7,July,0,7015.0,51898.0,0,0,0,1669.0,592.0,668.0,4949.0,2014.0,1897.0,64.1,76.1,53.2,67.2,78.9,55.7,4.7,3.6,4.5,1988
57.7,68.5,53.5,65.0,75.4,59.8,11.3,9.1,10.5,0,13481.0,6212.0,6166.0,106146.0,55233.0,42884.0,0,20736.0,158340.0,0,0,11962.0,5644.0,5516.0,101213.0,53094.0,40985.0,8,August,0,7255.0,52194.0,0,0,0,1519.0,568.0,650.0,4933.0,2139.0,1899.0,63.9,75.9,53.5,67.0,78.9,56.0,4.6,3.9,4.4,1988
56.7,68.1,53.8,63.5,74.3,59.9,10.7,8.3,10.2,0,13178.0,6126.0,6192.0,104959.0,54872.0,43397.0,0,20762.0,158422.0,0,0,11764.0,5620.0,5558.0,100177.0,52910.0,41495.0,9,September,0,7584.0,53463.0,0,0,0,1414.0,506.0,633.0,4782.0,1962.0,1902.0,63.2,75.6,54.2,66.3,78.4,56.7,4.6,3.6,4.4,1988
57.1,67.7,54.9,64.0,74.4,61.0,10.8,9.0,10.0,0,13307.0,6147.0,6309.0,105295.0,54924.0,43814.0,0,20786.0,158524.0,0,0,11873.0,5593.0,5681.0,100723.0,52930.0,42093.0,10,October,0,7479.0,53229.0,0,0,0,1434.0,554.0,628.0,4572.0,1994.0,1721.0,63.5,75.5,54.9,66.4,78.4,57.2,4.3,3.6,3.9,1988
57.3,67.2,55.7,64.1,74.2,61.5,10.7,9.4,9.4,0,13350.0,6130.0,6370.0,105509.0,54921.0,44071.0,0,20811.0,158603.0,0,0,11923.0,5557.0,5769.0,100818.0,52700.0,42378.0,11,November,0,7462.0,53094.0,0,0,0,1427.0,574.0,601.0,4691.0,2221.0,1693.0,63.6,75.1,55.2,66.5,78.3,57.4,4.4,4.0,3.8,1988
57.3,67.1,55.6,64.1,74.2,61.4,10.7,9.5,9.4,0,13367.0,6146.0,6375.0,104972.0,54731.0,43748.0,0,20842.0,158705.0,0,0,11938.0,5559.0,5773.0,100423.0,52466.0,42218.0,12,December,0,7475.0,53733.0,0,0,0,1428.0,586.0,602.0,4549.0,2264.0,1530.0,63.3,74.7,55.0,66.1,77.9,57.0,4.3,4.1,3.5,1988
56.1,66.3,54.9,63.6,74.3,61.1,11.8,10.7,10.1,0,13275.0,6163.0,6357.0,105020.0,54854.0,43803.0,0,20877.0,158865.0,0,0,11705.0,5504.0,5712.0,99506.0,52159.0,41948.0,1,January,0,7602.0,53845.0,0,0,0,1570.0,659.0,645.0,5514.0,2695.0,1854.0,62.6,74.2,54.6,66.1,78.0,57.0,5.3,4.9,4.2,1989
55.8,65.3,54.4,63.6,74.0,60.7,12.4,11.7,10.4,0,13303.0,6153.0,6327.0,104758.0,54920.0,43657.0,0,20905.0,158947.0,0,0,11655.0,5432.0,5669.0,99747.0,52399.0,42008.0,2,February,0,7602.0,54189.0,0,0,0,1648.0,721.0,658.0,5012.0,2521.0,1649.0,62.8,74.4,54.6,65.9,78.0,56.8,4.8,4.6,3.8,1989
56.2,66.6,54.6,63.3,74.3,60.2,11.2,10.4,9.3,0,13243.0,6187.0,6281.0,105100.0,55070.0,43767.0,0,20930.0,159020.0,0,0,11761.0,5541.0,5699.0,100435.0,52800.0,42115.0,3,March,0,7687.0,53921.0,0,0,0,1483.0,646.0,582.0,4664.0,2270.0,1652.0,63.2,75.0,54.7,66.1,78.2,56.9,4.4,4.1,3.8,1989
55.8,66.1,54.0,62.6,73.9,59.1,10.8,10.5,8.7,0,13121.0,6165.0,6174.0,105542.0,55207.0,43954.0,0,20956.0,159098.0,0,0,11699.0,5515.0,5637.0,100941.0,53033.0,42291.0,4,April,0,7835.0,53556.0,0,0,0,1422.0,650.0,536.0,4601.0,2173.0,1663.0,63.4,75.2,54.9,66.3,78.3,57.1,4.4,3.9,3.8,1989
56.6,67.2,54.4,63.7,74.5,60.2,11.1,9.7,9.5,0,13372.0,6222.0,6293.0,105898.0,55265.0,44039.0,0,20986.0,159200.0,0,0,11882.0,5616.0,5694.0,101412.0,53354.0,42324.0,5,May,0,7613.0,53302.0,0,0,0,1491.0,606.0,599.0,4486.0,1911.0,1716.0,63.7,75.6,54.9,66.5,78.3,57.1,4.2,3.5,3.9,1989
57.2,67.6,54.2,65.4,74.6,60.6,12.6,9.4,10.5,0,13751.0,6240.0,6343.0,107762.0,55985.0,43847.0,0,21012.0,159297.0,0,0,12023.0,5653.0,5680.0,102869.0,54035.0,42067.0,6,June,0,7261.0,51535.0,0,0,0,1728.0,588.0,663.0,4893.0,1950.0,1780.0,64.6,76.5,54.6,67.6,79.3,56.9,4.5,3.5,4.1,1989
58.8,68.2,54.7,66.4,75.1,61.0,11.5,9.2,10.3,0,13978.0,6286.0,6400.0,108113.0,55922.0,43869.0,0,21038.0,159400.0,0,0,12364.0,5708.0,5742.0,103215.0,53983.0,41902.0,7,July,0,7060.0,51287.0,0,0,0,1614.0,578.0,658.0,4898.0,1939.0,1967.0,64.8,76.4,54.3,67.8,79.1,56.8,4.5,3.5,4.5,1989
57.9,67.8,54.4,65.0,74.7,60.3,10.9,9.2,9.9,0,13694.0,6263.0,6338.0,107597.0,55766.0,43886.0,0,21060.0,159470.0,0,0,12197.0,5686.0,5710.0,102938.0,53868.0,41948.0,8,August,0,7366.0,51872.0,0,0,0,1497.0,578.0,628.0,4659.0,1898.0,1938.0,64.6,76.2,54.3,67.5,78.8,56.8,4.3,3.4,4.4,1989
56.7,67.9,54.5,63.9,74.6,60.6,11.3,9.0,10.0,0,13481.0,6246.0,6369.0,106195.0,55433.0,44358.0,0,21085.0,159549.0,0,0,11956.0,5682.0,5731.0,101600.0,53416.0,42570.0,9,September,0,7604.0,53354.0,0,0,0,1524.0,564.0,639.0,4595.0,2017.0,1788.0,63.7,75.5,55.1,66.6,78.3,57.4,4.3,3.6,4.0,1989
56.8,67.1,54.7,64.0,74.1,60.8,11.2,9.5,10.0,0,13504.0,6218.0,6401.0,106780.0,55659.0,44637.0,0,21108.0,159644.0,0,0,11988.0,5630.0,5759.0,102291.0,53735.0,42876.0,10,October,0,7604.0,52865.0,0,0,0,1516.0,588.0,642.0,4489.0,1924.0,1761.0,64.1,75.8,55.4,66.9,78.5,57.7,4.2,3.5,3.9,1989
57.0,66.5,55.3,64.4,74.0,61.4,11.4,10.1,10.0,0,13614.0,6230.0,6480.0,106907.0,55632.0,44809.0,0,21136.0,159736.0,0,0,12056.0,5599.0,5835.0,102167.0,53457.0,43094.0,11,November,0,7522.0,52830.0,0,0,0,1558.0,631.0,645.0,4740.0,2174.0,1715.0,64.0,75.4,55.7,66.9,78.4,57.9,4.4,3.9,3.8,1989
56.6,65.9,54.7,63.7,73.6,60.3,11.1,10.5,9.3,0,13487.0,6206.0,6369.0,106406.0,55556.0,44574.0,0,21164.0,159832.0,0,0,11989.0,5554.0,5779.0,101793.0,53338.0,42937.0,12,December,0,7677.0,53426.0,0,0,0,1498.0,652.0,590.0,4613.0,2218.0,1637.0,63.7,75.1,55.4,66.6,78.2,57.5,4.3,4.0,3.7,1989
56.4,65.4,55.6,63.8,74.2,61.3,11.5,11.8,9.3,0,13614.0,6244.0,6549.0,106185.0,55610.0,44210.0,0,21351.0,160160.0,0,0,12052.0,5504.0,5941.0,100609.0,52815.0,42322.0,1,January,0,7737.0,53974.0,0,0,0,1562.0,740.0,608.0,5576.0,2795.0,1888.0,62.8,74.3,54.8,66.3,78.2,57.2,5.3,5.0,4.3,1990
56.3,66.1,55.3,63.4,74.1,61.3,11.3,10.7,9.8,0,13553.0,6221.0,6556.0,106374.0,55691.0,44330.0,0,21370.0,160212.0,0,0,12023.0,5553.0,5913.0,100856.0,52949.0,42464.0,2,February,0,7816.0,53838.0,0,0,0,1530.0,668.0,642.0,5518.0,2742.0,1866.0,63.0,74.4,55.0,66.4,78.3,57.4,5.2,4.9,4.2,1990
56.9,66.7,55.6,63.8,74.3,61.2,10.8,10.3,9.1,0,13647.0,6276.0,6548.0,106555.0,55768.0,44326.0,0,21388.0,160277.0,0,0,12172.0,5632.0,5955.0,101450.0,53211.0,42612.0,3,March,0,7742.0,53722.0,0,0,0,1474.0,644.0,593.0,5105.0,2557.0,1714.0,63.3,74.7,55.1,66.5,78.3,57.3,4.8,4.6,3.9,1990
56.9,67.0,55.2,63.4,74.6,60.5,10.3,10.1,8.9,0,13581.0,6296.0,6487.0,106705.0,55778.0,44506.0,0,21412.0,160364.0,0,0,12186.0,5660.0,5912.0,101710.0,53343.0,42776.0,4,April,0,7831.0,53660.0,0,0,0,1395.0,635.0,575.0,4995.0,2435.0,1730.0,63.4,74.9,55.3,66.5,78.3,57.5,4.7,4.4,3.9,1990
57.4,67.9,55.8,64.1,74.9,61.4,10.5,9.3,9.1,0,13741.0,6334.0,6587.0,107332.0,56033.0,44698.0,0,21434.0,160453.0,0,0,12303.0,5742.0,5987.0,102507.0,53834.0,42997.0,5,May,0,7693.0,53121.0,0,0,0,1439.0,592.0,601.0,4824.0,2199.0,1701.0,63.9,75.5,55.5,66.9,78.6,57.7,4.5,3.9,3.8,1990
57.4,68.5,54.6,64.7,75.5,60.0,11.3,9.3,8.9,0,13893.0,6399.0,6443.0,108840.0,56485.0,44645.0,0,21458.0,160548.0,0,0,12319.0,5806.0,5868.0,103848.0,54346.0,42887.0,6,June,0,7565.0,51708.0,0,0,0,1574.0,593.0,575.0,4992.0,2139.0,1758.0,64.7,76.1,55.4,67.8,79.1,57.6,4.6,3.8,3.9,1990
57.6,68.1,54.2,65.4,75.9,60.1,11.9,10.3,9.9,0,14037.0,6424.0,6470.0,109258.0,56475.0,44562.0,0,21477.0,160630.0,0,0,12364.0,5760.0,5833.0,104140.0,54319.0,42642.0,7,July,0,7440.0,51372.0,0,0,0,1673.0,664.0,637.0,5118.0,2155.0,1920.0,64.8,76.0,55.0,68.0,79.0,57.5,4.7,3.8,4.3,1990
56.9,67.6,53.7,64.3,75.1,59.9,11.6,10.0,10.3,0,13830.0,6385.0,6457.0,108541.0,56472.0,44637.0,0,21503.0,160734.0,0,0,12231.0,5749.0,5791.0,103431.0,54261.0,42607.0,8,August,0,7673.0,52192.0,0,0,0,1599.0,636.0,666.0,5110.0,2211.0,2030.0,64.3,75.8,54.9,67.5,78.9,57.5,4.7,3.9,4.5,1990
56.0,67.2,53.6,63.5,75.3,60.1,11.8,10.7,10.8,0,13667.0,6417.0,6490.0,107502.0,56267.0,44968.0,0,21538.0,160860.0,0,0,12055.0,5730.0,5788.0,102420.0,54103.0,42944.0,9,September,0,7871.0,53358.0,0,0,0,1612.0,687.0,702.0,5082.0,2164.0,2024.0,63.7,75.5,55.3,66.8,78.5,57.9,4.7,3.8,4.5,1990
56.4,67.3,54.3,63.7,75.3,60.3,11.5,10.6,9.9,0,13744.0,6428.0,6519.0,107629.0,56303.0,45112.0,0,21569.0,160984.0,0,0,12168.0,5748.0,5872.0,102625.0,54045.0,43239.0,10,October,0,7826.0,53355.0,0,0,0,1576.0,680.0,647.0,5004.0,2258.0,1873.0,63.7,75.3,55.6,66.9,78.5,58.0,4.6,4.0,4.2,1990
56.4,67.0,54.6,64.2,75.4,60.8,12.1,11.3,10.1,0,13856.0,6433.0,6583.0,107263.0,56279.0,44914.0,0,21597.0,161094.0,0,0,12174.0,5709.0,5919.0,101894.0,53674.0,43017.0,11,November,0,7741.0,53831.0,0,0,0,1682.0,724.0,664.0,5369.0,2605.0,1897.0,63.3,74.7,55.3,66.6,78.4,57.7,5.0,4.6,4.2,1990
55.8,66.8,53.8,63.4,75.0,60.0,12.1,11.0,10.4,0,13715.0,6423.0,6514.0,107180.0,56234.0,44873.0,0,21623.0,161189.0,0,0,12057.0,5715.0,5836.0,101639.0,53325.0,43044.0,12,December,0,7908.0,54008.0,0,0,0,1658.0,708.0,678.0,5541.0,2909.0,1828.0,63.1,74.2,55.2,66.5,78.2,57.6,5.2,5.2,4.1,1990
55.0,65.2,54.0,62.8,74.2,60.0,12.3,12.2,10.0,0,13592.0,6368.0,6524.0,106350.0,55846.0,44611.0,0,21653.0,161280.0,0,0,11915.0,5593.0,5873.0,99575.0,52290.0,42423.0,1,January,0,8061.0,54930.0,0,0,0,1677.0,775.0,651.0,6774.0,3556.0,2188.0,61.7,72.7,54.4,65.9,77.6,57.2,6.4,6.4,4.9,1991
54.5,65.0,53.1,62.3,74.5,59.0,12.5,12.7,9.9,0,13508.0,6405.0,6423.0,106869.0,56063.0,44931.0,0,21678.0,161342.0,0,0,11813.0,5591.0,5786.0,99803.0,52198.0,42672.0,2,February,0,8170.0,54473.0,0,0,0,1695.0,814.0,637.0,7066.0,3865.0,2260.0,61.9,72.5,54.7,66.2,77.9,57.6,6.6,6.9,5.0,1991
55.4,66.1,53.9,63.3,75.1,59.7,12.5,12.0,9.7,0,13728.0,6468.0,6505.0,106988.0,56182.0,44914.0,0,21701.0,161406.0,0,0,12018.0,5695.0,5872.0,100056.0,52425.0,42712.0,3,March,0,7974.0,54418.0,0,0,0,1709.0,774.0,633.0,6932.0,3757.0,2202.0,62.0,72.8,54.7,66.3,78.0,57.5,6.5,6.7,4.9,1991
55.3,65.8,54.0,63.1,75.2,59.8,12.3,12.5,9.8,0,13713.0,6467.0,6535.0,107327.0,56343.0,45096.0,0,21729.0,161488.0,0,0,12026.0,5660.0,5891.0,101089.0,53054.0,43068.0,4,April,0,8016.0,54162.0,0,0,0,1686.0,808.0,644.0,6238.0,3289.0,2027.0,62.6,73.6,55.1,66.5,78.1,57.7,5.8,5.8,4.5,1991
54.7,64.7,53.6,62.8,73.9,60.1,12.8,12.4,10.8,0,13650.0,6358.0,6570.0,107514.0,56345.0,45070.0,0,21752.0,161572.0,0,0,11906.0,5569.0,5858.0,101133.0,53281.0,42860.0,5,May,0,8101.0,54058.0,0,0,0,1744.0,789.0,712.0,6381.0,3064.0,2211.0,62.6,73.8,54.8,66.5,78.1,57.6,5.9,5.4,4.9,1991
55.6,66.1,53.4,64.3,75.2,59.9,13.5,12.1,10.9,0,14014.0,6493.0,6561.0,109285.0,56785.0,45210.0,0,21777.0,161669.0,0,0,12119.0,5706.0,5848.0,102520.0,53700.0,42883.0,6,June,0,7764.0,52384.0,0,0,0,1895.0,787.0,713.0,6764.0,3085.0,2326.0,63.4,74.4,54.8,67.6,78.6,57.8,6.2,5.4,5.1,1991
56.9,66.9,53.9,64.9,75.5,59.8,12.4,11.4,9.9,0,14159.0,6530.0,6557.0,109364.0,56790.0,44934.0,0,21801.0,161764.0,0,0,12403.0,5788.0,5908.0,102665.0,53689.0,42600.0,7,July,0,7642.0,52400.0,0,0,0,1756.0,741.0,649.0,6699.0,3101.0,2334.0,63.5,74.3,54.4,67.6,78.6,57.4,6.1,5.5,5.2,1991
55.8,66.1,53.5,63.6,74.1,60.0,12.2,10.8,10.8,0,13883.0,6423.0,6593.0,108373.0,56562.0,44885.0,0,21832.0,161876.0,0,0,12185.0,5730.0,5878.0,101983.0,53555.0,42422.0,8,August,0,7949.0,53503.0,0,0,0,1698.0,694.0,715.0,6390.0,3007.0,2462.0,63.0,74.0,54.1,66.9,78.2,57.3,5.9,5.3,5.5,1991
56.1,67.3,54.3,63.7,74.8,61.0,11.9,10.0,11.0,0,13929.0,6500.0,6713.0,107665.0,56578.0,45221.0,0,21867.0,162002.0,0,0,12272.0,5850.0,5973.0,101401.0,53537.0,42926.0,9,September,0,7938.0,54337.0,0,0,0,1657.0,650.0,740.0,6265.0,3041.0,2295.0,62.6,73.9,54.7,66.5,78.1,57.7,5.8,5.4,5.1,1991
55.2,66.5,53.1,63.1,74.3,60.3,12.6,10.4,11.9,0,13827.0,6471.0,6643.0,107921.0,56422.0,45565.0,0,21904.0,162133.0,0,0,12082.0,5797.0,5851.0,101814.0,53468.0,43374.0,10,October,0,8077.0,54211.0,0,0,0,1745.0,674.0,792.0,6108.0,2954.0,2191.0,62.8,73.7,55.3,66.6,77.8,58.0,5.7,5.2,4.8,1991
55.0,66.1,52.9,62.7,73.9,59.8,12.2,10.5,11.5,0,13750.0,6447.0,6597.0,107822.0,56444.0,45509.0,0,21933.0,162239.0,0,0,12068.0,5769.0,5838.0,101361.0,53207.0,43275.0,11,November,0,8183.0,54417.0,0,0,0,1682.0,678.0,759.0,6461.0,3237.0,2234.0,62.5,73.3,55.1,66.5,77.8,57.9,6.0,5.7,4.9,1991
55.0,65.5,53.5,62.9,74.2,60.1,12.5,11.6,11.0,0,13808.0,6481.0,6641.0,107434.0,56284.0,45385.0,0,21961.0,162330.0,0,0,12082.0,5727.0,5908.0,100787.0,52837.0,43135.0,12,December,0,8153.0,54896.0,0,0,0,1726.0,754.0,734.0,6646.0,3447.0,2250.0,62.1,72.7,54.9,66.2,77.5,57.7,6.2,6.1,5.0,1991
54.1,63.2,53.1,62.9,73.9,59.9,14.1,14.5,11.3,0,13842.0,6472.0,6631.0,107372.0,56404.0,45451.0,0,21991.0,162428.0,0,0,11893.0,5535.0,5880.0,99605.0,52092.0,42959.0,1,January,0,8150.0,55055.0,0,0,0,1949.0,936.0,751.0,7768.0,4312.0,2492.0,61.3,71.6,54.6,66.1,77.6,57.8,7.2,7.6,5.5,1992
53.4,62.4,52.6,62.5,73.5,59.4,14.6,15.0,11.4,0,13766.0,6445.0,6579.0,107696.0,56540.0,45593.0,0,22016.0,162495.0,0,0,11758.0,5476.0,5830.0,99702.0,52148.0,43047.0,2,February,0,8250.0,54799.0,0,0,0,2007.0,969.0,749.0,7994.0,4392.0,2545.0,61.4,71.7,54.7,66.3,77.7,57.9,7.4,7.8,5.6,1992
53.9,63.1,53.4,62.8,74.2,59.9,14.2,15.0,10.8,0,13843.0,6522.0,6647.0,108044.0,56714.0,45793.0,0,22042.0,162579.0,0,0,11878.0,5541.0,5927.0,100466.0,52671.0,43326.0,3,March,0,8198.0,54535.0,0,0,0,1965.0,980.0,720.0,7577.0,4044.0,2466.0,61.8,72.3,55.0,66.5,77.9,58.2,7.0,7.1,5.4,1992
54.1,64.0,52.9,62.7,74.1,59.7,13.7,13.6,11.5,0,13832.0,6521.0,6639.0,108103.0,56814.0,45829.0,0,22068.0,162673.0,0,0,11939.0,5634.0,5878.0,101232.0,53157.0,43487.0,4,April,0,8236.0,54570.0,0,0,0,1893.0,887.0,761.0,6871.0,3657.0,2342.0,62.2,72.9,55.2,66.5,78.0,58.2,6.4,6.4,5.1,1992
54.2,64.3,53.0,63.6,74.7,60.4,14.7,14.0,12.2,0,14049.0,6583.0,6716.0,108658.0,57121.0,45723.0,0,22093.0,162767.0,0,0,11984.0,5663.0,5898.0,101745.0,53572.0,43407.0,5,May,0,8044.0,54109.0,0,0,0,2065.0,921.0,818.0,6914.0,3549.0,2317.0,62.5,73.5,55.1,66.8,78.3,58.0,6.4,6.2,5.1,1992
55.5,65.1,53.6,65.8,75.4,61.5,15.6,13.6,12.9,0,14547.0,6659.0,6855.0,110416.0,57490.0,45877.0,0,22121.0,162871.0,0,0,12271.0,5750.0,5973.0,102827.0,53935.0,43364.0,6,June,0,7574.0,52456.0,0,0,0,2276.0,909.0,882.0,7588.0,3554.0,2513.0,63.1,73.9,55.0,67.8,78.8,58.2,6.9,6.2,5.5,1992
56.5,65.2,54.1,66.4,75.2,62.0,15.0,13.4,12.7,0,14713.0,6653.0,6915.0,110870.0,57447.0,45928.0,0,22149.0,162975.0,0,0,12509.0,5763.0,6040.0,103454.0,54066.0,43151.0,7,July,0,7437.0,52105.0,0,0,0,2204.0,891.0,875.0,7415.0,3381.0,2777.0,63.5,74.0,54.7,68.0,78.6,58.2,6.7,5.9,6.0,1992
56.5,65.3,54.4,65.7,75.1,62.1,14.0,13.0,12.4,0,14584.0,6649.0,6938.0,109858.0,57266.0,45726.0,0,22183.0,163104.0,0,0,12536.0,5786.0,6079.0,102756.0,53959.0,42885.0,8,August,0,7599.0,53245.0,0,0,0,2048.0,863.0,859.0,7102.0,3306.0,2842.0,63.0,73.8,54.3,67.4,78.3,57.9,6.5,5.8,6.2,1992
55.5,65.3,54.4,64.1,74.3,61.3,13.4,12.1,11.3,0,14239.0,6598.0,6860.0,108781.0,57074.0,45866.0,0,22223.0,163246.0,0,0,12328.0,5800.0,6084.0,101810.0,53826.0,43163.0,9,September,0,7985.0,54465.0,0,0,0,1911.0,798.0,776.0,6972.0,3249.0,2703.0,62.4,73.5,54.6,66.6,78.0,58.0,6.4,5.7,5.9,1992
55.2,64.8,54.4,63.8,74.1,61.3,13.5,12.7,11.2,0,14208.0,6600.0,6871.0,108678.0,57001.0,46002.0,0,22263.0,163394.0,0,0,12289.0,5764.0,6103.0,102185.0,53797.0,43559.0,10,October,0,8055.0,54716.0,0,0,0,1919.0,835.0,768.0,6493.0,3204.0,2443.0,62.5,73.4,55.1,66.5,77.8,58.1,6.0,5.6,5.3,1992
54.9,64.8,53.6,63.7,73.9,61.0,13.7,12.3,12.1,0,14192.0,6586.0,6844.0,108861.0,56925.0,46179.0,0,22294.0,163514.0,0,0,12244.0,5778.0,6017.0,102180.0,53563.0,43855.0,11,November,0,8102.0,54653.0,0,0,0,1949.0,808.0,827.0,6681.0,3362.0,2324.0,62.5,73.0,55.4,66.6,77.6,58.3,6.1,5.9,5.0,1992
54.6,63.6,53.6,63.3,73.0,60.9,13.8,12.9,12.0,0,14131.0,6523.0,6843.0,108711.0,56916.0,46108.0,0,22324.0,163620.0,0,0,12183.0,5682.0,6024.0,102063.0,53493.0,43722.0,12,December,0,8193.0,54909.0,0,0,0,1948.0,841.0,819.0,6648.0,3424.0,2385.0,62.4,72.9,55.2,66.4,77.5,58.2,6.1,6.0,5.2,1992
53.2,62.6,52.0,62.4,73.0,59.4,14.7,14.2,12.4,0,13940.0,6530.0,6684.0,108134.0,56816.0,45882.0,0,22358.0,163736.0,0,0,11896.0,5599.0,5853.0,100507.0,52789.0,43247.0,1,January,0,8418.0,55602.0,0,0,0,2044.0,930.0,831.0,7627.0,4027.0,2635.0,61.4,71.9,54.6,66.0,77.3,57.9,7.1,7.1,5.7,1993
54.2,63.5,53.3,62.8,73.3,60.0,13.7,13.4,11.2,0,14067.0,6570.0,6760.0,108395.0,56952.0,45879.0,0,22388.0,163825.0,0,0,12143.0,5689.0,6005.0,100798.0,52876.0,43372.0,2,February,0,8321.0,55430.0,0,0,0,1924.0,881.0,755.0,7597.0,4075.0,2507.0,61.5,71.9,54.7,66.2,77.5,57.8,7.0,7.2,5.5,1993
53.7,62.9,53.5,62.3,73.3,59.4,13.8,14.2,9.9,0,13971.0,6580.0,6700.0,108658.0,57091.0,45988.0,0,22416.0,163910.0,0,0,12045.0,5643.0,6034.0,101494.0,53207.0,43678.0,3,March,0,8446.0,55252.0,0,0,0,1926.0,936.0,666.0,7164.0,3885.0,2311.0,61.9,72.3,55.0,66.3,77.6,58.0,6.6,6.8,5.0,1993
53.8,62.9,53.4,62.3,72.7,59.6,13.7,13.4,10.5,0,13980.0,6522.0,6736.0,108368.0,56962.0,45851.0,0,22445.0,164000.0,0,0,12070.0,5645.0,6028.0,101881.0,53620.0,43623.0,4,April,0,8465.0,55632.0,0,0,0,1909.0,877.0,708.0,6487.0,3342.0,2229.0,62.1,72.9,55.0,66.1,77.4,57.8,6.0,5.9,4.9,1993
54.8,64.3,53.5,63.0,73.3,59.8,13.1,12.3,10.5,0,14159.0,6583.0,6761.0,109467.0,57313.0,46205.0,0,22471.0,164094.0,0,0,12304.0,5771.0,6054.0,102959.0,54162.0,43914.0,5,May,0,8312.0,54627.0,0,0,0,1855.0,812.0,707.0,6508.0,3152.0,2290.0,62.7,73.6,55.3,66.7,77.8,58.2,5.9,5.5,5.0,1993
55.1,64.4,53.6,64.4,73.9,60.4,14.5,12.8,11.2,0,14488.0,6656.0,6833.0,111258.0,57753.0,46438.0,0,22501.0,164205.0,0,0,12389.0,5802.0,6065.0,104327.0,54634.0,43950.0,6,June,0,8013.0,52946.0,0,0,0,2099.0,854.0,768.0,6932.0,3119.0,2488.0,63.5,74.2,55.3,67.8,78.4,58.4,6.2,5.4,5.4,1993
56.3,65.6,53.0,65.0,74.0,60.1,13.4,11.5,11.7,0,14654.0,6679.0,6809.0,111546.0,57712.0,46269.0,0,22529.0,164308.0,0,0,12685.0,5913.0,6011.0,104759.0,54591.0,43758.0,7,July,0,7874.0,52762.0,0,0,0,1969.0,766.0,798.0,6787.0,3121.0,2511.0,63.8,74.1,55.0,67.9,78.3,58.2,6.1,5.4,5.4,1993
56.3,65.7,53.6,64.2,74.1,60.2,12.2,11.3,11.0,0,14475.0,6674.0,6828.0,110896.0,57606.0,46296.0,0,22560.0,164427.0,0,0,12702.0,5919.0,6079.0,104495.0,54659.0,43753.0,8,August,0,8086.0,53531.0,0,0,0,1773.0,756.0,749.0,6401.0,2948.0,2543.0,63.6,74.1,55.0,67.4,78.1,58.2,5.8,5.1,5.5,1993
55.3,65.2,54.1,62.9,73.2,60.6,12.1,10.9,10.6,0,14223.0,6607.0,6885.0,109566.0,57282.0,46416.0,0,22597.0,164558.0,0,0,12501.0,5885.0,6153.0,103392.0,54433.0,43983.0,9,September,0,8373.0,54992.0,0,0,0,1722.0,723.0,732.0,6174.0,2849.0,2434.0,62.8,73.7,55.3,66.6,77.6,58.3,5.6,5.0,5.2,1993
