annual.combined.amusement and recreation,annual.combined.commercial,annual.combined.communication,annual.combined.conservation and development,annual.combined.educational,annual.combined.health care,annual.combined.highway and street,annual.combined.lodging,annual.combined.manufacturing,annual.combined.nonresidential,annual.combined.office,annual.combined.power,annual.combined.public safety,annual.combined.religious,annual.combined.residential,annual.combined.sewage and waste disposal,annual.combined.total construction,annual.combined.transportation,annual.combined.water supply,annual.private.amusement and recreation,annual.private.commercial,annual.private.communication,annual.private.conservation and development,annual.private.educational,annual.private.health care,annual.private.highway and street,annual.private.lodging,annual.private.manufacturing,annual.private.nonresidential,annual.private.office,annual.private.power,annual.private.public safety,annual.private.religious,annual.private.residential,annual.private.sewage and waste disposal,annual.private.total construction,annual.private.transportation,annual.private.water supply,annual.public.amusement and recreation,annual.public.commercial,annual.public.communication,annual.public.conservation and development,annual.public.educational,annual.public.health care,annual.public.highway and street,annual.public.lodging,annual.public.manufacturing,annual.public.nonresidential,annual.public.office,annual.public.power,annual.public.public safety,annual.public.religious,annual.public.residential,annual.public.sewage and waste disposal,annual.public.total construction,annual.public.transportation,annual.public.water supply,current.combined.amusement and recreation,current.combined.commercial,current.combined.communication,current.combined.conservation and development,current.combined.educational,current.combined.health care,current.combined.highway and street,current.combined.lodging,current.combined.manufacturing,current.combined.nonresidential,current.combined.office,current.combined.power,current.combined.public safety,current.combined.religious,current.combined.residential,current.combined.sewage and waste disposal,current.combined.total construction,current.combined.transportation,current.combined.water supply,current.private.amusement and recreation,current.private.commercial,current.private.communication,current.private.conservation and development,current.private.educational,current.private.health care,current.private.highway and street,current.private.lodging,current.private.manufacturing,current.private.nonresidential,current.private.office,current.private.power,current.private.public safety,current.private.religious,current.private.residential,current.private.sewage and waste disposal,current.private.total construction,current.private.transportation,current.private.water supply,current.public.amusement and recreation,current.public.commercial,current.public.communication,current.public.conservation and development,current.public.educational,current.public.health care,current.public.highway and street,current.public.lodging,current.public.manufacturing,current.public.nonresidential,current.public.office,current.public.power,current.public.public safety,current.public.religious,current.public.residential,current.public.sewage and waste disposal,current.public.total construction,current.public.transportation,current.public.water supply,index,month,month name,period,year
15866,47412,15835,6401,83860,43666,84864,10908,47870,584148,36942,103284,10618,3759,265199,22401,849347,37016,13447,6090,44400,15623,0,16628,32283,0,10241,46711,306375,26317,92175,0,3727,259103,0,565478,10777,0,9776,3012,0,6327,67232,11383,84705,0,0,277773,10625,11110,10502,0,6096,21847,283869,26238,12947,1368,4033,1347,513,7044,3690,7361,909,3980,49106,3156,8327,894,307,23122,1904,72228,3128,1146,520,3779,1329,0,1493,2740,0,853,3883,25557,2251,7366,0,304,22608,0,48165,919,0,848,254,0,507,5551,950,7348,0,0,23548,905,961,884,0,514,1856,24063,2209,1103,125,5,May,May2012,2012
15503,47584,16040,6251,87391,43297,85728,10680,48260,588698,37120,102568,10463,3930,270551,21813,859250,39085,12987,5946,44360,15861,0,16728,32352,0,9886,47141,306129,26551,91367,0,3902,264209,0,570338,10861,0,9557,3225,0,6178,70663,10946,85583,0,0,282569,10569,11200,10333,0,6342,21283,288911,28225,12688,1332,4223,1373,514,8447,3711,8720,890,4090,52504,3190,8260,896,324,25077,1926,77580,3455,1153,491,3946,1358,0,1570,2790,0,824,3996,25842,2271,7216,0,322,24515,0,50356,958,0,841,277,0,508,6878,922,8708,0,0,26662,919,1044,885,0,562,1879,27224,2497,1128,126,6,Jun,Jun2012,2012
15646,47607,16512,5930,88197,43094,81744,11105,48059,583801,37948,101041,10648,3899,273501,21052,857301,38575,12746,6326,44669,16251,0,17313,32066,0,10343,47093,308669,27757,90592,0,3872,267291,0,575959,10941,0,9320,2937,0,5864,70884,11028,81520,0,0,275132,10192,10448,10554,0,6210,20448,281342,27634,12287,1388,4232,1373,498,8964,3640,8827,925,4029,52493,3201,7780,900,332,25812,1843,78305,3441,1121,542,3993,1351,0,1600,2717,0,862,3949,25681,2340,6878,0,329,25276,0,50957,1000,0,846,239,0,493,7364,922,8807,0,0,26812,861,902,892,0,536,1795,27348,2441,1083,127,7,Jul,Jul2012,2012
15327,47670,15675,6423,83637,43286,82004,11239,47977,577335,38186,98733,10564,3839,280224,21601,857558,38299,12875,6637,44727,15395,0,16603,32243,0,10489,46885,303866,27916,87006,0,3795,273995,0,577861,10934,0,8690,2943,0,6351,67034,11043,81796,0,0,273469,10270,11727,10491,0,6228,21080,279697,27365,12513,1384,4345,1391,582,8792,3741,9616,937,4156,54217,3365,7856,930,336,26935,2006,81152,3603,1178,567,4079,1368,0,1577,2803,0,874,4065,26020,2446,6760,0,332,26371,0,52392,1035,0,818,266,0,576,7215,939,9595,0,0,28197,919,1096,923,0,563,1959,28761,2569,1145,128,8,Aug,Aug2012,2012
15826,48563,16839,6710,83677,41321,77064,10808,48986,575081,38115,99845,10126,3762,287277,21693,862358,38838,12908,6321,45691,16645,0,16748,30643,0,10232,47973,307535,28910,88037,0,3740,281260,0,588795,11343,0,9506,2873,0,6668,66930,10678,76914,0,0,267546,9205,11808,10033,0,6017,21049,273563,27496,12584,1444,4420,1369,689,7553,3657,8739,901,4305,52903,3433,8257,966,339,26501,2001,79404,3669,1161,551,4133,1353,0,1404,2655,0,853,4221,26427,2553,7184,0,337,25937,0,52363,1070,0,893,288,0,685,6149,1002,8724,0,0,26476,880,1074,959,0,565,1943,27040,2599,1129,129,9,Sep,Sep2012,2012
15640,48997,15680,6759,82238,41978,76840,11831,49466,574609,38782,96887,10119,3855,295753,21604,870362,41088,12846,6571,46087,15579,0,16808,30112,0,11292,48616,305485,29242,84358,0,3825,289601,0,595086,11692,0,9069,2910,0,6660,65430,11865,76715,0,0,269125,9540,12529,10041,0,6151,20897,275276,29396,12554,1425,4418,1430,545,6879,3589,8259,986,4340,52516,3395,9012,851,352,27771,2047,80287,3804,1185,576,4178,1422,0,1375,2644,0,941,4269,27508,2602,7928,0,350,27241,0,54749,1107,0,849,239,0,537,5504,945,8247,0,0,25008,794,1084,845,0,530,1984,25538,2697,1157,130,10,Oct,Oct2012,2012
15027,47648,16189,6285,80945,40974,77683,11207,48548,567098,37237,96908,9655,3486,299758,22359,866855,39989,12958,6349,44709,16003,0,16307,29692,0,10782,47713,300283,28039,84542,0,3477,293589,0,593872,11360,0,8678,2939,0,6188,64637,11282,77539,0,0,266815,9197,12366,9570,0,6169,21702,272983,28629,12633,1301,4038,1467,529,6331,3463,6684,934,4137,48734,3163,9010,836,303,24338,1978,73071,3453,1109,537,3781,1451,0,1275,2542,0,899,4068,26390,2398,8005,0,302,23814,0,50204,1019,0,764,258,0,520,5056,920,6669,0,0,22344,766,1005,829,0,524,1921,22868,2434,1081,131,11,Nov,Nov2012,2012
14674,47040,15824,6004,81709,42034,74740,11989,49823,564083,37746,94692,9774,3733,301647,21446,865730,39251,13603,6096,44340,15691,0,17024,30748,0,11590,48986,303499,28552,84453,0,3696,295627,0,599126,10894,0,8578,2700,0,5928,64685,11287,74626,0,0,260584,9194,10240,9665,0,6020,20686,266604,28357,13231,1143,3642,1456,499,5862,3426,4566,999,4412,44162,3015,8239,798,303,21860,1664,66022,3104,1035,492,3423,1445,0,1293,2486,0,966,4342,25500,2283,7448,0,300,21380,0,46880,907,0,651,219,0,492,4569,940,4557,0,0,18662,732,791,790,0,480,1604,19142,2197,1003,132,12,Dec,Dec2012,2012
14583,49629,16699,5821,80609,41381,77649,12160,48597,552088,37071,80303,9235,3818,305322,21348,857410,39102,14084,5779,46968,16532,0,16698,30726,0,11696,47913,290942,28741,69769,0,3800,299340,0,590281,10903,0,8804,2661,0,5776,63911,10655,77584,0,0,261147,8330,10534,9118,0,5982,20862,267129,28199,13380,1055,3543,1143,425,5486,3218,3701,954,3642,38420,2810,6247,721,296,20401,1461,58821,2710,1008,457,3355,1129,0,1220,2375,0,915,3585,21858,2186,5507,0,295,19977,0,41835,737,0,598,187,0,421,4266,843,3697,0,0,16561,625,740,712,0,425,1426,16986,1974,961,133,1,Jan,Jan2013,2013
14087,52284,16627,6067,82174,41338,80283,12670,49395,560501,36074,80032,9833,3820,311073,22494,871574,39064,14258,5823,49788,16451,0,16959,30804,0,12248,48600,291925,27602,67707,0,3796,305399,0,597324,10523,0,8265,2497,0,6031,65216,10534,80218,0,0,268576,8471,12326,9664,0,5674,21865,274250,28540,13533,1002,3774,1195,457,5547,3177,3804,1014,3661,38619,2707,6080,721,297,20279,1532,58898,2639,1012,447,3589,1181,0,1237,2347,0,978,3595,21728,2095,5200,0,295,19884,0,41612,653,0,556,185,0,454,4310,831,3801,0,0,16891,612,880,709,0,395,1483,17286,1986,968,134,2,Feb,Feb2013,2013
14629,51072,17513,5605,78365,40639,76698,12763,49394,550261,36269,80076,9303,3888,315582,21340,865844,38920,13787,6137,48573,17227,0,16646,30037,0,12403,48642,292298,28623,68160,0,3869,308952,0,601250,10929,0,8492,2499,0,5567,61719,10602,76637,0,0,257963,7646,11917,9202,0,6631,21047,264594,27991,13227,1124,3920,1365,428,5658,3222,4051,1045,3933,40307,2859,6192,722,307,23883,1602,64190,2834,1047,505,3722,1341,0,1302,2357,0,1015,3870,22806,2264,5322,0,305,23399,0,46205,725,0,619,197,0,425,4355,866,4047,0,0,17501,595,870,713,0,484,1581,17985,2108,1006,135,3,Mar,Mar2013,2013
14680,51223,17615,5967,77706,40816,80640,12868,48167,559573,35437,83571,9804,3671,318225,22652,877799,40843,13914,6483,48665,17423,0,16617,29700,0,12500,47438,294483,27665,71938,0,3647,311918,0,606401,11054,0,8197,2559,0,5853,61089,11116,80571,0,0,265091,7772,11632,9667,0,6307,22226,271398,29789,13306,1192,4210,1432,482,6062,3377,5604,1070,3937,44268,2897,6696,800,293,26333,1780,70601,3313,1124,542,4005,1416,0,1393,2458,0,1039,3876,23930,2238,5674,0,291,25816,0,49746,887,0,650,205,0,472,4670,918,5599,0,0,20338,659,1022,789,0,517,1744,20855,2426,1074,136,4,Apr,Apr2013,2013
14573,52048,17229,5826,78238,40987,81087,13194,47055,562308,36024,85526,10157,3797,320386,22811,882693,39623,14135,6876,49738,17022,0,17768,29811,0,12860,46364,298907,28248,73935,0,3755,314234,0,613141,11119,0,7697,2310,0,5619,60469,11175,80993,0,0,263400,7776,11591,10048,0,6152,22416,269552,28504,13527,1262,4427,1457,471,6702,3469,7105,1115,3941,47799,3043,7117,856,307,27976,1953,75775,3372,1203,592,4233,1440,0,1604,2531,0,1087,3884,25263,2381,6117,0,303,27441,0,52704,968,0,670,194,0,453,5098,938,7097,0,0,22536,662,1000,847,0,535,1917,23071,2404,1149,137,5,May,May2013,2013
15057,51399,18167,5339,80726,40673,83664,13486,47838,570310,36409,90605,9568,3559,322938,20743,893248,39613,13465,7075,49342,17910,0,16859,28910,0,12926,47286,302108,28176,77331,0,3528,317073,0,619181,11464,0,7982,2057,0,5195,63868,11762,83594,0,0,268202,8233,13275,9480,0,5865,20413,274067,28149,12795,1293,4549,1505,439,7805,3453,8320,1090,4096,51202,3121,7924,818,293,29795,1834,80997,3480,1183,585,4370,1483,0,1591,2452,0,1044,4050,26028,2398,6635,0,291,29256,0,55284,1019,0,708,179,0,427,6214,1001,8316,0,0,25175,724,1289,810,0,539,1805,25713,2461,1125,138,6,Jun,Jun2013,2013
15052,53156,18020,5900,81387,40990,82353,13590,54001,582742,37476,91838,8754,3418,326770,22372,909513,40785,13651,7141,50859,17877,0,17405,29557,0,13022,53265,315199,29686,79795,0,3380,320879,0,636078,11938,0,7911,2296,0,5793,63982,11434,82064,0,0,267543,7789,12042,8670,0,5892,22104,273435,28847,13125,1295,4726,1544,504,8363,3490,9092,1134,4537,53614,3189,7905,735,295,30732,1974,84346,3632,1201,601,4539,1532,0,1620,2523,0,1087,4475,27246,2519,6871,0,292,30205,0,57451,1080,0,695,186,0,495,6744,967,9067,0,0,26368,670,1034,728,0,527,1952,26895,2552,1156,139,7,Jul,Jul2013,2013
16330,52715,18354,5987,78594,40323,83384,14043,53473,582014,37490,92667,9221,3448,332595,23779,914609,39121,13086,7973,50750,18227,0,17023,28735,0,13432,52694,316706,30017,81767,0,3425,326788,0,643494,11298,0,8357,1965,0,5885,61571,11588,83193,0,0,265308,7472,10900,9104,0,5807,23352,271115,27822,12560,1468,4779,1587,533,8260,3473,9798,1182,4579,55212,3263,8095,801,304,31565,2217,86776,3655,1216,679,4601,1576,0,1596,2493,0,1131,4515,27779,2611,7092,0,302,31034,0,58813,1057,0,789,178,0,524,6664,980,9778,0,0,27433,652,1003,791,0,530,2179,27963,2599,1167,140,8,Aug,Aug2013,2013
16187,53660,18496,5953,77315,40432,83625,14049,50186,586318,38881,98232,9495,3357,338043,23311,924361,39710,13428,7723,51713,18424,0,16687,29359,0,13533,49407,320810,31463,86877,0,3329,332773,0,653583,11052,0,8464,1947,0,5833,60628,11074,83464,0,0,265508,7418,11355,9380,0,5270,23022,270778,28658,12870,1472,4929,1591,638,7032,3605,9415,1181,4445,54705,3514,8522,921,300,31120,2202,85825,3725,1212,675,4730,1585,0,1393,2570,0,1138,4380,28282,2814,7552,0,298,30614,0,58896,1030,0,798,199,0,628,5640,1036,9398,0,0,26423,700,970,912,0,506,2176,26929,2694,1158,141,9,Sep,Sep2013,2013
16000,55440,17762,6286,79481,40800,80154,14286,51016,594053,40632,101744,9648,3536,343929,23341,937982,40066,13862,7431,53489,17650,0,17286,29713,0,13821,50244,327293,32454,89774,0,3504,338378,0,665670,10712,0,8569,1951,0,6112,62196,11088,79979,0,0,266760,8178,11970,9512,0,5552,23080,272312,29354,13392,1479,5020,1608,531,6615,3547,8687,1246,4494,54448,3605,9319,813,321,32103,2217,86551,3676,1271,658,4859,1599,0,1430,2638,0,1207,4430,29441,2909,8264,0,318,31620,0,61061,1020,0,821,161,0,516,5185,910,8671,0,0,25007,696,1055,801,0,483,2193,25490,2656,1228,142,10,Oct,Oct2013,2013
15756,57581,18706,6192,78026,40525,79721,14637,50855,595310,41248,104878,9720,3476,353540,21736,948850,38601,13654,7359,55580,18597,0,16509,29889,0,14216,50414,333564,33606,92073,0,3466,347826,0,681390,10652,0,8397,2001,0,6074,61517,10635,79695,0,0,261746,7642,12805,9523,0,5714,21502,267460,27949,13025,1327,4845,1670,509,6075,3424,6855,1266,4289,50928,3526,9586,835,296,28767,1908,79695,3346,1171,610,4665,1661,0,1283,2554,0,1231,4253,29033,2889,8515,0,295,28295,0,57328,971,0,718,180,0,499,4792,871,6852,0,0,21895,637,1071,818,0,473,1888,22367,2375,1114,143,11,Nov,Nov2013,2013
15572,57994,17735,6603,76242,39232,81486,13885,55573,601388,42014,109235,9315,3415,360608,22109,961996,38672,12306,6971,56023,17612,0,16509,29094,0,13505,55062,339647,34367,95385,0,3402,355228,0,694875,10575,0,8601,1971,0,6486,59733,10138,81455,0,0,261740,7648,13850,9181,0,5380,21837,267120,28097,11718,1237,4438,1686,551,5454,3234,4932,1189,4993,47613,3445,9636,764,281,26264,1747,73876,3078,949,567,4277,1676,0,1251,2401,0,1157,4950,28894,2830,8529,0,279,25840,0,54734,881,0,671,161,0,541,4203,833,4929,0,0,18719,615,1107,753,0,424,1725,19143,2197,899,144,12,Dec,Dec2013,2013
15027,53995,18058,6116,76602,38620,81761,14933,55267,606955,42718,118707,9547,3237,366700,21051,973655,39160,12159,6966,52248,17893,0,16285,28408,0,14573,54854,347575,35235,105707,0,3218,361795,0,709370,10781,0,8061,1747,0,5953,60317,10213,81691,0,0,259380,7483,13000,9412,0,4905,20796,264284,28379,11372,1107,3844,1236,446,5239,2982,3818,1171,4131,42480,3242,9243,744,248,24484,1426,66964,2732,872,554,3724,1223,0,1178,2177,0,1141,4097,26166,2679,8326,0,246,24130,0,50296,724,0,553,120,0,432,4061,804,3813,0,0,16314,563,918,733,0,354,1408,16668,2008,820,145,1,Jan,Jan2014,2014
14463,56975,18525,6766,76822,38879,82222,15656,53076,616937,42960,126885,9005,3007,368343,20663,985280,39287,11748,6751,55277,18324,0,15804,28582,0,15312,52440,357783,35090,114740,0,3000,363413,0,721196,11385,0,7711,1698,0,6660,61018,10297,82127,0,0,259154,7870,12145,8888,0,4930,20400,264084,27902,11251,1054,4128,1330,516,5193,2981,3848,1252,3924,42349,3223,9130,659,233,24044,1390,66393,2656,833,524,4004,1313,0,1146,2172,0,1223,3871,26168,2652,8257,0,232,23701,0,49868,701,0,530,124,0,507,4047,809,3842,0,0,16181,571,873,650,0,344,1370,16524,1955,803,146,2,Feb,Feb2014,2014
15111,58065,17933,6693,77399,37817,84552,15359,50619,617525,42903,124082,9367,3371,371970,21444,989496,40174,12639,6684,56417,17750,0,16681,28223,0,14972,50064,353443,34781,111984,0,3369,367107,0,720551,11345,0,8427,1648,0,6592,60718,9594,84455,0,0,264082,8121,12098,9247,0,4863,21099,268945,28829,12129,1173,4450,1398,521,5582,2971,4480,1255,3995,44647,3378,8982,725,270,28345,1599,72992,2906,963,555,4318,1383,0,1296,2191,0,1222,3949,26867,2749,8095,0,270,27987,0,54854,753,0,619,132,0,513,4285,779,4475,0,0,17780,629,887,714,0,358,1574,18139,2153,926,147,3,Mar,Mar2014,2014
16067,58671,17254,6789,80503,38541,84086,15485,51863,618860,44385,117493,9287,3112,374054,21964,992914,39960,13399,7096,56839,17106,0,17020,28350,0,15101,51326,350256,36724,104740,0,3111,369284,0,719540,11804,0,8971,1833,0,6667,63483,10191,84002,0,0,268603,7662,12753,9153,0,4770,21744,273374,28156,12919,1309,4783,1400,535,6324,3179,5895,1288,4197,48564,3617,8996,757,249,31009,1716,79572,3239,1079,594,4637,1388,0,1434,2338,0,1256,4152,27969,2972,7903,0,249,30618,0,58587,962,0,714,146,0,525,4890,841,5890,0,0,20595,645,1094,746,0,391,1698,20985,2277,1040,148,4,Apr,Apr2014,2014
16473,59727,17289,6859,80102,37914,83808,15222,53283,619373,44441,112964,9320,3142,371364,22367,990737,42391,14073,6987,57732,17139,0,16915,28527,0,14923,52732,348464,36707,100433,0,3139,366618,0,715082,12026,0,9486,1996,0,6755,63188,9387,83687,0,0,270909,7734,12530,9140,0,4746,22112,275655,30365,13529,1421,5055,1414,541,6814,3208,7263,1274,4430,51870,3742,8962,780,255,32670,1904,84540,3613,1194,600,4890,1402,0,1525,2424,0,1249,4384,28868,3085,7887,0,255,32262,0,61131,1062,0,820,165,0,533,5289,784,7253,0,0,23002,657,1075,764,0,408,1881,23409,2551,1146,149,5,May,May2014,2014
16757,60483,16547,7606,82105,37973,79707,15501,54939,615823,44555,105928,9340,3214,368083,24890,983906,42794,13484,7493,58415,16324,0,17227,27763,0,15135,54531,344538,37003,94165,0,3214,363134,0,707673,11862,0,9264,2068,0,7387,64878,10210,79564,0,0,271285,7552,11763,9141,0,4949,24643,276233,30932,12885,1441,5363,1413,649,8004,3232,8015,1262,4739,55014,3815,8811,806,264,34187,2222,89201,3804,1175,615,5185,1394,0,1629,2353,0,1231,4705,29385,3142,7685,0,264,33726,0,63111,1064,0,827,179,0,630,6374,879,8006,0,0,25630,673,1127,789,0,461,2200,26091,2740,1123,150,6,Jun,Jun2014,2014
16829,61888,16461,7373,81515,38301,82922,15941,54501,617925,45527,104069,9298,3312,367065,24286,984990,42024,13679,7401,60042,16283,0,16801,28183,0,15409,53944,344256,37896,92199,0,3299,362054,0,706309,11425,0,9429,1847,0,7145,64713,10118,82786,0,0,273669,7631,11870,9103,0,5012,24026,278681,30598,13124,1463,5497,1410,625,8278,3290,9286,1327,4590,56133,3873,8315,777,284,34594,2150,90727,3757,1211,624,5345,1396,0,1577,2433,0,1283,4543,29132,3215,7287,0,283,34149,0,63280,1032,0,839,152,0,606,6702,857,9275,0,0,27002,658,1028,761,0,445,2129,27447,2725,1164,151,7,Jul,Jul2014,2014
16743,63878,16953,7503,81382,38231,84753,16257,58796,619983,45931,98573,9266,3367,366894,24161,986876,40717,13473,7129,61907,16809,0,16805,28365,0,15691,58070,346324,38522,87224,0,3367,361860,0,708184,10928,0,9614,1970,0,7278,64577,9866,84478,0,0,273659,7409,11349,9034,0,5034,23952,278693,29789,12906,1507,5803,1423,651,8441,3265,9755,1356,5014,57499,3991,7903,796,296,34565,2241,92064,3812,1245,602,5625,1411,0,1569,2435,0,1309,4953,29568,3351,6863,0,296,34118,0,63686,1016,0,905,178,0,633,6872,830,9727,0,0,27931,640,1040,776,0,447,2223,28378,2796,1192,152,8,Aug,Aug2014,2014
16871,67095,16639,8007,78587,37926,83307,16845,62127,616654,48207,89700,9529,3345,375695,23038,992349,41694,13736,7499,64973,16430,0,15992,28335,0,16323,61638,347753,40807,79216,0,3327,370275,0,718028,11552,0,9372,2121,0,7693,62595,9592,82953,0,0,268901,7399,10484,9250,0,5420,22815,274321,30142,13247,1539,6171,1478,856,7151,3406,9558,1431,5550,57733,4355,7642,940,303,34474,2196,92206,3915,1242,657,5955,1461,0,1342,2512,0,1387,5509,30735,3656,6738,0,301,33964,0,64700,1059,0,882,216,0,830,5809,895,9519,0,0,26997,699,904,916,0,510,2176,27507,2856,1194,153,9,Sep,Sep2014,2014
17534,68364,16493,8500,80662,39377,89095,17486,64654,632332,50119,85154,10182,3258,383645,23847,1015977,43879,13728,8097,66082,16298,0,16843,29071,0,16993,64130,350013,42536,72795,0,3242,378517,0,728530,12314,0,9437,2282,0,8319,63818,10306,88781,0,0,282319,7583,12359,9857,0,5128,23636,287446,31565,13148,1616,6231,1493,704,6790,3421,9642,1533,5681,58451,4466,8120,856,292,35401,2280,93852,4066,1260,721,6044,1477,0,1395,2574,0,1492,5637,31782,3818,7020,0,291,34942,0,66724,1167,0,896,187,0,688,5395,847,9611,0,0,26669,649,1100,827,0,458,2261,27127,2899,1207,154,10,Oct,Oct2014,2014
17890,68879,17117,7981,79022,38740,86358,17281,65315,624379,49000,82200,9374,3279,391674,24238,1016054,43965,13742,8352,66808,16981,0,17260,29260,0,16884,64907,352185,41415,72369,0,3278,386325,0,738510,12919,0,9538,2071,0,7739,61762,9480,85958,0,0,272194,7584,9832,9036,0,5350,24028,277544,31046,13179,1518,5856,1484,638,6102,3267,7349,1485,5515,53460,4189,7859,798,280,31903,2117,85362,3819,1183,692,5671,1472,0,1345,2492,0,1452,5481,30846,3565,7041,0,280,31463,0,62310,1184,0,825,185,0,618,4756,776,7296,0,0,22613,624,818,769,0,440,2100,23053,2635,1133,155,11,Nov,Nov2014,2014
18769,71038,16494,7555,80033,38697,85829,17315,66142,628795,50639,80217,9003,3294,402840,26293,1031635,43633,13845,9193,69049,16335,0,16624,29621,0,16852,65682,352717,42698,68273,0,3294,397351,0,750069,13192,0,9576,1989,0,7389,63409,9076,85206,0,0,276078,7941,11945,8654,0,5489,26095,281566,30441,13276,1483,5526,1613,641,5783,3208,5311,1490,5995,50110,4165,7252,744,275,29425,2080,79535,3467,1077,744,5364,1600,0,1262,2456,0,1451,5957,30180,3520,6288,0,275,28986,0,59166,1100,0,740,162,0,627,4521,752,5255,0,0,19930,645,964,715,0,440,2064,20369,2367,1028,156,12,Dec,Dec2014,2014
17894,65877,17014,7438,77817,38507,82644,17509,74005,625218,50097,82482,8554,3203,408043,25222,1033261,43250,13706,8060,63965,16863,0,16197,29983,0,17002,73579,357245,42003,72034,0,3198,402151,0,759396,12832,0,9834,1911,0,7313,61620,8525,82414,0,0,267973,8095,10448,8198,0,5893,24974,273865,30418,13135,1285,4693,1134,539,5286,2969,3815,1361,5612,43474,3792,6431,668,244,27379,1689,70853,2973,983,628,4562,1122,0,1169,2301,0,1319,5576,26769,3190,5697,0,244,26959,0,53727,855,0,657,130,0,528,4117,669,3801,0,0,16705,602,734,641,0,421,1672,17126,2118,946,157,1,Jan,Jan2015,2015
18616,64060,16368,8463,79190,38892,80265,18018,77288,626814,49790,83783,8825,3134,410713,24731,1037527,43395,11998,8456,61957,16218,0,16102,30123,0,17570,76800,360244,41828,74019,0,3127,404636,0,764880,12430,0,10160,2103,0,8270,63088,8770,79981,0,0,266570,7962,9764,8494,0,6076,24521,272646,30965,11400,1333,4652,1177,649,5358,2994,3725,1439,5804,43419,3753,6250,649,239,27030,1666,70449,2881,854,648,4500,1164,0,1170,2305,0,1402,5763,26773,3176,5543,0,238,26608,0,53381,757,0,684,152,0,633,4189,689,3709,0,0,16647,577,707,626,0,422,1650,17068,2124,817,158,2,Feb,Feb2015,2015
19192,64441,17299,7692,79387,39312,82150,18527,81610,642472,52368,86261,8704,3158,410428,24931,1052899,44457,12984,8499,62196,17083,0,15726,30270,0,18043,80981,372201,44550,76807,0,3147,404061,0,776261,13347,0,10694,2245,0,7541,63661,9042,81845,0,0,270271,7818,9454,8371,0,6367,24745,276638,31109,12407,1480,4966,1388,613,5734,3123,4403,1530,6458,47355,4162,6516,684,252,31608,1862,78963,3189,995,684,4793,1370,0,1228,2384,0,1489,6405,28971,3552,5816,0,252,31145,0,60115,885,0,796,174,0,600,4506,739,4387,0,0,18384,610,700,656,0,463,1849,18848,2304,954,159,3,Mar,Mar2015,2015
20090,67405,19323,8286,83862,40273,86397,19611,84632,671296,54220,89646,8989,3392,413666,25818,1084961,45888,13464,9702,65256,19219,0,16864,31321,0,19190,84033,390372,46300,79792,0,3383,407157,0,797529,13754,0,10389,2150,0,8187,66999,8952,85942,0,0,280923,7919,9854,8662,0,6509,25632,287432,32134,12972,1653,5535,1582,675,6626,3344,6118,1643,6796,53293,4455,7084,734,271,34366,2013,87659,3689,1076,811,5365,1573,0,1436,2610,0,1608,6746,31675,3790,6223,0,270,33808,0,65483,1124,0,842,170,0,666,5191,735,6091,0,0,21619,665,860,707,0,558,1997,22176,2565,1036,160,4,Apr,Apr2015,2015
21458,68688,20138,8480,84956,41107,89817,21200,90319,688688,56907,89850,8657,3432,418881,25433,1107569,44507,13741,10357,66318,20014,0,18117,32063,0,20790,89649,403390,48236,79521,0,3420,412208,0,815598,13242,0,11100,2370,0,8380,66838,9044,89306,0,0,285299,8670,10329,8343,0,6673,25239,291971,31266,13197,1852,5827,1615,654,7207,3435,7631,1768,7440,57578,4792,7307,713,276,36904,2109,94482,3783,1168,889,5628,1605,0,1625,2692,0,1734,7384,33609,4057,6412,0,275,36339,0,69949,1168,0,963,199,0,645,5582,743,7594,0,0,23968,736,896,684,0,565,2091,24533,2615,1120,161,5,May,May2015,2015
23909,65408,18814,7824,87699,40926,91685,22782,86903,691761,57170,89213,9118,3351,421663,26279,1113424,45740,14939,11630,62627,18615,0,18214,31944,0,22284,86169,397434,49311,78518,0,3342,415165,0,812599,13233,0,12279,2781,0,7745,69485,8983,91206,0,0,294327,7859,10695,8836,0,6498,26095,300825,32507,14414,2048,5773,1662,660,8559,3490,9278,1885,7470,62115,4880,7579,791,277,39300,2381,101415,4073,1310,967,5530,1645,0,1734,2711,0,1844,7409,34168,4183,6559,0,277,38699,0,72867,1183,0,1081,243,0,653,6826,779,9245,0,0,27947,697,1020,766,0,600,2364,28548,2891,1264,162,6,Jun,Jun2015,2015
21826,66153,18813,8489,87668,40588,91793,21638,87172,691677,57701,91790,9337,3466,423039,26027,1114716,45005,14212,11089,63336,18633,0,18569,31633,0,21074,86332,399186,49533,80416,0,3460,416421,0,815607,13355,0,10738,2817,0,8387,69098,8955,91135,0,0,292491,8167,11373,9082,0,6618,25840,299109,31650,13659,1891,5826,1618,724,8956,3469,10164,1805,7295,62989,4893,7693,774,295,39923,2312,102912,4016,1259,951,5595,1603,0,1735,2709,0,1758,7225,34092,4189,6682,0,294,39328,0,73420,1200,0,940,232,0,715,7221,760,10103,0,0,28897,704,1011,753,0,595,2296,29492,2816,1211,163,7,Jul,Jul2015,2015
