2010 Population,2014 Population,Accommodation and Food Services Sales,American Indian and Alaska Native Alone,American Indian-Owned,Asian Alone,Asian-Owned,Bachelor's Degree or Higher,Black Alone,Black-Owned,Building Permits,County,Foreign Born,High School or Higher,Hispanic or Latino,Hispanic-Owned,Homeownership Rate,Households,Housing Units,Land Area,Language Other than English at Home,Living in Same House +1 Years,Manufacturers Shipments,Mean Travel Time to Work,Median Houseold Income,Median Value of Owner-Occupied Units,Merchant Wholesaler Sales,Native Hawaiian and Other Pacific Islander Alone,Native Hawaiian and Other Pacific Islander-Owned,Nonemployer Establishments,Per Capita Income,Percent 65 and Older,Percent Female,Percent Under 18 Years,Percent Under 5 Years,Persons Below Poverty Level,Persons per Household,Population Percent Change,Population per Square Mile,Private Non-farm Employment,Private Non-farm Employment Percent Change,Private Non-farm Establishments,Retail Sales,Retail Sales per Capita,State,Total,Two or More Races,Units in Multi-Unit Structures,Veterans,White Alone,"White Alone, not Hispanic or Latino",Women-Owned
997,957,132,35.2,0.0,1.0,0.0,19.4,0.0,0.0,2,Bristol Bay Borough,0.6,91.7,4.3,0.0,57.3,384,965,503.84,5.2,83.4,0,10.2,79531,175000,0,0.3,0.0,220,37024,9.7,44.3,20.1,5.2,7.9,2.42,-4.0,2.0,299,-7.4,66,127,12823,AK,250,17.3,12.7,91,46.1,44.1,0.0
1826,1921,370,3.7,0.0,3.6,0.0,28.1,1.8,0.0,0,Denali Borough,7.4,88.8,3.7,0.0,68.9,716,1760,12751.41,10.3,82.1,0,15.2,72500,192500,0,0.1,0.0,155,35295,8.5,45.6,18.8,4.7,11.4,2.26,5.2,0.1,408,0.0,103,110,6120,AK,316,4.8,9.8,198,86.0,82.7,0.0
4847,4988,71,70.4,58.3,0.9,0.0,17.8,0.7,0.0,4,Dillingham Census Area,1.5,83.7,3.1,0.0,57.8,1339,2422,18568.78,39.9,84.2,0,8.7,54150,194000,0,0.2,0.0,790,21498,7.9,48.6,31.9,11.0,18.1,3.59,2.9,0.3,1264,-1.2,92,427,8612,AK,789,9.1,15.2,214,18.7,17.6,9.1
97581,99357,2216,7.3,3.8,3.1,3.4,29.0,5.4,2.0,54,Fairbanks North Star Borough,5.7,93.1,7.7,2.3,59.2,35588,41684,7338.21,10.3,73.8,0,19.2,69223,212500,0,0.5,0.0,5249,32143,8.0,45.9,24.1,7.7,8.4,2.67,1.8,13.3,27466,2.2,2471,15742,16072,AK,6481,6.3,24.9,11048,77.3,71.3,32.5
2508,2566,63,10.4,0.0,1.1,0.0,30.1,0.7,0.0,6,Haines Borough,5.0,96.4,2.5,0.0,64.2,1245,1639,2318.6,7.9,78.8,0,11.7,52866,171900,0,0.0,0.0,395,31096,16.8,51.0,19.1,3.7,7.8,2.01,2.3,1.1,635,-0.5,134,161,6991,AK,489,8.8,15.0,282,79.1,77.5,37.2
2150,2082,206,39.5,0.0,0.7,0.0,26.9,0.6,0.0,8,Hoonah-Angoon Census Area,3.0,88.4,5.1,0.0,63.4,930,1755,7524.92,13.7,85.9,0,9.7,49545,200500,0,0.1,0.0,287,28806,16.5,46.5,19.4,5.2,14.9,2.23,-3.1,0.3,216,-6.9,71,520,23610,AK,718,10.3,7.3,172,48.8,47.2,20.8
31275,32406,868,11.9,5.2,6.2,3.6,36.7,1.6,1.0,204,Juneau City and Borough,6.5,95.5,6.5,0.0,64.5,12099,13207,2701.93,9.9,81.0,0,15.1,81490,309900,0,1.1,0.0,2572,37558,10.6,48.8,22.1,5.9,6.2,2.58,3.6,11.6,10932,-1.0,1135,4653,15235,AK,3500,9.3,32.2,2739,69.9,65.5,26.5
55400,57477,1312,7.3,0.0,1.4,0.9,23.7,0.8,0.0,125,Kenai Peninsula Borough,2.6,92.8,4.0,0.0,72.7,21720,30698,16075.33,8.2,83.7,0,19.1,61793,204900,1937,0.3,0.0,6160,31256,14.2,47.6,23.1,6.4,8.6,2.5,3.7,3.4,14734,3.2,2058,6669,12527,AK,8698,5.7,11.7,6137,84.5,81.4,0.0
13477,13787,455,13.8,2.4,7.5,3.0,25.4,0.9,0.0,37,Ketchikan Gateway Borough,7.3,93.5,4.9,0.0,58.5,5295,6239,4858.41,9.8,78.3,0,13.7,62519,265600,0,0.2,0.0,1317,31589,12.5,47.9,22.8,6.5,10.2,2.5,2.3,2.8,4722,4.5,583,2688,20488,AK,1472,9.1,39.4,1421,68.4,65.2,16.4
13592,13986,262,13.0,21.5,20.7,0.0,20.0,1.5,0.0,12,Kodiak Island Borough,14.2,89.6,8.7,8.8,56.9,4501,5327,6549.58,22.7,79.4,0,11.1,68718,224500,0,0.9,0.0,1551,28562,8.6,46.2,26.0,8.0,11.7,2.97,2.8,2.1,4787,6.1,478,1081,8274,AK,1847,6.7,29.3,1097,57.2,50.8,0.0
1631,1631,0,63.4,0.0,0.3,0.0,15.4,1.0,0.0,0,Lake and Peninsula Borough,1.7,86.8,3.2,0.0,64.4,508,1501,23652.01,15.8,88.0,0,6.4,51786,136400,0,0.3,0.0,298,21616,9.0,47.1,28.1,9.3,21.1,2.83,-0.2,0.1,135,7.1,51,0,0,AK,371,9.9,2.9,79,25.1,23.6,0.0
88995,97882,1136,6.4,4.1,1.4,1.0,21.3,1.3,0.0,117,Matanuska-Susitna Borough,3.4,92.4,4.7,0.0,76.7,31123,41313,24607.9,7.0,84.0,0,32.8,71037,218900,1369,0.4,0.0,6351,29534,9.6,47.5,27.3,7.2,9.9,2.89,10.0,3.6,16807,1.7,2070,8538,10362,AK,7646,6.7,11.1,9600,83.8,80.3,25.7
9492,9817,101,74.5,45.2,1.2,0.0,17.1,0.7,0.0,10,Nome Census Area,1.4,84.1,2.0,0.0,55.1,2797,4045,22961.76,28.7,83.5,0,6.7,49974,142800,0,0.1,0.0,572,20271,7.3,47.6,34.9,11.1,27.7,3.37,3.4,0.4,1910,-1.5,167,631,6785,AK,629,6.3,18.1,600,17.3,16.5,0.0
9430,9703,563,52.1,11.4,5.8,0.0,14.5,1.5,0.0,15,North Slope Borough,5.3,86.0,3.9,0.0,48.3,1990,2586,88695.41,36.0,81.1,0,8.9,80761,154600,1352,1.6,0.0,255,46457,4.8,37.5,25.8,8.6,10.3,3.48,2.9,0.1,3414,18.3,155,701,10574,AK,263,5.1,26.4,604,33.9,32.1,11.8
7523,7717,0,78.8,51.9,0.9,0.0,11.0,1.0,0.0,20,Northwest Arctic Borough,1.2,78.7,2.1,0.0,56.0,1828,2704,35572.58,33.9,83.1,0,7.6,61607,131000,0,0.2,0.0,219,21461,6.9,45.8,36.1,11.5,22.0,4.0,2.6,0.2,1591,-4.3,72,415,5599,AK,189,6.0,17.5,367,13.1,12.1,39.7
3815,3160,83,9.8,0.0,3.1,0.0,25.7,1.6,0.0,9,Petersburg Borough,4.6,95.7,5.6,0.0,69.2,1643,1646,3281.98,9.7,86.4,1289,7.7,63934,215100,204,0.3,0.0,755,34183,13.3,48.2,22.3,6.7,13.5,2.2,-1.5,1.2,1079,-4.1,167,684,17606,AK,1395,7.3,14.5,345,77.9,73.6,22.2
5559,6396,109,42.4,15.8,0.7,0.0,15.7,0.4,0.0,4,Prince of Wales-Hyder Census Area,1.4,91.0,3.3,0.0,70.7,2240,3319,3922.87,4.8,82.2,0,14.6,46071,162500,0,0.4,0.0,540,24581,11.4,45.3,24.1,6.5,15.1,2.49,3.6,1.4,894,-7.8,134,415,7514,AK,905,9.0,10.5,492,47.2,45.5,9.1
8881,8900,270,15.9,12.8,6.6,0.0,34.1,1.1,0.0,17,Sitka City and Borough,7.7,91.2,6.0,0.0,56.2,3554,4122,2870.34,13.3,84.0,0,12.3,69405,323200,0,0.3,0.0,1275,32521,13.2,48.7,22.2,6.1,10.0,2.42,0.2,3.1,2867,-0.1,382,949,10875,AK,1938,9.1,27.2,757,67.0,63.6,16.3
968,1036,0,5.0,0.0,0.7,0.0,24.3,0.3,0.0,2,Skagway Municipality,8.9,95.2,4.3,0.0,59.2,412,662,452.33,12.2,83.0,0,4.4,71667,305600,0,0.2,0.0,127,37139,10.6,47.6,13.1,5.2,5.5,2.23,7.0,2.1,337,10.5,109,0,0,AK,0,4.0,27.6,47,89.9,86.2,0.0
7029,6931,221,11.6,0.0,1.3,0.0,23.1,1.5,0.0,0,Southeast Fairbanks Census Area,9.1,93.1,4.9,0.0,66.5,2326,3890,24768.81,23.4,76.9,0,12.2,56801,175000,0,0.5,0.0,542,29437,12.0,44.4,25.6,7.7,13.3,2.84,-1.4,0.3,1265,-0.7,172,473,6906,AK,567,5.2,16.9,973,80.0,76.2,0.0
9636,9488,231,13.5,8.1,4.0,2.0,23.9,0.9,0.0,3,Valdez-Cordova Census Area,4.6,91.0,4.7,0.0,74.5,3424,6089,34239.88,8.9,80.5,5433,12.2,74878,177700,812,0.7,0.0,1258,32579,10.1,47.3,24.5,7.1,8.3,2.73,-1.5,0.3,2786,-2.2,461,796,8422,AK,1574,6.9,18.1,895,74.0,70.7,18.9
7459,8010,0,91.7,0.0,0.3,0.0,5.4,0.2,0.0,0,Wade Hampton Census Area,0.6,76.6,1.1,0.0,71.1,1744,2183,17081.43,50.0,89.5,0,6.0,40176,109300,0,0.0,0.0,474,11210,5.2,47.5,42.0,13.7,31.4,4.39,7.4,0.4,575,-18.3,71,395,5211,AK,0,2.6,3.4,351,5.2,4.9,0.0
2369,2364,0,16.9,0.0,1.9,0.0,16.7,0.4,0.0,6,Wrangell City and Borough,2.8,89.0,2.2,0.0,71.4,1149,1422,2541.48,6.0,86.4,0,9.5,45841,157400,0,0.0,0.0,356,28474,17.9,48.2,20.3,4.8,9.5,2.01,0.0,0.9,524,-3.9,86,0,0,AK,0,10.3,17.2,364,70.6,69.2,0.0
662,635,37,36.1,0.0,4.6,0.0,22.7,2.5,0.0,3,Yakutat City and Borough,5.9,93.2,3.3,0.0,49.6,254,450,7649.46,19.6,81.8,0,5.4,72500,147500,99,1.7,0.0,110,34317,12.8,44.6,19.2,5.7,5.9,2.15,-4.1,0.1,147,-2.6,30,0,0,AK,158,15.3,13.8,58,39.8,37.2,25.3
5588,5547,54,70.7,56.6,0.3,0.0,9.3,0.6,0.0,0,Yukon-Koyukuk Census Area,1.1,80.3,2.0,0.0,70.4,2056,4024,145504.79,17.3,85.9,0,8.3,34710,106500,0,0.1,0.0,337,19729,13.3,46.3,27.8,8.3,24.2,2.72,-0.7,0.0,434,-4.8,99,415,7151,AK,426,5.0,2.1,419,23.2,22.0,33.8
71518,71828,477,73.5,31.0,0.4,0.0,10.4,0.9,0.0,38,Apache County,1.7,74.5,6.4,6.2,76.5,19055,32651,11197.52,57.0,91.7,0,30.0,31476,83100,181,0.1,0.0,2644,12709,13.5,50.6,29.3,7.6,36.2,3.7,0.4,6.4,6796,-2.4,463,2768,3997,AZ,3732,1.8,5.8,4109,23.4,19.0,0.0
131346,127448,1713,1.7,0.7,2.2,2.3,22.5,4.7,2.5,261,Cochise County,11.6,85.8,34.6,15.5,68.8,49174,60504,6165.69,27.4,80.9,1813,18.9,45755,146200,1022,0.4,0.0,6369,23608,19.9,49.2,22.4,6.5,17.1,2.47,-3.0,21.3,26387,-3.1,2245,13136,10284,AZ,8740,3.1,13.3,18795,87.9,56.1,33.0
134421,137682,7176,27.3,7.6,1.8,2.1,31.1,1.6,0.0,560,Coconino County,5.3,87.6,13.9,5.6,59.5,46198,64217,18618.89,23.5,79.8,15268,18.7,49555,220400,4756,0.2,0.0,8342,23382,11.1,50.6,21.8,6.1,23.0,2.74,2.4,7.2,44834,0.9,3518,16916,13273,AZ,11407,2.8,19.1,8084,66.4,54.9,31.1
53597,53119,1066,16.5,4.3,0.8,0.0,16.1,0.9,0.0,101,Gila County,3.4,84.3,18.8,0.0,75.8,20601,33099,4757.93,14.4,88.3,0,20.8,39954,134000,0,0.1,0.0,3387,20792,26.6,50.4,20.4,5.7,21.6,2.54,-0.9,11.3,10780,-5.5,1013,5507,10545,AZ,5250,1.6,5.2,6166,80.2,63.2,28.7
37220,37957,346,14.0,0.0,0.7,0.0,12.3,2.1,0.0,87,Graham County,5.0,84.4,32.1,0.0,74.3,11031,13238,4622.6,20.1,83.7,0,22.2,44943,122200,679,0.2,0.0,1314,17168,12.3,46.5,28.3,7.7,22.3,3.01,2.0,8.1,6499,2.4,487,3894,11211,AZ,1603,1.8,9.8,2695,81.1,51.4,0.0
8437,9346,48,3.3,0.0,0.8,0.0,11.1,1.8,0.0,1,Greenlee County,4.7,84.3,46.6,0.0,46.1,3386,4416,1843.13,24.3,83.7,0,17.5,47992,81000,0,0.2,0.0,220,20516,11.6,47.7,28.1,6.8,16.0,2.54,10.8,4.6,4834,5.8,90,355,4587,AZ,538,2.3,6.6,820,91.5,47.8,0.0
20489,20231,379,17.8,2.7,0.9,0.0,9.3,1.2,0.0,26,La Paz County,13.5,75.3,25.7,0.0,74.0,10221,16209,4499.63,18.8,88.7,0,12.4,35776,88800,659,0.1,0.0,793,22200,36.1,48.9,17.4,4.6,19.4,1.97,-1.3,4.6,3739,-2.7,345,3943,19588,AZ,1241,2.9,4.1,3044,77.1,59.3,32.0
3817117,4087191,84089,2.8,1.2,4.1,3.9,29.8,5.7,2.4,18597,Maricopa County,14.9,86.4,30.3,9.2,62.5,1411727,1680068,9200.14,26.3,80.0,401820,25.4,53596,176500,497603,0.3,0.0,275014,27256,13.8,50.6,25.1,6.7,16.7,2.72,7.1,414.9,1491582,2.3,86045,586883,15153,AZ,311765,2.8,25.1,271518,84.4,57.0,27.3
200186,203361,2742,2.9,2.6,1.2,1.6,11.9,1.3,1.1,535,Mohave County,6.9,83.8,15.8,4.6,69.4,80230,112313,13311.08,10.9,79.0,13499,18.9,39200,133900,4238,0.2,0.0,10217,20833,26.9,49.7,18.7,4.6,19.4,2.43,1.6,15.0,39476,0.1,3603,28376,14489,AZ,14568,2.3,10.2,26193,92.0,78.0,25.9
107449,108101,1914,44.9,11.8,0.7,0.0,14.9,1.3,0.0,191,Navajo County,2.6,80.6,11.1,0.0,72.0,34343,57408,9950.42,36.8,86.6,0,22.3,36927,112200,2094,0.1,0.0,5261,16626,15.8,49.8,28.0,7.3,30.3,3.05,0.6,10.8,16802,-0.8,1692,12374,11148,AZ,6709,2.0,7.7,7144,51.0,42.2,24.7
980263,1004516,21352,4.3,1.4,3.1,3.4,29.8,4.1,1.3,3250,Pima County,12.8,87.2,36.1,14.1,62.7,384041,448843,9187.04,28.5,79.6,103652,24.0,45841,167500,30567,0.2,0.0,60686,25269,17.7,50.8,21.9,5.9,19.2,2.5,2.5,106.7,305393,0.1,19962,119285,11969,AZ,75853,2.8,22.7,92409,85.5,53.3,30.1
375770,401918,3419,6.8,1.9,1.9,0.0,18.0,4.9,3.1,1744,Pinal County,10.1,84.7,29.2,12.7,74.4,123733,165710,5365.61,21.9,79.8,21498,31.1,50027,120200,4504,0.4,0.0,15902,20910,18.0,47.8,24.4,6.0,15.6,2.87,7.0,70.0,46431,3.4,3311,20331,6718,AZ,15591,2.8,5.9,35852,83.2,57.9,27.0
47420,46695,672,1.3,0.0,0.7,1.6,19.8,0.9,0.6,44,Santa Cruz County,33.5,72.5,82.8,47.1,66.3,15078,18101,1236.92,76.9,86.9,0,19.8,37745,140000,0,0.1,0.0,4032,17664,15.8,52.0,28.3,7.3,26.3,3.11,-1.5,38.3,10954,-0.1,1145,6812,15958,AZ,4599,0.8,17.6,2223,96.2,15.6,25.0
211033,218844,4564,2.1,0.8,1.0,1.0,24.2,0.9,0.0,968,Yavapai County,6.8,90.2,14.2,6.9,70.0,91349,112523,8123.5,10.4,80.7,7639,22.2,42987,184100,8314,0.1,0.0,17762,25186,28.1,51.1,17.4,4.1,15.8,2.28,3.7,26.0,53338,1.0,5548,26954,12714,AZ,23563,2.2,10.7,27950,93.6,80.9,25.4
195751,203247,2718,2.2,2.4,1.5,2.1,14.3,2.7,0.0,594,Yuma County,25.3,71.9,61.7,33.9,69.6,70122,89918,5513.99,51.2,82.7,8916,18.8,41595,118000,0,0.3,0.0,8290,18840,17.4,48.8,26.2,7.5,20.2,2.73,3.8,35.5,39710,-0.6,2851,20046,10596,AZ,10158,2.0,12.3,15380,91.3,32.9,29.8
19019,18594,154,0.4,0.0,1.0,0.0,12.4,24.5,0.0,18,Arkansas County,2.2,84.1,3.0,0.0,67.5,7883,9441,988.77,2.8,81.6,17021,15.5,39633,75500,1345,0.0,0.0,1285,23045,17.5,51.6,23.0,6.8,15.8,2.36,-2.2,19.2,8181,-0.9,527,2863,14825,AR,1791,1.5,9.3,1389,72.6,70.2,29.4
21853,20948,152,0.8,0.0,0.3,0.0,12.2,25.6,0.0,0,Ashley County,2.1,84.2,5.2,0.0,75.6,8656,10106,925.35,4.7,87.4,0,18.5,35683,62500,1073,0.1,0.0,1078,19761,18.4,51.8,23.6,6.5,18.9,2.47,-4.1,23.6,6845,-0.9,414,1707,7673,AR,1486,1.4,6.9,1370,71.9,67.7,19.4
41513,40857,602,0.7,0.0,0.6,0.6,16.5,0.4,0.0,8,Baxter County,1.9,87.6,2.0,0.0,76.5,18155,22633,554.28,2.5,84.9,5500,17.1,35343,120000,0,0.0,0.0,3042,21334,30.0,51.8,17.8,4.4,15.5,2.24,-1.6,74.9,12604,-0.8,1039,4867,11633,AR,4635,1.5,9.4,5725,96.8,95.2,22.8
221339,242321,2957,1.9,1.3,3.4,2.3,28.7,1.9,0.9,2218,Benton County,10.9,85.8,16.2,5.2,68.6,82150,97542,847.36,15.5,82.4,0,20.1,54515,147500,0,0.4,0.0,15567,26715,13.0,50.5,27.0,7.2,12.2,2.74,9.5,261.2,98642,0.5,5454,23905,11332,AR,18799,2.3,15.5,16452,90.0,74.9,23.7
36903,37196,418,0.8,0.0,0.6,0.0,15.4,0.4,0.0,12,Boone County,1.3,85.4,2.3,0.0,72.6,15086,16904,590.23,2.5,83.8,0,19.7,38506,106400,0,0.1,0.0,2722,22160,19.8,50.8,22.6,6.0,16.6,2.43,0.8,62.5,11897,-2.8,864,4668,12738,AR,3748,1.8,9.5,3280,96.3,94.3,29.3
11508,11148,62,1.9,0.0,0.5,0.0,10.8,27.6,0.0,1,Bradley County,6.7,76.0,14.3,4.2,68.8,4789,5820,649.23,10.2,89.4,1769,20.1,30409,62900,427,0.0,0.0,525,19386,18.3,51.1,23.4,6.9,31.3,2.32,-3.1,17.7,2621,1.5,250,715,5978,AR,640,1.6,11.3,765,68.3,56.3,0.0
5368,5202,8,0.5,0.0,0.2,0.0,7.4,22.0,0.0,0,Calhoun County,0.0,80.5,3.9,0.0,80.0,2046,2886,628.58,0.3,89.1,0,24.9,30980,58300,0,0.0,0.0,191,17763,19.8,49.2,18.1,5.0,14.9,2.55,-3.1,8.5,435,-2.5,66,178,3263,AR,0,1.6,2.5,391,75.7,72.3,0.0
27446,27744,539,1.3,0.0,0.9,0.0,17.3,0.8,0.0,10,Carroll County,6.8,84.6,14.6,0.0,73.2,11019,13568,630.09,13.6,81.0,0,19.1,36584,120000,241,0.6,0.0,2444,20637,21.1,50.7,22.1,5.5,18.8,2.47,1.1,43.6,8142,-1.8,698,2653,9728,AR,3078,2.0,9.3,2961,94.5,81.1,19.1
11800,11180,60,0.5,0.0,0.5,0.0,12.6,54.6,12.2,6,Chicot County,3.3,74.2,5.6,0.0,66.3,4510,5403,644.3,5.0,90.1,0,21.4,26201,54700,1205,0.0,0.0,551,16538,19.2,50.8,23.2,6.7,33.0,2.41,-5.3,18.3,2207,-5.5,225,670,5446,AR,916,0.9,9.7,905,43.5,39.2,25.1
22995,22576,327,0.6,0.0,0.7,0.0,21.4,24.0,0.0,3,Clark County,2.6,86.2,4.4,0.0,63.5,8341,10435,866.07,5.2,81.2,4338,19.9,32721,86600,0,0.0,0.0,1246,17960,16.1,52.1,19.2,4.9,24.3,2.41,-1.8,26.6,6584,2.2,498,2477,10461,AR,1689,1.4,17.1,1804,73.4,69.6,26.8
16083,15118,63,0.4,0.0,0.2,0.0,9.5,0.6,0.0,3,Clay County,0.9,76.1,1.8,0.0,72.6,6814,8037,639.47,1.9,87.6,1117,22.8,31502,62400,1168,0.0,0.0,814,18509,21.4,51.1,20.4,4.3,20.2,2.3,-6.0,25.2,2683,-6.4,307,1326,8255,AR,1109,1.3,8.8,1230,97.4,95.7,25.2
25970,25634,291,0.7,0.0,0.3,0.0,16.8,0.5,0.0,26,Cleburne County,2.0,84.5,2.6,0.0,76.9,10286,15849,553.69,2.9,83.0,2055,24.9,40246,117900,543,0.0,0.0,2143,23044,25.4,50.7,19.8,4.8,15.8,2.47,-1.3,46.9,5882,-6.2,577,2823,11169,AR,3180,1.4,5.0,3158,97.0,94.8,27.1
8689,8449,0,0.5,0.0,0.1,0.0,13.8,11.4,0.0,0,Cleveland County,0.4,84.8,2.2,0.0,77.5,3346,4048,597.78,0.9,94.7,0,27.4,39420,78300,12,0.0,0.0,404,20622,19.1,51.1,23.4,5.1,17.7,2.56,-2.8,14.5,584,1.2,81,122,1404,AR,297,1.3,3.0,630,86.6,84.7,0.0
24552,23933,217,0.5,0.0,0.9,0.0,20.3,36.2,0.0,49,Columbia County,2.9,85.4,2.7,0.0,68.9,9449,11562,766.05,4.7,82.1,11642,16.6,35128,78900,0,0.0,0.0,1215,19439,16.6,52.0,21.6,5.8,25.4,2.43,-2.5,32.1,7538,-2.8,596,1979,8143,AR,1859,1.3,11.6,1508,61.1,59.4,23.1
21273,21083,162,0.8,0.0,0.6,0.0,14.7,11.4,0.0,10,Conway County,1.9,84.5,4.0,0.0,74.0,8154,9720,552.25,4.5,87.1,4325,22.2,35225,86100,1249,0.0,0.0,1337,20040,18.3,50.9,23.1,5.9,24.0,2.57,-0.9,38.5,4894,-2.5,409,2703,13074,AR,1876,2.1,8.4,1534,85.0,81.5,16.9
96443,102518,1466,0.6,0.0,1.1,1.2,24.4,14.5,0.0,671,Craighead County,3.7,84.9,4.7,1.3,58.3,37834,43311,707.21,5.2,76.9,18303,17.5,41393,120700,6059,0.1,0.0,7113,23138,13.0,51.3,24.9,6.9,20.6,2.51,6.3,136.4,38113,0.6,2476,14409,15768,AR,8387,1.6,21.1,6727,82.2,78.0,0.0
61948,61697,532,2.5,1.7,1.6,1.1,14.3,1.6,0.0,43,Crawford County,4.1,82.2,6.7,1.8,74.3,23368,26458,593.09,6.6,85.1,8479,22.0,39479,102800,0,0.1,0.0,3573,19477,15.3,50.7,25.1,6.0,20.2,2.62,-0.4,104.4,20016,-0.8,1061,4525,7666,AR,4489,2.8,10.4,5321,91.5,85.6,21.5
50902,49548,651,0.4,0.9,0.7,3.4,13.9,51.8,22.6,95,Crittenden County,1.7,79.1,2.3,0.0,56.3,18309,21624,609.76,2.9,82.3,7012,20.2,37751,99500,7958,0.0,0.0,3542,19665,12.1,52.6,27.9,7.7,26.3,2.72,-2.7,83.5,13445,1.2,824,7505,14399,AR,3399,1.2,21.5,3541,45.9,44.1,25.2
17870,17227,125,0.3,0.0,0.5,0.0,11.4,22.9,0.0,18,Cross County,0.7,79.0,1.9,0.0,65.4,6818,7888,616.38,1.2,88.6,0,23.8,38085,78400,1747,0.0,0.0,1381,18701,17.6,51.4,24.0,6.9,17.4,2.57,-3.6,29.0,4100,1.8,359,1857,9970,AR,1589,1.3,10.4,1189,74.9,73.3,26.3
8116,7755,46,0.5,0.0,0.2,0.0,10.2,41.3,9.6,1,Dallas County,2.5,82.1,2.7,0.0,66.4,3269,4289,667.39,3.4,88.1,1845,20.2,28931,59200,108,0.0,0.0,364,16838,20.5,51.7,22.3,5.5,19.7,2.32,-4.4,12.2,2305,-7.1,195,796,9727,AR,459,1.5,8.9,444,56.4,54.1,12.9
13008,12264,97,0.4,0.0,0.4,0.0,12.7,47.9,0.0,7,Desha County,1.8,76.9,4.8,0.0,55.9,5305,6306,768.15,4.1,89.1,4008,21.5,28680,55100,2309,0.1,0.0,732,19822,17.1,53.2,25.6,6.8,30.1,2.39,-5.7,16.9,3412,1.0,312,1192,8691,AR,840,1.0,17.3,754,50.1,46.6,27.4
18509,18622,196,0.4,0.0,0.9,0.0,19.1,28.0,6.4,4,Drew County,1.9,81.3,2.9,0.0,61.2,7496,8481,828.36,3.4,85.9,1561,20.8,31171,83300,875,0.0,0.0,1006,17057,16.1,51.2,22.4,6.3,28.5,2.37,0.6,22.3,4478,-0.9,405,1989,10645,AR,1460,1.1,13.4,983,69.6,67.0,0.0
113237,120768,1378,0.7,0.0,1.2,0.7,27.2,11.3,4.5,341,Faulkner County,2.9,89.4,4.1,3.6,65.2,42413,48849,647.88,4.8,81.8,15876,24.2,50314,137800,2660,0.1,0.0,7738,24401,11.2,51.1,23.9,6.6,14.6,2.62,6.7,174.8,35228,-1.6,2439,12276,11730,AR,9464,2.0,19.6,8027,84.6,81.1,24.4
18125,17805,104,1.3,0.0,0.9,0.0,12.4,0.9,0.0,0,Franklin County,0.8,82.1,3.0,0.0,74.0,6769,8024,608.86,1.8,85.0,3276,25.0,36766,93000,31,0.1,0.0,1025,19135,18.0,50.5,23.6,5.9,20.5,2.61,-1.8,29.8,3424,1.1,278,1402,7748,AR,1139,1.6,3.4,1643,95.2,92.5,19.6
12245,12125,52,0.7,0.0,0.3,0.0,10.0,0.6,0.0,1,Fulton County,1.1,83.7,1.2,0.0,78.1,5140,6762,618.19,1.5,83.2,0,25.5,35522,88200,81,0.0,0.0,790,19326,25.4,50.5,20.4,4.8,18.7,2.35,-1.0,19.8,1460,-4.5,162,424,3598,AR,1047,1.6,4.3,1358,96.8,95.8,21.9
96024,97322,2032,0.7,0.9,0.8,0.0,20.9,8.5,2.0,43,Garland County,3.6,86.8,5.3,2.3,68.6,39881,50542,677.78,5.6,83.5,6616,21.7,39162,130500,0,0.1,0.0,7724,23170,21.7,51.7,20.9,5.7,20.7,2.37,1.4,141.7,32235,-0.3,2696,14434,14958,AR,10369,2.3,17.2,10575,87.7,82.9,22.8
17853,18144,101,0.5,0.0,0.4,0.0,17.6,2.8,0.0,9,Grant County,1.9,84.9,2.6,0.0,77.8,6855,7837,631.81,3.1,90.3,4898,29.9,49004,100800,485,0.0,0.0,1155,23239,16.1,50.3,23.5,5.7,9.9,2.59,1.6,28.3,2876,2.8,274,1076,6148,AR,1696,1.4,4.7,1594,94.8,92.7,25.4
42090,43694,376,0.5,0.0,0.3,0.0,14.7,0.9,0.0,193,Greene County,1.1,82.8,2.7,0.0,63.3,16603,18439,577.7,2.5,81.6,14340,20.4,38413,99100,0,0.0,0.0,2718,19652,15.0,50.8,24.6,6.6,17.1,2.53,3.8,72.9,15717,6.3,767,3730,9257,AR,3205,1.4,15.1,3801,96.9,94.5,25.4
22609,22327,212,0.7,0.0,0.5,0.0,14.1,29.9,0.0,3,Hempstead County,5.7,81.7,12.6,0.0,68.0,8296,10423,727.52,10.3,87.6,0,19.7,32056,73100,327,0.1,0.0,1060,17376,16.3,51.6,26.4,7.3,27.4,2.67,-1.2,31.1,6036,-9.3,386,2044,8807,AR,1578,1.9,9.5,1556,66.8,55.3,25.9
32923,33368,168,0.6,0.0,0.4,0.0,12.3,11.6,0.0,0,Hot Spring County,0.9,83.4,3.3,0.0,72.5,12231,14283,615.2,1.7,87.8,8584,27.7,41193,81300,770,0.1,0.0,1793,19286,17.2,48.1,21.6,5.3,14.2,2.58,1.4,53.5,5876,-3.7,472,2074,6511,AR,2636,1.8,4.8,3202,85.6,82.7,23.8
13789,13500,91,1.0,0.0,0.7,0.0,12.0,20.9,0.0,3,Howard County,6.2,76.0,11.0,0.0,63.3,5208,6236,588.55,12.4,88.8,10810,18.7,35879,74500,451,0.1,0.0,740,18707,16.9,51.3,26.1,6.9,23.2,2.6,-2.1,23.4,5881,-1.0,300,1608,11402,AR,955,1.4,7.9,875,75.8,65.7,0.0
