2010 Population,2014 Population,Accommodation and Food Services Sales,American Indian and Alaska Native Alone,American Indian-Owned,Asian Alone,Asian-Owned,Bachelor's Degree or Higher,Black Alone,Black-Owned,Building Permits,County,Foreign Born,High School or Higher,Hispanic or Latino,Hispanic-Owned,Homeownership Rate,Households,Housing Units,Land Area,Language Other than English at Home,Living in Same House +1 Years,Manufacturers Shipments,Mean Travel Time to Work,Median Houseold Income,Median Value of Owner-Occupied Units,Merchant Wholesaler Sales,Native Hawaiian and Other Pacific Islander Alone,Native Hawaiian and Other Pacific Islander-Owned,Nonemployer Establishments,Per Capita Income,Percent 65 and Older,Percent Female,Percent Under 18 Years,Percent Under 5 Years,Persons Below Poverty Level,Persons per Household,Population Percent Change,Population per Square Mile,Private Non-farm Employment,Private Non-farm Employment Percent Change,Private Non-farm Establishments,Retail Sales,Retail Sales per Capita,State,Total,Two or More Races,Units in Multi-Unit Structures,Veterans,White Alone,"White Alone, not Hispanic or Latino",Women-Owned
24643,24453,244,0.6,0.0,0.4,0.0,15.4,0.8,0.0,31,White County,3.5,89.2,7.7,0.0,76.6,9541,12966,505.13,6.0,86.9,7152,23.3,51444,109800,2350,0.1,0.0,1420,23666,18.8,50.3,23.4,6.2,10.8,2.54,-0.8,48.8,6867,-4.5,601,2833,11911,IN,2582,1.1,6.4,2075,97.0,90.2,21.3
33292,33403,282,0.4,0.0,0.4,0.0,16.7,0.5,0.0,94,Whitley County,1.0,90.4,2.0,0.0,81.7,13094,14453,335.57,2.2,90.2,21075,24.0,51914,126300,0,0.1,0.0,2141,24613,16.0,50.1,23.4,5.8,8.2,2.51,0.3,99.2,10185,-2.4,672,3434,10547,IN,2734,1.2,9.2,2628,97.4,95.7,0.0
7682,7454,41,0.2,0.0,0.5,0.0,16.3,0.4,0.0,8,Adair County,1.1,90.7,1.7,0.0,77.1,3295,3674,569.27,1.1,89.9,0,22.7,47892,90900,293,0.0,0.0,626,25564,22.1,50.9,22.1,4.8,9.5,2.26,-3.0,13.5,1663,-0.2,187,496,6546,IA,745,0.8,9.3,790,98.2,96.8,0.0
4029,3875,0,0.4,0.0,0.6,0.0,13.7,0.4,0.0,1,Adams County,0.6,90.4,1.1,0.0,78.5,1745,2010,423.44,1.2,87.6,0,21.2,45871,85200,142,0.0,0.0,321,23707,22.0,49.9,21.4,6.5,11.3,2.2,-3.8,9.5,884,1.0,118,325,7950,IA,443,0.7,4.7,353,97.8,96.9,0.0
14330,14038,84,0.6,0.0,0.5,0.0,14.9,1.4,0.0,41,Allamakee County,4.3,89.0,5.7,0.0,79.5,5862,7650,639.08,8.0,87.3,0,23.6,48831,114400,1544,0.3,0.0,1179,24926,21.3,48.8,22.5,6.1,12.6,2.36,-2.0,22.4,4517,7.0,396,1286,8922,IA,1648,0.9,9.3,1282,96.4,91.5,22.8
12887,12661,79,0.3,0.0,0.4,0.0,18.3,0.7,0.0,6,Appanoose County,1.0,88.3,1.5,0.0,72.5,5534,6578,497.29,2.3,86.6,1515,19.0,39208,77600,230,0.1,0.0,919,21599,21.4,50.6,22.4,6.0,15.2,2.28,-1.8,25.9,3437,4.3,312,1335,10331,IA,1428,1.2,12.0,1045,97.4,96.2,0.0
6119,5794,0,0.2,0.0,0.5,0.0,16.6,0.4,0.0,5,Audubon County,0.6,90.3,1.1,0.0,80.4,2684,2997,442.96,1.2,89.9,0,18.2,48313,71100,477,0.0,0.0,494,30919,24.3,51.6,20.2,4.6,9.5,2.18,-5.3,13.8,1176,-0.3,181,373,6083,IA,456,0.7,7.4,557,98.2,97.3,0.0
26076,25680,96,0.2,0.0,0.3,0.0,18.8,0.6,0.0,28,Benton County,1.1,91.9,1.3,0.0,80.4,10079,11079,716.27,2.0,92.6,1767,23.7,56669,131500,2132,0.0,0.0,1828,26624,16.9,50.3,23.8,5.7,8.4,2.55,-1.5,36.4,4366,-1.8,566,1764,6645,IA,2420,1.0,8.4,2160,97.9,96.7,31.2
131090,132897,1946,0.3,0.0,2.0,0.0,25.3,9.0,4.1,314,Black Hawk County,4.8,89.5,4.2,0.6,67.8,52276,56890,565.77,7.7,82.9,58803,15.8,45747,123600,12784,0.2,0.0,7189,24273,14.8,51.1,21.5,6.1,17.0,2.4,1.4,231.7,68753,2.4,3203,19294,15224,IA,9739,2.2,24.1,9095,86.2,82.7,29.1
26306,26433,161,0.4,0.0,0.5,0.0,20.3,1.2,0.0,44,Boone County,0.9,92.0,2.4,0.0,75.6,10574,11793,571.57,2.9,85.3,1612,21.1,51826,117300,0,0.0,0.0,1747,27149,17.0,49.7,22.7,5.6,10.1,2.41,0.5,46.0,6824,2.0,553,2106,8009,IA,2180,1.1,14.9,2277,96.8,94.6,0.0
24276,24721,166,0.1,0.0,0.9,0.0,28.3,1.0,0.0,74,Bremer County,0.6,93.8,1.4,0.0,81.3,9258,10136,435.48,2.2,87.5,6997,19.2,61216,145300,1056,0.0,0.0,1591,28727,18.4,50.8,21.8,5.1,7.3,2.46,1.8,55.7,9369,6.7,607,2684,11358,IA,2419,1.0,12.8,1914,97.0,95.8,30.5
20958,21038,115,0.2,0.0,0.4,0.0,17.1,0.5,0.0,27,Buchanan County,1.0,90.6,1.4,0.0,78.1,8187,8990,571.02,6.0,91.0,6408,20.9,55553,122200,6245,0.0,0.0,1508,27038,16.2,50.2,26.6,6.8,9.9,2.52,0.4,36.7,5218,1.1,490,2148,10242,IA,1874,1.0,7.8,1511,97.8,96.6,18.0
20260,20578,255,0.6,0.0,8.4,0.0,20.0,2.9,0.0,8,Buena Vista County,18.6,78.7,24.8,0.0,68.0,7615,8299,574.92,29.5,82.7,15780,13.7,46951,97700,0,0.9,0.0,1260,22899,14.6,49.4,25.3,7.3,12.8,2.53,1.6,35.2,9218,3.4,556,2608,13408,IA,1704,1.2,17.9,1207,85.9,62.6,26.6
14867,15006,0,0.1,0.0,0.4,0.0,15.0,0.3,0.0,21,Butler County,0.6,90.9,1.1,0.0,79.6,6189,6731,580.13,2.0,91.1,0,22.9,52026,100400,2883,0.0,0.0,1115,25269,21.0,50.5,23.6,6.1,9.8,2.37,0.9,25.6,2594,-7.5,333,790,5407,IA,0,0.9,7.8,1007,98.1,97.1,0.0
9670,9866,0,0.4,0.0,0.3,0.0,19.1,1.9,0.0,12,Calhoun County,0.7,90.5,2.0,0.0,79.0,4356,5088,569.97,1.9,83.8,0,19.6,44484,72200,2006,0.0,0.0,732,25766,22.3,48.6,20.6,5.6,13.4,2.15,-3.1,17.0,2197,-2.7,284,1035,10402,IA,846,0.9,9.9,928,96.4,94.6,0.0
20816,20562,207,0.3,0.0,0.5,0.0,18.8,0.8,0.0,26,Carroll County,0.8,91.3,2.3,0.0,75.4,8626,9419,569.44,2.7,87.3,7940,14.1,48361,105700,13505,0.0,0.0,1856,25430,19.2,51.4,24.1,6.5,9.6,2.35,-1.2,36.6,10604,-0.8,879,2980,14338,IA,2755,0.9,14.5,1447,97.5,95.5,23.7
13956,13448,116,0.5,0.0,0.3,0.0,19.0,0.5,0.0,12,Cass County,1.0,92.8,2.4,0.0,71.8,6081,6564,564.27,2.5,88.5,0,17.3,43481,88100,1514,0.4,0.0,1179,25448,21.5,50.7,22.6,5.7,11.4,2.21,-3.6,24.7,4709,-2.1,478,1781,12846,IA,1682,0.8,16.0,1155,97.6,95.7,0.0
18499,18411,95,0.2,0.0,0.7,0.0,19.5,0.5,0.0,29,Cedar County,1.3,92.1,1.8,0.0,78.8,7665,8116,579.44,2.9,89.3,1787,25.2,58088,132800,2218,0.0,0.0,1258,26567,18.4,50.5,22.9,5.1,8.0,2.37,-0.5,31.9,4282,-2.4,465,1313,7317,IA,0,1.1,9.0,1620,97.4,95.9,0.0
44151,43254,839,0.3,0.0,1.1,0.0,21.0,1.4,0.0,86,Cerro Gordo County,2.1,92.0,4.3,1.8,71.6,19967,22238,568.31,3.8,87.6,13575,15.7,44795,110800,6504,0.0,0.0,3031,27291,19.7,51.0,20.5,5.6,13.2,2.14,-2.0,77.7,20910,-3.4,1399,8870,20200,IA,3952,1.5,16.8,3999,95.7,91.6,22.2
12072,11836,87,0.3,0.0,0.6,0.0,19.6,0.9,0.0,6,Cherokee County,0.9,91.6,3.2,0.0,74.9,5354,5791,576.91,3.2,86.9,2792,15.3,48977,80200,1146,0.2,0.0,812,26330,22.4,50.4,21.0,6.0,9.7,2.17,-2.0,20.9,4379,-3.2,354,1394,11935,IA,796,1.0,12.8,1163,97.0,94.2,0.0
12439,12264,74,0.1,0.0,0.3,0.0,13.8,0.6,0.0,5,Chickasaw County,1.8,88.8,2.3,0.0,80.1,5364,5664,504.38,4.2,91.6,2782,21.3,43971,95900,2100,0.0,0.0,954,24139,19.4,50.0,23.8,6.1,10.3,2.27,-1.4,24.7,3942,0.8,418,1039,8537,IA,1078,0.7,10.0,1116,98.3,96.2,16.4
9286,9217,849,0.7,0.0,0.7,0.0,14.3,0.9,0.0,1,Clarke County,5.5,87.3,12.1,0.0,71.0,3672,4132,431.17,8.8,88.2,4165,21.9,43216,84900,62,0.1,0.0,598,23472,17.6,49.8,24.3,6.5,13.7,2.49,-0.7,21.5,3154,-3.1,189,953,10579,IA,752,1.3,9.2,695,96.4,85.2,22.5
16667,16515,234,0.3,0.0,0.7,0.0,18.4,0.7,0.0,14,Clay County,2.2,93.1,3.2,0.0,74.2,7148,8112,567.24,3.7,87.8,0,15.2,49035,105400,4251,0.0,0.0,1305,29060,19.6,50.9,22.8,5.7,8.9,2.28,-0.9,29.4,7313,-4.3,608,2986,17960,IA,2262,1.0,19.2,1360,97.3,94.3,24.3
18129,17692,537,0.1,0.0,0.3,0.0,15.5,0.7,0.0,28,Clayton County,1.4,91.6,1.9,0.0,78.2,7707,9032,778.54,3.4,87.6,2063,21.4,47494,102400,5646,0.1,0.0,1382,25074,20.9,49.7,22.2,5.7,12.5,2.29,-2.4,23.3,4851,-5.9,537,1635,9249,IA,1725,0.8,11.2,1575,97.9,96.2,0.0
49116,48051,540,0.3,0.0,0.6,0.9,17.7,3.2,0.0,102,Clinton County,1.5,90.0,2.9,0.0,74.4,20008,21792,694.92,2.3,87.7,39149,19.2,49559,110300,1901,0.0,0.0,2677,25966,18.3,50.9,22.7,6.1,14.0,2.4,-2.2,70.7,27036,1.2,1181,6356,12950,IA,3491,1.8,16.8,4259,94.0,91.5,0.0
17096,17228,129,1.2,0.0,1.7,0.0,14.7,2.3,0.0,11,Crawford County,12.8,78.9,27.3,0.0,75.9,6300,6985,714.19,22.5,88.2,12668,15.1,46548,83100,1219,0.2,0.0,924,22748,16.9,49.0,25.5,7.2,15.8,2.65,0.8,23.9,6534,2.5,460,1623,9840,IA,1394,0.8,11.8,1161,93.8,68.5,27.8
66135,77400,1103,0.4,0.0,3.6,2.2,43.6,1.8,0.6,661,Dallas County,6.6,94.4,6.3,1.1,77.4,26262,29884,588.45,8.6,86.9,5741,20.5,73847,184100,2182,0.1,0.0,5486,35844,11.2,51.0,28.6,8.2,6.4,2.63,17.0,112.4,34419,1.1,1718,9057,15813,IA,6613,1.4,17.5,3902,92.7,87.0,19.9
8753,8781,30,0.2,0.0,0.3,0.0,16.4,0.2,0.0,4,Davis County,0.8,85.5,1.2,0.0,80.2,3115,3578,502.19,14.4,89.3,0,22.8,45040,99700,179,0.0,0.0,748,22210,17.5,50.6,28.9,8.0,21.2,2.76,0.3,17.4,1451,2.4,170,716,8351,IA,848,0.9,6.4,717,98.3,97.2,0.0
8457,8263,43,0.5,0.0,0.9,0.0,18.4,2.0,0.0,2,Decatur County,1.5,85.0,2.6,0.0,70.1,3106,3847,531.88,5.9,80.5,0,21.0,36326,77700,766,0.2,0.0,655,18845,18.3,49.8,21.8,5.1,19.5,2.43,-2.3,15.9,1697,-3.2,130,395,4746,IA,869,1.2,14.1,612,95.3,93.0,0.0
17764,17398,90,0.1,0.0,0.3,0.0,15.5,0.4,0.0,5,Delaware County,0.8,91.0,1.1,0.0,78.8,7129,8026,577.76,2.3,89.8,3264,22.0,54076,125300,3023,0.0,0.0,1312,26261,18.1,50.0,23.8,5.7,8.4,2.44,-2.1,30.7,5725,3.6,496,1714,9791,IA,1568,0.7,8.1,1200,98.4,97.4,29.5
40325,40255,687,0.3,0.0,0.9,0.0,18.9,5.9,0.9,41,Des Moines County,1.5,91.1,2.9,0.0,73.1,16993,18463,416.12,2.6,86.9,0,15.9,42451,93900,0,0.1,0.0,2359,24408,18.8,50.9,23.0,6.0,13.8,2.33,-0.2,96.9,19430,1.1,1107,6169,15182,IA,3407,2.5,16.2,3575,90.4,88.0,26.0
16667,16935,546,0.3,0.0,0.6,0.0,25.4,0.4,0.0,134,Dickinson County,1.0,93.3,1.7,0.0,75.6,7981,13191,380.61,1.9,85.9,6475,16.7,56136,159700,0,0.0,0.0,1818,31790,24.2,50.2,19.1,4.9,7.8,2.07,1.6,43.8,6877,7.1,770,2551,15386,IA,2088,0.9,15.1,1737,97.9,96.4,25.6
93653,96370,1456,0.2,0.0,1.4,0.7,27.1,3.0,1.1,276,Dubuque County,1.9,91.4,2.2,0.0,73.0,37366,40369,608.31,3.1,86.4,47112,17.3,51475,145900,18477,0.3,0.0,6130,26254,16.2,50.6,23.1,6.1,10.9,2.41,2.9,154.0,53122,0.3,2772,14334,15538,IA,8102,1.4,22.0,7057,93.7,91.9,21.7
10302,9990,79,1.5,0.0,0.6,0.0,15.3,1.0,0.0,48,Emmet County,5.1,88.4,10.4,0.0,79.8,4119,4752,395.88,8.0,85.5,3313,16.4,48601,82200,1038,0.1,0.0,720,27908,19.2,49.3,21.6,5.6,12.5,2.31,-3.0,26.0,3639,-3.1,317,926,8961,IA,791,3.0,9.2,770,93.8,86.9,0.0
20880,20343,145,0.2,0.0,0.8,0.0,18.4,1.2,0.0,24,Fayette County,0.9,88.9,2.2,0.0,77.6,8328,9522,730.81,2.6,87.1,1577,21.1,45542,85400,3041,0.1,0.0,1412,23391,20.4,49.9,21.2,5.8,11.5,2.4,-2.6,28.6,6298,0.6,553,1572,7716,IA,1891,1.1,10.3,1717,96.6,94.6,0.0
16303,16077,136,0.3,0.0,1.7,0.0,15.9,2.0,0.0,21,Floyd County,1.4,90.5,2.3,0.0,72.9,7007,7516,500.63,5.1,88.1,4613,19.6,43826,90200,1219,0.1,0.0,1202,24590,20.7,50.9,23.1,5.7,12.6,2.26,-1.4,32.6,4552,5.4,414,1491,9192,IA,1159,0.9,10.8,1523,95.0,93.1,0.0
10680,10436,44,0.5,0.0,0.7,0.0,15.1,0.9,0.0,3,Franklin County,5.0,85.2,11.8,0.0,73.7,4358,4860,581.97,10.1,89.6,2600,19.4,48355,87500,1545,0.1,0.0,795,26102,20.1,49.8,22.8,5.7,11.1,2.4,-2.3,18.4,3131,2.3,334,659,6207,IA,1385,1.2,10.8,809,96.7,86.2,19.4
7441,7022,148,0.2,0.0,0.3,0.0,20.5,0.7,0.0,10,Fremont County,0.7,91.7,2.6,0.0,77.5,2965,3445,511.15,1.5,89.5,0,22.7,50520,94100,1054,0.0,0.0,517,26930,21.6,50.6,22.0,5.4,10.2,2.4,-5.6,14.6,2210,-1.2,187,1029,13599,IA,588,1.1,5.7,776,97.6,95.3,0.0
9336,9200,38,0.4,0.0,0.4,0.0,17.4,0.6,0.0,6,Greene County,1.2,88.8,2.9,0.0,76.0,3969,4533,569.57,1.9,86.4,0,18.8,45865,78200,1448,0.0,0.0,716,26205,21.4,51.1,22.9,5.3,13.0,2.29,-1.5,16.4,2697,-2.4,261,879,9258,IA,746,1.2,10.8,821,97.4,94.8,23.1
12453,12375,43,0.1,0.0,0.3,0.0,20.7,0.5,0.0,19,Grundy County,0.4,93.9,1.2,0.0,81.9,5073,5549,501.86,2.3,92.0,1438,20.7,56827,123700,2698,0.1,0.0,836,31164,19.8,50.9,23.4,6.0,7.0,2.42,-0.6,24.8,3285,5.0,308,1093,9049,IA,0,0.8,9.2,894,98.3,97.1,0.0
10954,10722,83,0.3,0.0,0.4,0.0,17.1,0.3,0.0,10,Guthrie County,1.1,91.4,2.3,0.0,80.4,4641,5749,590.62,2.1,90.9,0,27.3,50609,97100,0,0.0,0.0,1015,28030,21.7,50.2,22.2,5.3,10.3,2.29,-2.1,18.5,2650,0.0,323,913,8262,IA,1129,1.0,8.4,898,98.0,95.8,0.0
15673,15117,122,0.4,0.0,2.1,0.0,18.0,0.8,0.0,5,Hamilton County,2.2,89.7,5.4,0.0,71.0,6395,7184,576.75,6.0,85.0,11623,17.6,43589,91400,5583,0.0,0.0,1059,24510,19.4,50.7,23.0,5.6,12.3,2.39,-3.5,27.2,4304,0.5,383,1492,9607,IA,1551,1.3,15.7,1323,95.4,90.6,23.9
11341,11027,41,0.3,0.0,0.5,0.0,16.6,0.7,0.0,20,Hancock County,1.8,90.7,3.5,0.0,80.1,4648,5308,571.01,2.9,88.5,2667,20.8,50105,85300,1716,0.0,0.0,839,25814,20.2,49.8,22.7,5.4,10.4,2.37,-2.8,19.9,3197,0.5,309,1193,10549,IA,1275,1.0,9.6,798,97.5,94.1,0.0
17534,17311,114,0.3,0.0,0.6,0.0,19.7,1.5,0.0,7,Hardin County,2.5,91.7,4.1,0.0,74.4,7061,8175,569.31,4.0,88.8,7431,17.7,49342,89900,11910,0.0,0.0,1290,25153,21.2,50.0,21.0,5.2,8.6,2.35,-1.3,30.8,5394,-1.7,565,1617,9242,IA,1812,1.3,14.0,1485,96.3,92.6,21.0
14928,14324,103,0.3,0.0,0.4,0.0,17.7,0.4,0.0,29,Harrison County,0.9,91.1,1.4,0.0,77.2,5996,6747,696.85,1.8,89.6,0,25.8,54583,108200,1301,0.0,0.0,1037,26184,19.1,50.3,22.6,5.5,9.6,2.41,-4.1,21.4,3060,-3.5,357,1009,6546,IA,1378,1.0,9.1,1099,97.9,96.7,19.2
20145,20217,222,0.3,0.0,2.9,0.0,20.0,2.6,0.0,20,Henry County,3.3,91.3,4.7,0.0,74.0,7493,8274,434.33,4.4,87.1,8898,18.5,46376,103700,905,0.1,0.0,1336,22687,17.6,48.8,22.3,5.9,17.9,2.53,0.4,46.4,7980,-38.8,514,2147,10665,IA,1547,1.6,14.9,1575,92.4,88.2,23.4
9566,9449,48,0.2,0.0,0.3,0.0,11.6,0.8,0.0,1,Howard County,1.1,87.1,1.4,0.0,79.8,3884,4365,473.25,6.0,88.6,2729,17.6,46429,91800,1436,0.1,0.0,829,24286,19.7,50.2,25.2,6.8,11.6,2.39,-1.2,20.2,2808,-4.7,256,831,8789,IA,1115,0.9,7.9,694,97.8,96.5,0.0
9815,9640,74,0.2,0.0,0.4,0.0,18.2,0.7,0.0,24,Humboldt County,2.0,90.5,4.0,0.0,76.7,4222,4684,434.35,3.2,87.3,2898,17.2,47897,84900,1830,0.0,0.0,724,26746,20.3,51.0,22.9,5.5,10.2,2.28,-1.8,22.6,3394,-0.1,324,820,8520,IA,1151,1.0,11.7,934,97.7,94.1,24.8
7089,7042,0,0.4,0.0,0.4,0.0,19.6,0.4,0.0,11,Ida County,0.5,89.4,2.0,0.0,73.3,3182,3430,431.51,2.8,89.8,3729,15.7,43449,76400,1470,0.0,0.0,560,25869,21.6,50.1,23.8,7.1,14.4,2.19,-0.7,16.4,2865,0.3,248,611,8758,IA,956,1.0,14.2,626,97.8,95.8,19.4
16355,16375,250,0.2,0.0,0.4,0.0,21.0,0.7,0.0,23,Iowa County,1.4,93.2,2.5,0.0,79.7,6745,7267,586.46,3.7,87.1,14789,22.5,58008,138000,802,0.0,0.0,1241,28068,18.0,50.5,23.3,5.9,10.9,2.37,0.1,27.9,7775,1.5,487,2134,13512,IA,1264,0.8,13.1,1044,97.9,95.7,24.1
19848,19482,144,0.3,0.0,0.4,0.0,14.5,0.6,0.0,35,Jackson County,0.8,89.2,1.3,0.0,76.2,8479,9458,636.04,2.3,88.9,2479,23.2,46467,110000,1091,0.7,0.0,1515,24493,19.8,50.3,22.3,5.4,10.5,2.3,-1.8,31.2,4892,0.1,545,2099,10547,IA,2345,1.1,11.3,1788,96.9,95.8,21.3
36842,36872,301,0.4,0.0,0.6,0.0,17.8,1.9,0.0,33,Jasper County,1.1,91.5,1.9,0.0,71.3,14826,16160,730.42,2.7,85.2,1707,22.0,50513,113100,0,0.0,0.0,2261,24905,18.0,49.0,22.5,5.5,11.8,2.34,0.1,50.4,8706,4.7,746,2739,7492,IA,2847,1.0,16.8,2818,96.0,94.3,20.9
16843,17325,166,0.3,0.0,10.8,0.0,31.2,1.9,0.0,14,Jefferson County,12.0,95.0,2.9,0.0,71.9,6919,7542,435.51,11.1,87.9,2466,14.7,48814,92400,1146,0.1,0.0,1927,27593,18.8,46.1,16.8,4.3,12.4,2.21,2.9,38.7,6855,0.2,670,3334,21471,IA,2308,1.5,15.4,1561,85.6,83.1,0.0
130882,142287,2587,0.3,0.0,6.0,2.4,51.1,5.9,1.8,1080,Johnson County,9.3,94.8,5.5,1.6,59.7,54005,58783,614.04,13.3,73.4,0,18.2,53424,186000,5676,0.0,0.0,8843,29592,9.9,50.2,20.4,6.2,17.7,2.33,8.7,213.1,59466,3.6,3186,16530,13168,IA,9323,2.4,34.8,6630,85.4,80.6,26.7
20638,20454,97,0.3,0.0,0.6,0.0,17.2,2.3,0.0,15,Jones County,1.0,91.4,1.6,0.0,80.2,8063,8907,575.62,2.8,87.9,1807,24.3,55041,122100,1446,0.0,0.0,1346,26762,18.5,48.1,21.8,5.2,8.3,2.38,-0.9,35.9,4877,0.5,503,2576,12629,IA,2193,0.7,12.2,1948,96.2,94.7,29.9
10511,10231,0,0.2,0.0,0.2,0.0,13.4,0.5,0.0,0,Keokuk County,0.5,88.2,1.6,0.0,80.6,4354,4886,579.18,1.8,89.8,0,24.0,42167,75700,1223,0.0,0.0,705,22243,20.1,49.8,23.2,6.3,13.2,2.36,-2.7,18.1,1685,-10.1,250,668,6236,IA,1099,0.8,8.3,788,98.3,96.8,21.6
15543,15222,115,0.3,0.0,0.5,0.0,18.3,0.6,0.0,19,Kossuth County,1.0,92.2,2.0,0.0,80.5,6728,7481,972.72,2.4,90.5,4747,15.5,51812,91100,3183,0.0,0.0,1401,29127,22.5,49.8,21.9,5.5,8.7,2.25,-2.1,16.0,5699,2.7,571,1958,12670,IA,1822,0.8,10.7,1433,97.7,96.1,25.8
35862,35286,369,0.3,0.0,0.6,2.3,15.8,3.1,0.0,22,Lee County,2.0,90.0,3.4,0.0,73.9,14241,16173,517.52,2.7,89.2,0,17.9,42469,83100,3962,0.0,0.0,1914,22649,18.6,50.1,21.6,6.2,15.1,2.44,-1.6,69.3,13010,-1.4,912,4207,11745,IA,2661,2.0,13.5,3552,94.0,91.0,27.8
211226,217751,3536,0.3,0.0,2.2,0.0,31.2,4.5,0.7,838,Linn County,2.9,93.8,2.9,0.6,73.0,86052,94663,716.88,4.7,84.1,82291,18.5,57260,144300,25061,0.1,0.0,12912,29943,14.3,50.6,23.8,6.3,9.7,2.42,3.1,294.6,115744,0.9,5415,35928,17502,IA,16967,2.4,24.3,16870,90.6,88.1,27.1
11387,11161,45,0.5,0.0,2.1,0.0,13.5,1.0,0.0,9,Louisa County,8.1,83.3,16.2,0.0,78.6,4381,5006,401.77,15.0,90.3,0,23.0,50583,95400,0,0.2,0.0,621,24272,16.6,49.3,23.2,5.3,12.2,2.56,-2.0,28.3,2887,1.3,217,564,4798,IA,941,1.2,7.3,815,95.1,79.8,0.0
8898,8701,0,0.2,0.0,0.3,0.0,11.3,0.3,0.0,3,Lucas County,5.8,89.9,1.3,0.0,77.5,3734,4204,430.59,10.2,86.0,0,24.1,43288,82700,14,0.0,0.0,622,21126,21.0,49.6,23.3,5.6,17.0,2.32,-2.2,20.7,2772,0.5,179,843,8919,IA,788,0.7,9.1,656,98.5,97.3,0.0
11581,11683,0,0.3,0.0,0.3,0.0,17.6,0.3,0.0,55,Lyon County,1.1,89.1,2.7,0.0,82.3,4425,4965,587.65,2.0,92.5,1009,18.1,52152,105700,2152,0.1,0.0,983,23683,16.9,49.8,28.1,7.3,8.0,2.6,0.9,19.7,3344,-2.2,389,910,8113,IA,1328,0.7,5.5,689,98.3,95.9,13.2
15679,15609,75,0.4,0.0,0.5,0.0,21.5,0.5,0.0,55,Madison County,1.4,94.2,1.5,0.0,76.8,6092,6684,561.01,1.8,89.3,0,26.5,57581,160700,0,0.0,0.0,1271,27685,16.3,50.2,26.0,5.8,8.9,2.52,-0.4,27.9,2450,-6.8,354,805,5253,IA,1304,1.0,10.8,1365,97.6,96.4,30.5
22381,22370,168,0.4,0.0,1.2,0.0,21.5,1.3,0.0,64,Mahaska County,1.5,90.5,1.9,0.0,70.5,9073,9726,570.86,2.4,84.7,16185,17.9,47967,100900,0,0.0,0.0,1442,23788,16.9,49.6,23.7,6.1,15.9,2.4,0.0,39.2,6881,0.3,576,2429,10995,IA,1977,1.1,14.1,1481,95.9,94.3,25.4
33309,33365,289,0.2,0.0,1.4,0.0,25.0,1.0,0.0,125,Marion County,2.3,92.4,1.9,0.0,75.8,12691,13984,554.53,2.9,83.6,18569,20.3,54723,132000,0,0.0,0.0,2134,25477,16.4,50.1,24.1,6.1,9.2,2.48,0.2,60.1,15685,1.1,810,3330,10201,IA,3254,1.0,13.9,2484,96.3,94.7,20.0
40648,40866,404,0.8,0.0,2.8,0.0,19.3,2.0,0.0,10,Marshall County,12.1,85.2,19.9,0.0,73.4,15350,16718,572.5,18.4,86.0,18480,17.3,51555,105400,2981,0.2,0.0,1875,24117,17.5,49.5,24.9,7.0,12.1,2.58,0.5,71.0,14459,-0.1,792,4076,10434,IA,2532,1.8,17.1,3538,92.4,73.9,28.8
15059,14831,53,0.5,0.0,0.7,0.0,24.0,0.6,0.0,3,Mills County,0.8,92.1,2.6,0.0,83.7,5375,6088,437.44,2.4,90.0,0,25.2,63076,149400,230,0.1,0.0,926,27101,15.8,49.9,24.2,5.7,7.0,2.67,-1.5,34.4,2089,-3.4,294,785,5187,IA,1101,1.3,9.0,1347,96.9,94.5,32.7
10776,10779,50,0.1,0.0,0.3,0.0,15.7,0.6,0.0,25,Mitchell County,1.4,91.0,1.2,0.0,81.4,4389,4916,469.13,5.5,91.9,2520,16.6,51078,108100,2286,0.0,0.0,864,24518,21.5,50.5,23.9,5.6,7.1,2.39,0.1,23.0,3097,-3.1,326,930,8627,IA,1225,0.7,6.5,895,98.3,97.2,0.0
9243,8996,72,1.1,0.0,0.3,0.0,14.3,0.5,0.0,7,Monona County,0.9,89.7,2.0,0.0,70.7,3981,4715,694.07,2.6,88.4,0,21.3,42025,77800,776,0.1,0.0,646,24557,24.6,50.6,21.4,5.1,9.0,2.26,-2.7,13.3,2086,5.2,233,991,10868,IA,829,1.0,11.3,965,97.0,95.2,16.4
7970,8001,0,0.1,0.0,0.8,0.0,19.3,0.6,0.0,82,Monroe County,4.3,86.7,2.4,0.0,75.5,3361,3892,433.72,5.1,84.8,0,25.1,45997,95200,461,0.0,0.0,553,24508,19.0,49.8,23.6,5.5,11.8,2.34,0.4,18.4,1895,1.8,173,624,8256,IA,521,1.2,7.9,645,97.3,95.2,21.1
10740,10421,75,0.5,0.0,0.4,0.0,15.1,0.4,0.0,13,Montgomery County,1.3,87.4,3.5,0.0,71.8,4553,5200,424.1,3.2,88.3,1808,18.7,44281,79600,1507,0.0,0.0,731,22868,20.8,51.1,22.6,5.7,16.1,2.28,-3.0,25.3,3056,1.7,308,882,8071,IA,952,1.0,13.1,897,97.7,94.5,14.3
42745,42903,442,0.6,0.0,1.1,0.0,16.2,2.2,0.8,51,Muscatine County,6.0,84.6,17.2,3.3,74.9,16410,17996,437.47,14.4,88.1,0,18.0,51425,124400,3774,0.0,0.0,2085,25038,15.0,50.2,25.4,6.7,14.4,2.58,0.4,97.7,19720,1.0,940,4485,10566,IA,3523,1.4,15.4,2866,94.6,78.5,32.1
