Department,Population,Rates.Property.All,Rates.Property.Burglary,Rates.Property.Larceny,Rates.Property.Motor,Rates.Violent.All,Rates.Violent.Assault,Rates.Violent.Murder,Rates.Violent.Rape,Rates.Violent.Robbery,State,Totals.Property.All,Totals.Property.Burglary,Totals.Property.Larceny,Totals.Property.Motor,Totals.Violent.All,Totals.Violent.Assault,Totals.Violent.Murder,Totals.Violent.Rape,Totals.Violent.Robbery,Year
Homewood Police Dept,24434,7096.7,744.9,5799.3,552.5,450.2,163.7,0.0,16.4,270.1,Alabama,1734,182,1417,135.0,110,40,0,4,66,1997
Homewood Police Dept,23252,7160.7,1070.9,5638.2,451.6,335.5,137.6,4.3,12.9,180.6,Alabama,1665,249,1311,105.0,78,32,1,3,42,1998
Homewood Police Dept,22544,7443.2,847.2,6152.4,443.6,430.3,133.1,0.0,22.2,275.0,Alabama,1678,191,1387,100.0,97,30,0,5,62,1999
Homewood Police Dept,25043,6800.3,774.7,5682.2,343.4,415.3,143.8,0.0,24.0,247.6,Alabama,1703,194,1423,86.0,104,36,0,6,62,2000
Homewood Police Dept,25140,6921.2,815.4,5727.9,377.9,417.7,163.1,0.0,39.8,214.8,Alabama,1740,205,1440,95.0,105,41,0,10,54,2001
Homewood Police Dept,25265,5766.9,906.4,4551.8,308.7,407.7,126.7,4.0,35.6,241.4,Alabama,1457,229,1150,78.0,103,32,1,9,61,2002
Homewood Police Dept,24861,6134.1,1150.4,4577.5,406.3,442.5,156.9,0.0,36.2,249.4,Alabama,1525,286,1138,101.0,110,39,0,9,62,2003
Homewood Police Dept,24559,6771.4,1274.5,4963.6,533.4,541.6,215.8,0.0,28.5,297.2,Alabama,1663,313,1219,131.0,133,53,0,7,73,2004
Homewood Police Dept,24180,4718.8,1005.0,3358.1,355.7,554.2,115.8,0.0,33.1,405.3,Alabama,1141,243,812,86.0,134,28,0,8,98,2006
Homewood Police Dept,23771,6499.5,1371.4,4778.9,349.2,694.1,147.2,4.2,54.7,488.0,Alabama,1545,326,1136,83.0,165,35,1,13,116,2008
Homewood Police Dept,23708,6723.5,1429.9,4926.6,367.0,493.5,92.8,4.2,16.9,379.6,Alabama,1594,339,1168,87.0,117,22,1,4,90,2009
Homewood Police Dept,25167,6119.1,1184.1,4593.3,341.7,453.0,166.9,0.0,11.9,274.2,Alabama,1540,298,1156,86.0,114,42,0,3,69,2010
Homewood Police Dept,25288,3910.9,711.8,2942.1,257.0,225.4,94.9,0.0,19.8,110.7,Alabama,989,180,744,65.0,57,24,0,5,28,2011
Homewood Police Dept,25284,0,0,0,0,0,0,0,0,0,Alabama,1095,188,860,47.0,50,23,0,4,23,2012
Hoover Police Dept,22081,3704.5,538.9,2703.7,461.9,158.5,113.2,0.0,0.0,45.3,Alabama,818,119,597,102.0,35,25,0,0,10,1984
Hoover Police Dept,22251,3936.9,624.7,2831.3,480.9,130.3,58.4,4.5,0.0,67.4,Alabama,876,139,630,107.0,29,13,1,0,15,1985
Hoover Police Dept,22737,5968.2,1244.7,4125.4,598.1,241.9,127.5,0.0,8.8,105.6,Alabama,1357,283,938,136.0,55,29,0,2,24,1986
Hoover Police Dept,30378,4990.5,1069.9,3443.3,477.3,260.1,174.5,0.0,13.2,72.4,Alabama,1516,325,1046,145.0,79,53,0,4,22,1987
Hoover Police Dept,30493,4738.8,872.3,3407.3,459.1,209.9,108.2,0.0,13.1,88.5,Alabama,1445,266,1039,140.0,64,33,0,4,27,1988
Hoover Police Dept,32978,4584.9,1055.2,3083.9,445.8,294.1,157.7,6.1,12.1,118.3,Alabama,1512,348,1017,147.0,97,52,2,4,39,1989
Hoover Police Dept,39788,4119.3,713.8,2933.0,472.5,216.1,52.8,10.1,20.1,133.2,Alabama,1639,284,1167,188.0,86,21,4,8,53,1990
Hoover Police Dept,40264,3961.4,730.2,2818.9,412.3,156.5,57.1,7.5,5.0,86.9,Alabama,1595,294,1135,166.0,63,23,3,2,35,1991
Hoover Police Dept,40726,3904.1,709.6,2767.3,427.2,331.5,179.2,12.3,29.5,110.5,Alabama,1590,289,1127,174.0,135,73,5,12,45,1992
Hoover Police Dept,42841,3816.4,697.9,2812.7,305.8,205.4,86.4,4.7,16.3,98.0,Alabama,1635,299,1205,131.0,88,37,2,7,42,1993
Hoover Police Dept,43168,3639.3,514.3,2816.9,308.1,206.2,46.3,6.9,20.8,132.0,Alabama,1571,222,1216,133.0,89,20,3,9,57,1994
Hoover Police Dept,42302,4657.0,484.6,3754.0,418.4,219.8,54.4,0.0,2.4,163.1,Alabama,1970,205,1588,177.0,93,23,0,1,69,1995
Hoover Police Dept,42500,5529.4,517.6,4498.8,512.9,185.9,44.7,4.7,18.8,117.6,Alabama,2350,220,1912,218.0,79,19,2,8,50,1996
Hoover Police Dept,42957,4832.7,453.9,3866.7,512.1,190.9,41.9,0.0,21.0,128.0,Alabama,2076,195,1661,220.0,82,18,0,9,55,1997
Hoover Police Dept,55693,2610.7,290.9,2084.6,235.2,149.0,37.7,0.0,25.1,86.2,Alabama,1454,162,1161,131.0,83,21,0,14,48,1998
Hoover Police Dept,59795,2085.5,275.9,1548.6,260.9,70.2,20.1,0.0,6.7,43.5,Alabama,1247,165,926,156.0,42,12,0,4,26,1999
Hoover Police Dept,62742,3037.8,387.3,2413.1,237.5,176.9,38.3,4.8,22.3,111.6,Alabama,1906,243,1514,149.0,111,24,3,14,70,2000
Hoover Police Dept,63298,2699.9,401.3,2068.0,230.7,327.0,165.9,1.6,30.0,129.5,Alabama,1709,254,1309,146.0,207,105,1,19,82,2002
Hoover Police Dept,64469,2978.2,480.9,2295.7,201.6,375.4,172.2,0.0,27.9,175.3,Alabama,1920,310,1480,130.0,242,111,0,18,113,2003
Hoover Police Dept,65495,3232.3,592.4,2337.6,302.3,210.7,35.1,4.6,22.9,148.1,Alabama,2117,388,1531,198.0,138,23,3,15,97,2004
Hoover Police Dept,68079,3490.1,448.0,2811.4,230.6,189.5,42.6,2.9,25.0,119.0,Alabama,2376,305,1914,157.0,129,29,2,17,81,2006
Hoover Police Dept,69527,3515.2,535.0,2748.6,231.6,174.0,46.0,0.0,25.9,102.1,Alabama,2444,372,1911,161.0,121,32,0,18,71,2007
Hoover Police Dept,70731,3274.4,616.4,2489.7,168.2,158.3,48.1,2.8,19.8,87.7,Alabama,2316,436,1761,119.0,112,34,2,14,62,2008
Hoover Police Dept,71919,3181.4,610.4,2450.0,121.0,122.4,45.9,2.8,12.5,61.2,Alabama,2288,439,1762,87.0,88,33,2,9,44,2009
Hoover Police Dept,81619,2662.4,486.4,2047.3,128.6,91.9,29.4,1.2,3.7,57.6,Alabama,2173,397,1671,105.0,75,24,1,3,47,2010
Hoover Police Dept,82012,2675.2,514.6,2027.8,132.9,71.9,20.7,0.0,8.5,42.7,Alabama,2194,422,1663,109.0,59,17,0,7,35,2011
Hoover Police Dept,82332,2647.8,477.3,2067.2,103.2,104.5,30.4,2.4,15.8,55.9,Alabama,2180,393,1702,85.0,86,25,2,13,46,2012
Houston County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Alabama,149,57,83,9.0,52,43,1,2,6,1984
Houston County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Alabama,142,60,73,9.0,21,19,0,1,1,1985
Houston County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Alabama,412,127,245,40.0,77,59,0,6,12,1986
Houston County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Alabama,195,70,112,13.0,21,15,3,3,0,1987
Houston County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Alabama,392,162,211,19.0,62,55,0,3,4,1988
Houston County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Alabama,397,148,222,27.0,48,34,3,6,5,1989
Houston County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Alabama,446,132,295,19.0,66,53,2,5,6,1990
Houston County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Alabama,410,122,260,28.0,51,36,3,6,6,1991
Houston County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Alabama,206,62,130,14.0,23,18,2,1,2,1992
Houston County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Alabama,329,112,194,23.0,59,50,2,2,5,1993
Houston County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Alabama,377,78,267,32.0,49,38,0,6,5,1994
Houston County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Alabama,216,77,128,11.0,34,23,1,6,4,1995
Houston County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Alabama,281,101,154,26.0,24,19,1,3,1,1996
Houston County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Alabama,276,124,137,15.0,66,60,3,0,3,1997
Houston County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Alabama,228,84,130,14.0,27,22,1,0,4,1998
Houston County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Alabama,325,119,184,22.0,51,43,0,0,8,1999
Houston County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Alabama,312,97,196,19.0,42,34,3,2,3,2000
Houston County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Alabama,371,126,228,17.0,40,34,1,1,4,2001
Houston County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Alabama,375,119,229,27.0,16,11,0,0,5,2002
Houston County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Alabama,386,128,227,31.0,18,11,1,4,2,2003
Houston County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Alabama,373,113,228,32.0,18,15,1,0,2,2004
Houston County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Alabama,469,117,312,40.0,17,11,0,1,5,2005
Houston County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Alabama,373,114,229,30.0,9,5,0,0,4,2006
Houston County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Alabama,477,100,319,58.0,12,7,3,0,2,2007
Houston County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Alabama,525,103,364,58.0,31,11,0,10,10,2008
Houston County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Alabama,642,251,374,17.0,66,40,0,16,10,2010
Houston County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Alabama,606,193,355,58.0,83,66,1,9,7,2011
Houston County Sheriff Department,0,0,0,0,0,0,0,0,0,0,Alabama,625,177,403,45.0,92,69,2,12,9,2012
Hueytown Police Dept,14954,1932.6,595.2,1156.9,180.6,173.9,80.2,0.0,13.4,80.2,Alabama,289,89,173,27.0,26,12,0,2,12,1984
Hueytown Police Dept,15069,1838.2,524.3,1214.4,99.5,165.9,132.7,0.0,6.6,26.5,Alabama,277,79,183,15.0,25,20,0,1,4,1985
Hueytown Police Dept,15335,2497.6,645.6,1656.3,195.6,286.9,182.6,0.0,6.5,97.8,Alabama,383,99,254,30.0,44,28,0,1,15,1986
Hueytown Police Dept,16685,2139.6,683.2,1318.5,137.8,377.6,275.7,0.0,6.0,95.9,Alabama,357,114,220,23.0,63,46,0,1,16,1987
Hueytown Police Dept,16748,3021.3,859.8,2048.0,113.4,316.5,220.9,0.0,0.0,95.5,Alabama,506,144,343,19.0,53,37,0,0,16,1988
Hueytown Police Dept,16564,2771.1,724.5,1781.0,265.6,392.4,235.5,0.0,6.0,150.9,Alabama,459,120,295,44.0,65,39,0,1,25,1989
Hueytown Police Dept,15280,3913.6,818.1,2768.3,327.2,713.4,503.9,0.0,45.8,163.6,Alabama,598,125,423,50.0,109,77,0,7,25,1990
Hueytown Police Dept,15463,4138.9,879.5,2897.2,362.2,588.5,355.7,6.5,19.4,206.9,Alabama,640,136,448,56.0,91,55,1,3,32,1991
Hueytown Police Dept,15640,3420.7,588.2,2442.5,390.0,607.4,517.9,6.4,6.4,76.7,Alabama,535,92,382,61.0,95,81,1,1,12,1992
Hueytown Police Dept,15957,3340.2,727.0,2231.0,382.3,513.9,382.3,0.0,18.8,112.8,Alabama,533,116,356,61.0,82,61,0,3,18,1993
Hueytown Police Dept,16078,3140.9,665.5,2127.1,348.3,466.5,335.9,6.2,12.4,112.0,Alabama,505,107,342,56.0,75,54,1,2,18,1994
Hueytown Police Dept,15549,3029.1,495.2,2212.4,321.6,334.4,263.7,6.4,12.9,51.5,Alabama,471,77,344,50.0,52,41,1,2,8,1995
Hueytown Police Dept,15622,2093.2,307.3,1549.1,236.8,185.6,147.2,0.0,6.4,32.0,Alabama,327,48,242,37.0,29,23,0,1,5,1996
Hueytown Police Dept,15790,2279.9,430.7,1589.6,259.7,196.3,158.3,0.0,6.3,31.7,Alabama,360,68,251,41.0,31,25,0,1,5,1997
Hueytown Police Dept,15184,3839.6,691.5,2772.7,375.4,467.6,329.3,6.6,13.2,118.5,Alabama,583,105,421,57.0,71,50,1,2,18,1998
