acquisition date,birth.location,birth.year,creation decade,creation year,credit,death.location,death.year,depth,gender,height,medium,name,role,thumbnail,title,url,width
1986,"London, United Kingdom",1919,1980,1982,Purchased 1986,,1984,0.0,Male,1460.0,Printed papers on paper mounted on board,"Davison, Francis",artist,,Brilliant Black,http://www.tate.org.uk/art/artworks/davison-brilliant-black-t04865,1425.0
1990,London,1781,1800,1804,Purchased 1990,"Greater London, United Kingdom",1829,0.0,Male,769.0,Oil paint on canvas,"Dawe, George",artist,http://www.tate.org.uk/art/images/work/T/T05/T05746_8.jpg,Naomi and her Daughters,http://www.tate.org.uk/art/artworks/dawe-naomi-and-her-daughters-t05746,961.0
1975,"Adelaide, Australia",1927,1970,1972,Presented by Rose and Chris Prater through the Institute of Contemporary Prints 1975,,0,0.0,Male,613.0,Screenprint on paper,"Daws, Lawrence",artist,http://www.tate.org.uk/art/images/work/P/P04/P04164_8.jpg,Pacific Eye,http://www.tate.org.uk/art/artworks/daws-pacific-eye-p04164,610.0
1988,"London, United Kingdom",1763,0,0,Transferred from the British Museum 1988,"London, United Kingdom",1804,0.0,Male,0.0,Engraving on paper,"Dayes, Edward",manner of,http://www.tate.org.uk/art/images/work/T/T06/T06416_8.jpg,"Tunbridge Priory, Kent, engraved by J. Greig",http://www.tate.org.uk/art/artworks/dayes-tunbridge-priory-kent-engraved-by-j-greig-t06416,0.0
1955,"Swansea, United Kingdom",1864,1900,1904,"Presented by Count William de Belleroche, the artist's son 1955","Southwell, United Kingdom",1944,0.0,Male,114.0,Oil paint on wood,"De Belleroche, Count Albert",artist,,Olympia de la Fontaine,http://www.tate.org.uk/art/artworks/de-belleroche-olympia-de-la-fontaine-t00003,146.0
1985,"Vlos, Ells",1888,1910,1913,"Purchased with assistance from the Art Fund (Eugene Cremetti Fund), the Carroll Donner Bequest, the Friends of the Tate Gallery and members of the public 1985","Roma, Italia",1978,0.0,Male,940.0,Oil paint on canvas,"De Chirico, Giorgio",artist,http://www.tate.org.uk/art/images/work/T/T04/T04109_8.jpg,The Uncertainty of the Poet,http://www.tate.org.uk/art/artworks/de-chirico-the-uncertainty-of-the-poet-t04109,1060.0
2004,"Paris, France",1921,1960,1965,Purchased 2004,,2012,0.0,Male,521.0,Charcoal on paper,"De Francia, Peter",artist,http://www.tate.org.uk/art/images/work/T/T11/T11826_8.jpg,Immigrant Head of an Algerian,http://www.tate.org.uk/art/artworks/de-francia-immigrant-head-of-an-algerian-t11826,640.0
1934,"London, United Kingdom",1870,1930,1934,Presented by the Trustees of the Chantrey Bequest 1934,"Wiltshire, United Kingdom",1951,0.0,Male,914.0,Wax on canvas,"De Glehn, Wilfred Gabriel",artist,http://www.tate.org.uk/art/images/work/N/N04/N04805_8.jpg,Soir Antique,http://www.tate.org.uk/art/artworks/de-glehn-soir-antique-n04805,711.0
1981,"Buckinghamshire, United Kingdom",1918,1970,1977,Presented by the Trustees of the Chantrey Bequest 1981,"London, United Kingdom",1995,0.0,Male,889.0,Oil paint on canvas,"De Grey, Sir Roger",artist,http://www.tate.org.uk/art/images/work/T/T03/T03220_8.jpg,Interior: Exterior,http://www.tate.org.uk/art/artworks/de-grey-interior-exterior-t03220,1829.0
1954,Polska,1876,1910,1914,Presented by the artist's family 1954,"London, United Kingdom",1952,17.0,Female,765.0,Oil paint on canvas,"De Karlowska, Stanislawa",artist,http://www.tate.org.uk/art/images/work/N/N06/N06239_8.jpg,Swiss Cottage,http://www.tate.org.uk/art/artworks/de-karlowska-swiss-cottage-n06239,609.0
1997,"Basel, Schweiz",1740,0,0,Purchased as part of the Opp Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,"Chiswick, United Kingdom",1812,0.0,Male,193.0,"Graphite, watercolour and ink on paper","De Loutherbourg, Philip James",attributed to,http://www.tate.org.uk/art/images/work/T/T09/T09518_8.jpg,"Peasants among Ruined Walls, Expostulating with Travellers",http://www.tate.org.uk/art/artworks/de-loutherbourg-peasants-among-ruined-walls-expostulating-with-travellers-t09518,152.0
1968,"Bowral, Australia",1894,1930,1936,Presented by Sir John Rothenstein through the Friends of the Tate Gallery 1968,"London, United Kingdom",1968,0.0,Male,1143.0,Oil paint on canvas,"De Maistre, Roy",artist,http://www.tate.org.uk/art/images/work/T/T01/T01092_8.jpg,Marriage,http://www.tate.org.uk/art/artworks/de-maistre-marriage-t01092,1524.0
1999,"London, United Kingdom",1960,1990,1997,Purchased 1999,,0,6890.0,Female,4215.0,"Steel, lead, leather, fabric, fibreboard and plastic","De Monchaux, Cathy",artist,,Never forget the power of tears,http://www.tate.org.uk/art/artworks/de-monchaux-never-forget-the-power-of-tears-t07498,190.0
1967,"West Baton Rouge, United States",1904,1950,1959,Presented by the artist through the American Federation of Arts 1967,"New York, United States",1985,381.0,Male,1391.0,Bronze,"De Rivera, Jos",artist,,Construction No. 67,http://www.tate.org.uk/art/artworks/de-rivera-construction-no-67-t00948,737.0
1997,"Stone, United Kingdom",1784,0,0,Purchased as part of the Opp Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,"London, United Kingdom",1849,0.0,Male,354.0,Graphite and watercolour on paper,"De Wint, Peter",manner of,http://www.tate.org.uk/art/images/work/T/T09/T09485_8.jpg,"View of Cromer, a Sheep in the Foreground",http://www.tate.org.uk/art/artworks/de-wint-view-of-cromer-a-sheep-in-the-foreground-t09485,252.0
1967,"Oakland, United States",1927,1960,1966,Presented anonymously through the American Federation of Arts 1967,,0,318.0,Male,610.0,Plastic,"DeLap, Tony",artist,,Modern Times II,http://www.tate.org.uk/art/artworks/delap-modern-times-ii-t00909,362.0
1996,,1710,1740,1740,"Purchased for the Tate Gallery by the Art Fund, as part of the Opp Collection 1996",,1750,0.0,Male,236.0,Graphite and watercolour on paper,"Deacon, James",artist,http://www.tate.org.uk/art/images/work/T/T08/T08256_8.jpg,Classical Landscape,http://www.tate.org.uk/art/artworks/deacon-classical-landscape-t08256,219.0
2012,"Bangor, United Kingdom",1949,2000,2005,Presented by the artist 2010,,0,2570.0,Male,3740.0,Ash and stainless steel,"Deacon, Richard",artist,,Restless,http://www.tate.org.uk/art/artworks/deacon-restless-t13426,1580.0
1940,"Liverpool, United Kingdom",1905,1930,1935,Presented by Lady Matthews 1940,,1983,0.0,Female,508.0,Oil paint on canvas,"Dean, Catherine",artist,,Sheeps Skull and Ferns,http://www.tate.org.uk/art/artworks/dean-sheeps-skull-and-ferns-n05123,406.0
2009,"Canterbury, United Kingdom",1965,1990,1995,Acquired by purchase and by gift from Erik Franck 2009,,0,0.0,Female,0.0,"Film, 16 mm, projection, black and white, and sound","Dean, Tacita",artist,,A Bag of Air,http://www.tate.org.uk/art/artworks/dean-a-bag-of-air-t12920,0.0
1988,,1819,1810,1819,Transferred from the British Museum 1988,,1819,0.0,Male,0.0,Engraving on paper,"Deeble, W.",artist,http://www.tate.org.uk/art/images/work/T/T06/T06417_8.jpg,"Part of St Augustines Monastery, Canterbury, Kent, engraved by W. Deeble",http://www.tate.org.uk/art/artworks/deeble-part-of-st-augustines-monastery-canterbury-kent-engraved-by-w-deeble-t06417,0.0
1983,"Paris, France",1834,1880,1883,Bequeathed by Mrs A.F. Kessler 1983,"Paris, France",1917,0.0,Male,700.0,Pastel on paper,"Degas, Edgar",artist,http://www.tate.org.uk/art/images/work/T/T03/T03563_8.jpg,Woman in a Tub,http://www.tate.org.uk/art/artworks/degas-woman-in-a-tub-t03563,700.0
1975,"Waterville, United States",1895,1940,1947,Presented by Patrick Seale Prints 1975,"New York, United States",1963,0.0,Male,762.0,Lithograph on paper,"Dehn, Adolf",artist,,Minnesota,http://www.tate.org.uk/art/artworks/dehn-minnesota-p01702,495.0
1973,"Zuid-Holland, Nederland",1938,1970,1973,Purchased 1973,"Gorinchem, Nederland",1974,19.0,Male,1200.0,Wood and plastic,"Dekkers, Ad",artist,http://www.tate.org.uk/art/images/work/T/T01/T01785_8.jpg,Wood Engraving No. 27,http://www.tate.org.uk/art/artworks/dekkers-wood-engraving-no-27-t01785,1200.0
1968,"Weymouth, United Kingdom",1775,1800,1803,Purchased 1968,"Oxford, United Kingdom",1863,0.0,Male,489.0,Oil paint on board,"Delamotte, William Alfred",artist,http://www.tate.org.uk/art/images/work/T/T01/T01050_8.jpg,"Waterperry, Oxfordshire",http://www.tate.org.uk/art/artworks/delamotte-waterperry-oxfordshire-t01050,324.0
1970,"Paris, France",1885,1930,1934,Purchased 1970,"Montpellier, France",1941,0.0,Male,1302.0,Oil paint on canvas,"Delaunay, Robert",artist,http://www.tate.org.uk/art/images/work/T/T01/T01233_8.jpg,Endless Rhythm,http://www.tate.org.uk/art/artworks/delaunay-endless-rhythm-t01233,1619.0
1966,"Gradizhsk, Ukrayina",1885,1960,1963,Purchased 1966,"Paris, France",1979,0.0,Female,2000.0,Oil paint on canvas,"Delaunay, Sonia",artist,,Triptych,http://www.tate.org.uk/art/artworks/delaunay-triptych-t00817,997.0
2009,"London, United Kingdom",1966,1990,1997,Presented by The Cranford Collection 2009,,0,0.0,Male,0.0,Graphite and acrylic paint on wall,"Deller, Jeremy",artist,http://www.tate.org.uk/art/images/work/T/T12/T12868_8.jpg,The History of the World,http://www.tate.org.uk/art/artworks/deller-the-history-of-the-world-t12868,0.0
1982,Belgi,1897,1940,1948,Purchased 1982,Veurne,1994,0.0,Male,950.0,Oil paint on board,"Delvaux, Paul",artist,http://www.tate.org.uk/art/images/work/T/T03/T03361_8.jpg,Leda,http://www.tate.org.uk/art/artworks/delvaux-leda-t03361,1527.0
2007,"Mnchen, Deutschland",1964,2000,2006,Presented by Tate International Council 2007,,0,0.0,Male,0.0,"5 photographs, colour, on paper","Demand, Thomas",artist,,Tavern,http://www.tate.org.uk/art/artworks/demand-tavern-p79234,0.0
1982,"Berlin, Deutschland",1947,1980,1981,Presented by the artist 1982,,0,2185.0,Male,500.0,"Blood on canvas, metal, rubber and plastic","Demnig, Gunter",artist,http://www.tate.org.uk/art/images/work/T/T03/T03421_8.jpg,Blood Trail (Kassel/London),http://www.tate.org.uk/art/artworks/demnig-blood-trail-kassellondon-t03421,800.0
1997,,1796,0,0,Purchased as part of the Opp Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1858,0.0,Male,111.0,"Graphite, watercolour and ink on paper","Denham, John Charles",artist,http://www.tate.org.uk/art/images/work/T/T10/T10449_8.jpg,"Dieppe Castle, after Cotman",http://www.tate.org.uk/art/artworks/denham-dieppe-castle-after-cotman-t10449,142.0
1997,"London, United Kingdom",1963,1990,1992,Acquired by purchase and gift from Charles Booth-Clibborn in memory of Joshua Compston 1997,,0,0.0,Male,687.0,Screenprint on paper,"Denis, Dominic",artist,,Untitled,http://www.tate.org.uk/art/artworks/denis-untitled-p77925,598.0
1997,"Altona, Deutschland",1685,1720,1723,Purchased with assistance from the Art Fund 1997,"Rostock, Deutschland",1749,0.0,Male,630.0,Oil paint on canvas,"Denner, Balthasar",artist,http://www.tate.org.uk/art/images/work/T/T07/T07322_8.jpg,A Girl in a Straw Hat,http://www.tate.org.uk/art/artworks/denner-a-girl-in-a-straw-hat-t07322,766.0
1992,"Colchester, United Kingdom",1958,1980,1985,Presented by Charles Saatchi 1992,,0,0.0,Male,915.0,Oil paint on canvas,"Dennis, Jeffrey",artist,http://www.tate.org.uk/art/images/work/T/T06/T06531_8.jpg,The Confinement of Richard Dadd,http://www.tate.org.uk/art/artworks/dennis-the-confinement-of-richard-dadd-t06531,980.0
1974,"Abinger, United Kingdom",1930,1970,1971,Purchased 1974,,2014,0.0,Male,5182.0,Oil paint on canvas,"Denny, Robyn",artist,http://www.tate.org.uk/art/images/work/T/T01/T01919_8.jpg,Glass I. From Here,http://www.tate.org.uk/art/artworks/denny-glass-i-from-here-t01919,2743.0
1975,"Birmingham, United Kingdom",1931,1970,1970,Presented by Curwen Studio through the Institute of Contemporary Prints 1975,,0,0.0,Male,514.0,Lithograph on paper,"Dentith, Henry",artist,,Still Life,http://www.tate.org.uk/art/artworks/dentith-still-life-p06109,702.0
1987,"Chatou, France",1880,1930,1939,Purchased 1987,"Garches, France",1954,0.0,Male,1238.0,Oil paint on canvas,"Derain, Andr",artist,http://www.tate.org.uk/art/images/work/T/T04/T04923_8.jpg,The Painter and his Family,http://www.tate.org.uk/art/artworks/derain-the-painter-and-his-family-t04923,1765.0
1976,"London, United Kingdom",1611,1630,1636,"Purchased with assistance from the Friends of the Tate Gallery, the Art Fund and the Pilgrim Trust 1976",,1675,0.0,Male,2762.0,Oil paint on canvas,"Des Granges, David",artist,http://www.tate.org.uk/art/images/work/T/T02/T02020_8.jpg,The Saltonstall Family,http://www.tate.org.uk/art/artworks/des-granges-the-saltonstall-family-t02020,2140.0
1982,"Montauban, France",1894,1950,1950,Presented by Mme Souza Desnoyer 1982,"Perpignan, France",1972,0.0,Male,1619.0,Oil paint on canvas,"Desnoyer, Franois",artist,,Large Port of Ste,http://www.tate.org.uk/art/artworks/desnoyer-large-port-of-sete-t03406,1140.0
1938,"Mont-de-Marsan, France",1874,1930,1934,Presented by the Art Fund 1938,"Paris, France",1946,349.0,Male,451.0,Bronze,"Despiau, Charles",artist,,Miss Schulte,http://www.tate.org.uk/art/artworks/despiau-miss-schulte-n04932,505.0
1959,"Bromley, United Kingdom",1911,1940,1942,Presented by the Trustees of the Chantrey Bequest 1959,"London, United Kingdom",1958,0.0,Male,635.0,Oil paint on canvas,"Devas, Anthony",artist,http://www.tate.org.uk/art/images/work/T/T00/T00279_8.jpg,Mrs Dylan Thomas,http://www.tate.org.uk/art/artworks/devas-mrs-dylan-thomas-t00279,762.0
1919,"Charlottesville, United States",1827,1850,1850,Purchased 1919,"London, United Kingdom",1854,0.0,Male,292.0,Ink and graphite on paper,"Deverell, Walter Howell",artist,http://www.tate.org.uk/art/images/work/N/N03/N03429_8.jpg,Study for Twelfth Night,http://www.tate.org.uk/art/artworks/deverell-study-for-twelfth-night-n03429,216.0
1997,"Preston, United Kingdom",1729,0,0,Purchased as part of the Opp Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,"Surrey, United Kingdom",1816,0.0,Male,224.0,"Graphite, watercolour and ink on paper","Devis, Anthony",artist,http://www.tate.org.uk/art/images/work/T/T09/T09597_8.jpg,Park Scene with House and Cottage,http://www.tate.org.uk/art/artworks/devis-park-scene-with-house-and-cottage-t09597,158.0
1980,"Preston, United Kingdom",1711,1730,1738,Purchased 1980,"Brighton, United Kingdom",1787,0.0,Male,1746.0,Oil paint on canvas,"Devis, Arthur",artist,http://www.tate.org.uk/art/images/work/T/T03/T03103_8.jpg,Breaking-Up Day at Dr Claytons School at Salford,http://www.tate.org.uk/art/artworks/devis-breaking-up-day-at-dr-claytons-school-at-salford-t03103,1207.0
1997,,1708,1710,1719,Purchased as part of the Opp Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1752,0.0,Male,323.0,Ink and watercolour on paper,"Devoto, John",artist,http://www.tate.org.uk/art/images/work/T/T09/T09284_8.jpg,Decoration for a Staircase,http://www.tate.org.uk/art/artworks/devoto-decoration-for-a-staircase-t09284,239.0
2004,"Comodoro Rivadavia, Argentina",1975,2000,2001,Presented by the Latin American Acquisitions Committee 2003,,0,0.0,Male,0.0,"Video, projection, colour and sound","Diaz Morales, Sebastian",artist,http://www.tate.org.uk/art/images/work/T/T11/T11803_8.jpg,"15,000,000 Parachutes",http://www.tate.org.uk/art/artworks/diaz-morales-15000000-parachutes-t11803,0.0
1973,"Weert, Nederland",1941,1970,1971,Purchased 1973,,0,0.0,Male,998.0,"12 photographs, colour, on paper on paper","Dibbets, Jan",artist,http://www.tate.org.uk/art/images/work/T/T01/T01745_8.jpg,Panorama Dutch Mountain 12 x 15 Sea II A,http://www.tate.org.uk/art/artworks/dibbets-panorama-dutch-mountain-12-x-15-sea-ii-a-t01745,751.0
1981,"Glasgow, United Kingdom",1878,0,0,Presented by the artist's widow 1981,"London, United Kingdom",1961,127.0,Male,190.0,Bronze,"Dick, Sir William Reid",artist,http://www.tate.org.uk/art/images/work/T/T03/T03333_8.jpg,Sketch for Memorial Group,http://www.tate.org.uk/art/artworks/dick-sketch-for-memorial-group-t03333,194.0
1997,,1972,1990,1995,Presented anonymously 1997,,0,0.0,Male,0.0,"Video, monitor, colour and sound","Dickenson, Mark",artist,,Untitled (Clothes),http://www.tate.org.uk/art/artworks/dickenson-untitled-clothes-t07316,0.0
1900,"London, United Kingdom",1853,1900,1900,Presented by the Trustees of the Chantrey Bequest 1900,"London, United Kingdom",1928,0.0,Male,1823.0,Oil paint on canvas,"Dicksee, Sir Frank",artist,http://www.tate.org.uk/art/images/work/N/N01/N01839_8.jpg,The Two Crowns,http://www.tate.org.uk/art/artworks/dicksee-the-two-crowns-n01839,2311.0
1982,"Portland, United States",1922,1970,1978,Purchased 1982,"Berkeley, United States",1993,0.0,Male,200.0,"Etching, aquatint and drypoint on paper","Diebenkorn, Richard",artist,http://www.tate.org.uk/art/images/work/P/P07/P07644_8.jpg,#4,http://www.tate.org.uk/art/artworks/diebenkorn-4-p07644,277.0
2009,"Jnkping, Sverige",1937,1980,1988,"Presented by Jannick Thiroux and family, Paris 2009","Paris, France",2002,0.0,Male,0.0,Bronze and wax,"Dietman, Erik",artist,,The Turkish Proverb,http://www.tate.org.uk/art/artworks/dietman-the-turkish-proverb-t12875,0.0
1911,,1822,1850,1852,Presented by subscribers 1911,"Hampstead, United Kingdom",1853,0.0,Male,756.0,Watercolour on paper,"Dighton, William Edward",artist,http://www.tate.org.uk/art/images/work/N/N02/N02855_8.jpg,Jerusalem,http://www.tate.org.uk/art/artworks/dighton-jerusalem-n02855,429.0
1999,"Sittard, Nederland",1959,1990,1992,"Purchased with assistance from the American Fund for the Tate Gallery, courtesy of Mr and Mrs Robert Bransten 1999",,0,0.0,Female,1070.0,"Photograph, colour, Chromogenic print, on paper","Dijkstra, Rineke",artist,http://www.tate.org.uk/art/images/work/P/P78/P78330_8.jpg,"Kolobrzeg, Poland, July 26 1992",http://www.tate.org.uk/art/artworks/dijkstra-kolobrzeg-poland-july-26-1992-p78330,1370.0
1983,,1941,1960,1967,Transferred from the Victoria & Albert Museum 1983,,0,460.0,Male,730.0,Perspex,"Dillon, Michael",artist,,Op Structure,http://www.tate.org.uk/art/artworks/dillon-op-structure-t03718,680.0
2002,"Wigan, United Kingdom",1931,1990,1997,Presented anonymously 2002,,0,160.0,Male,148.0,Wood,"Dilworth, Norman",artist,http://www.tate.org.uk/art/images/work/T/T07/T07927_8.jpg,Ninefold,http://www.tate.org.uk/art/artworks/dilworth-ninefold-t07927,591.0
1960,"Paris, France",1925,1950,1956,Presented by the Contemporary Art Society 1960,"Paris, France",1974,0.0,Male,1619.0,Oil paint on canvas,"Dimitrienko, Pierre",artist,,The Petrified Forest,http://www.tate.org.uk/art/artworks/dimitrienko-the-petrified-forest-t00325,1302.0
2009,"Sarajevo, Bosna i Hercegovina",1948,2000,2006,Presented anonymously 2009,,0,0.0,Male,0.0,"Video, monitor, colour and sound","Dimitrijevic, Braco",artist,,Resurrection of Alchemists,http://www.tate.org.uk/art/artworks/dimitrijevic-resurrection-of-alchemists-t12866,0.0
1984,"Cincinnati, United States",1935,1980,1983,Presented anonymously 1984,,0,356.0,Male,1778.0,Bronze,"Dine, Jim",artist,,The House (Heart),http://www.tate.org.uk/art/artworks/dine-the-house-heart-t03849,1778.0
1929,"Huddersfield, United Kingdom",1894,1920,1929,Presented by the Trustees of the Chantrey Bequest 1929,,1983,0.0,Male,468.0,Tempera on wood,"Dinkel, Ernest M.",artist,,The Deluge,http://www.tate.org.uk/art/artworks/dinkel-the-deluge-n04477,472.0
2012,"New Bedford, United States",1961,2000,2005,Presented anonymously 2011,,0,3710.0,Male,8250.0,"Painted wooden building with asphalt shingle roof, cement blocks, glass, lamps, textiles, books, taxidermy, electrical a","Dion, Mark",artist,,The Curiosity Shop,http://www.tate.org.uk/art/artworks/dion-the-curiosity-shop-t13603,3950.0
1984,"Solothurn, Schweiz",1949,1980,1984,Purchased 1984,"Genve, Schweiz",1996,0.0,Male,2730.0,Charcoal on paper,"Disler, Martin",artist,,Untitled,http://www.tate.org.uk/art/artworks/disler-untitled-t03862,1354.0
1978,"Gravesend, United Kingdom",1885,1930,1937,Presented by Quentin Stevenson in memory of Catherine Giles and R.H.M. Ody 1978,,1939,0.0,Female,657.0,Tempera on board,"Dismorr, Jessica",artist,http://www.tate.org.uk/art/images/work/T/T02/T02322_8.jpg,Related Forms,http://www.tate.org.uk/art/artworks/dismorr-related-forms-t02322,556.0
2004,"Santiago, Chile",1943,1990,1993,"Presented by the Latin American Acquisitions Committee, with funds provided by the American Fund for the Tate Gallery 2004",,0,0.0,Male,0.0,"Oil paint, charcoal and screenprint on 6 fabrics","Dittborn, Eugenio",artist,http://www.tate.org.uk/art/images/work/T/T11/T11828_8.jpg,To Return (RTM) Airmail Painting No.103,http://www.tate.org.uk/art/artworks/dittborn-to-return-rtm-airmail-painting-no103-t11828,0.0
1891,"Watford, United Kingdom",1861,1890,1891,Presented by the Trustees of the Chantrey Bequest 1891,"Finchley, United Kingdom",1942,0.0,Male,1181.0,Watercolour on paper,"Dixon, Harry",artist,,Lions,http://www.tate.org.uk/art/artworks/dixon-lions-n01705,648.0
1984,,1784,0,0,Purchased 1984,,1834,0.0,Male,141.0,Oil paint on paper mounted onto board,"Dixon, William",artist,http://www.tate.org.uk/art/images/work/T/T03/T03856_8.jpg,Hops,http://www.tate.org.uk/art/artworks/dixon-hops-t03856,116.0
1991,"London, United Kingdom",1888,1920,1927,Presented by the Trustees of the Chantrey Bequest 1991,"London, United Kingdom",1963,240.0,Male,292.0,Bronze,"Dobson, Frank",artist,,Mary,http://www.tate.org.uk/art/artworks/dobson-mary-t06496,330.0
1992,"London, United Kingdom",1611,1630,1635,Purchased 1992,"London, United Kingdom",1646,0.0,Male,457.0,Oil paint on canvas,"Dobson, William",artist,http://www.tate.org.uk/art/images/work/T/T06/T06640_8.jpg,Portrait of the Artists Wife,http://www.tate.org.uk/art/artworks/dobson-portrait-of-the-artists-wife-t06640,610.0
1982,,1817,1850,1856,Purchased 1982,,1898,0.0,Male,900.0,Oil paint on canvas,"Dobson, William Charles Thomas",artist,http://www.tate.org.uk/art/images/work/T/T03/T03448_8.jpg,The Child Jesus Going Down with His Parents to Nazareth,http://www.tate.org.uk/art/artworks/dobson-the-child-jesus-going-down-with-his-parents-to-nazareth-t03448,1090.0
1995,"Holyhead, United Kingdom",1874,1910,1914,Transferred from the Library 1995,"Blackheath, United Kingdom",1949,0.0,Male,222.0,Drypoint on paper,"Dodd, Francis",artist,http://www.tate.org.uk/art/images/work/T/T07/T07026_8.jpg,Charles Aitken,http://www.tate.org.uk/art/artworks/dodd-charles-aitken-t07026,362.0
1999,"Murree, Pakistan",1890,1950,1950,"Presented by Stephen Dodgson and Ann Harvey, the artist's children 1999",,1969,0.0,Male,291.0,"Ink, chalk and graphite. Verso: ink, chalk and graphite on paper","Dodgson, John",artist,http://www.tate.org.uk/art/images/work/T/T07/T07569_8.jpg,Studies for Market Place. Verso: Studies for Market Place,http://www.tate.org.uk/art/artworks/dodgson-studies-for-market-place-verso-studies-for-market-place-t07569,287.0
1982,"Utrecht, Nederland",1883,1920,1925,Purchased 1982,"Davos, Schweiz",1931,0.0,Male,500.0,Oil paint on canvas,"Doesburg, Theo van",artist,http://www.tate.org.uk/art/images/work/T/T03/T03374_8.jpg,Counter-Composition VI,http://www.tate.org.uk/art/artworks/doesburg-counter-composition-vi-t03374,500.0
2010,"Derrybrien, ire",1959,2000,2007,Presented by Tate Members 2009,,0,0.0,Male,0.0,"Video, high definition, projection, colour and sound (stereo)","Doherty, Willie",artist,http://www.tate.org.uk/art/images/work/T/T12/T12957_8.jpg,Ghost Story,http://www.tate.org.uk/art/artworks/doherty-ghost-story-t12957,0.0
2013,"Edinburgh, United Kingdom",1959,2000,2008,Presented by the artist 2013,,0,0.0,Male,685.0,Oil paint on paper,"Doig, Peter",artist,,Untitled,http://www.tate.org.uk/art/artworks/doig-untitled-t13758,505.0
1975,Magyarorszg,1907,1970,1975,Presented by the artist through the Institute of Contemporary Prints 1975,,1992,0.0,Male,362.0,Woodcut on paper,"Domjan, Joseph",artist,http://www.tate.org.uk/art/images/work/P/P01/P01396_8.jpg,Pink Sunset Cloud,http://www.tate.org.uk/art/artworks/domjan-pink-sunset-cloud-p01396,473.0
2006,"Wednesbury, United Kingdom",1939,1980,1980,Purchased 2006,,0,0.0,Female,362.0,Graphite and acrylic on paper,"Donagh, Rita",artist,http://www.tate.org.uk/art/images/work/T/T12/T12291_8.jpg,shadow of six counties (c),http://www.tate.org.uk/art/artworks/donagh-shadow-of-six-counties-c-t12291,360.0
1899,"London, United Kingdom",1840,1880,1889,Presented by Miss Louisa Twining 1899,,1919,0.0,Male,311.0,Watercolour on paper,"Donaldson, Andrew Brown",artist,http://www.tate.org.uk/art/images/work/N/N01/N01723_8.jpg,"Puente San Martin, Toledo",http://www.tate.org.uk/art/artworks/donaldson-puente-san-martin-toledo-n01723,641.0
1963,"Godalming, United Kingdom",1939,1960,1962,Purchased 1963,,0,22.0,Male,1533.0,Oil paint and alkyd paint on canvas,"Donaldson, Antony",artist,http://www.tate.org.uk/art/images/work/T/T00/T00590_8.jpg,Take Five,http://www.tate.org.uk/art/artworks/donaldson-take-five-t00590,1528.0
2005,"San Francisco, United States",1974,2000,2003,Purchased 2005 ,,0,0.0,Female,0.0,Audio,"Donnelly, Trisha",artist,,Untitled,http://www.tate.org.uk/art/artworks/donnelly-untitled-t12027,0.0
1966,"Roma, Italia",1927,1960,1965,Purchased 1966,,2005,0.0,Male,2349.0,Oil paint on canvas,"Dorazio, Piero",artist,http://www.tate.org.uk/art/images/work/T/T00/T00804_8.jpg,Very Sharp,http://www.tate.org.uk/art/artworks/dorazio-very-sharp-t00804,1556.0
1997,"Tel Aviv-Yafo, Yisra'el",1967,1990,1994,Presented by Charles Booth-Clibborn in memory of Joshua Compston 1997,,0,0.0,Male,470.0,Letterpress on paper,"Doron, Itai",artist,http://www.tate.org.uk/art/images/work/P/P11/P11425_8.jpg,[no title],http://www.tate.org.uk/art/artworks/doron-no-title-p11425,612.0
1978,Belgi,1922,1970,1975,Presented by the Asger Jorn Foundation 1978,,1979,0.0,Male,733.0,Lithograph on paper,"Dotremont, Christian",artist,http://www.tate.org.uk/art/images/work/P/P03/P03247_8.jpg,[no title],http://www.tate.org.uk/art/artworks/dotremont-no-title-p03247,492.0
1971,"Perugia, Italia",1884,1910,1910,Presented by the artist 1971,"Perugia, Italia",1977,0.0,Male,695.0,Oil paint on canvas,"Dottori, Gerardo",artist,http://www.tate.org.uk/art/images/work/T/T01/T01336_8.jpg,Explosion of Red on Green,http://www.tate.org.uk/art/artworks/dottori-explosion-of-red-on-green-t01336,492.0
1983,"Maldon, United Kingdom",1947,1960,1964,Transferred from the Victoria & Albert Museum 1983,,0,70.0,Male,130.0,Bronze,"Doubleday, John",artist,http://www.tate.org.uk/art/images/work/T/T03/T03722_8.jpg,Maquette for Building Blocks,http://www.tate.org.uk/art/artworks/doubleday-maquette-for-building-blocks-t03722,270.0
1939,"York, United Kingdom",1757,1780,1780,Purchased 1939,"Lisboa, Portugal",1782,0.0,Male,1041.0,Oil paint on canvas,"Doughty, William",attributed to,http://www.tate.org.uk/art/images/work/N/N05/N05598_8.jpg,Caricature Group,http://www.tate.org.uk/art/artworks/doughty-caricature-group-n05598,775.0
