acquisition date,birth.location,birth.year,creation decade,creation year,credit,death.location,death.year,depth,gender,height,medium,name,role,thumbnail,title,url,width
1997,"Bristol, United Kingdom",1822,0,0,Purchased as part of the Opp Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,"London, United Kingdom",1895,0.0,Male,357.0,"Graphite, watercolour and gouache on paper","Fripp, Alfred Downing",artist,http://www.tate.org.uk/art/images/work/T/T09/T09404_8.jpg,Capri; a Peasant Woman in a Mountainous Landscape,http://www.tate.org.uk/art/artworks/fripp-capri-a-peasant-woman-in-a-mountainous-landscape-t09404,255.0
1997,,1813,0,0,Purchased as part of the Opp Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1896,0.0,Male,443.0,Graphite and watercolour on paper,"Fripp, George Arthur",artist,http://www.tate.org.uk/art/images/work/T/T09/T09573_8.jpg,View of Clifton Gorge,http://www.tate.org.uk/art/artworks/fripp-view-of-clifton-gorge-t09573,299.0
1955,"Ripon, United Kingdom",1819,1840,1842,Bequeathed by Mrs E.J. Thwaites 1955,"London, United Kingdom",1909,0.0,Male,216.0,Oil paint on wood,"Frith, William Powell",artist,http://www.tate.org.uk/art/images/work/T/T00/T00041_8.jpg,Dolly Varden,http://www.tate.org.uk/art/artworks/frith-dolly-varden-t00041,273.0
1996,"Saint-Mand, France",1949,1990,1991,Purchased with assistance from the Patrons of New Art through the Tate Gallery Foundation 1996,,0,0.0,Male,3615.0,Acrylic paint on canvas,"Frize, Bernard",artist,http://www.tate.org.uk/art/images/work/T/T07/T07079_8.jpg,Spitz,http://www.tate.org.uk/art/artworks/frize-spitz-t07079,2545.0
1978,"Gross Enzersdorf, sterreich",1934,1970,1975,Transferred from the Library 1978,"Wien, sterreich",2007,0.0,Male,140.0,Intaglio print on paper,"Frohner, Adolf",artist,,Looking Up to the Woman,http://www.tate.org.uk/art/artworks/frohner-looking-up-to-the-woman-p08016,178.0
2010,"Royal Leamington Spa, United Kingdom",1915,1950,1956,Presented by Elizabeth Knowles 2009,"Hayle, United Kingdom",2003,0.0,Male,140.0,Graphite on paper,"Frost, Sir Terry",artist,http://www.tate.org.uk/art/images/work/T/T12/T12994_8.jpg,Leeds Landscape,http://www.tate.org.uk/art/artworks/frost-leeds-landscape-t12994,562.0
1955,"London, United Kingdom",1810,0,0,Purchased 1955,"London, United Kingdom",1877,0.0,Male,229.0,Oil paint on board,"Frost, William Edward",artist,http://www.tate.org.uk/art/images/work/T/T00/T00047_8.jpg,Meditation,http://www.tate.org.uk/art/artworks/frost-meditation-t00047,292.0
1999,"London, United Kingdom",1926,1950,1953,Presented by the artist 1999,,0,22.0,Male,1220.0,Oil paint on hardboard,"Froy, Martin",artist,http://www.tate.org.uk/art/images/work/T/T07/T07554_8.jpg,Seated Nude,http://www.tate.org.uk/art/artworks/froy-seated-nude-t07554,1524.0
1981,"Theydon Bois, United Kingdom",1927,1980,1980,Presented anonymously through the Friends of the Tate Gallery 1981,,0,0.0,Male,1372.0,Oil paint on canvas,"Fry, Anthony",artist,http://www.tate.org.uk/art/images/work/T/T03/T03282_8.jpg,Nude X,http://www.tate.org.uk/art/artworks/fry-nude-x-t03282,1016.0
1975,"London, United Kingdom",1866,1910,1914,"Presented by Mrs Pamela Diamand, the artist's daughter 1975","London, United Kingdom",1934,0.0,Male,270.0,Oil paint and bus tickets on wood,"Fry, Roger",artist,http://www.tate.org.uk/art/images/work/T/T01/T01957_8.jpg,Essay in Abstract Design,http://www.tate.org.uk/art/artworks/fry-essay-in-abstract-design-t01957,362.0
1990,ire,1710,1740,1746,Purchased 1990,,1762,0.0,Male,1016.0,Oil paint on canvas,"Frye, Thomas",artist,http://www.tate.org.uk/art/images/work/T/T05/T05784_8.jpg,Henry Crispe of the Custom House,http://www.tate.org.uk/art/artworks/frye-henry-crispe-of-the-custom-house-t05784,1243.0
1935,"Grenoble, France",1879,1900,1908,Presented by P.M. Turner 1935,"Vannes, France",1954,0.0,Male,1308.0,Oil paint on canvas,"Frlaut, Jean",artist,http://www.tate.org.uk/art/images/work/N/N04/N04797_8.jpg,Wedding Feast in Brittany,http://www.tate.org.uk/art/artworks/frelaut-wedding-feast-in-brittany-n04797,895.0
1910,"Wien, sterreich",1866,1900,1903,Presented by Lord Duveen 1910,"New York, United States",1929,0.0,Male,1060.0,Oil paint on canvas,"Fuchs, Emil",artist,http://www.tate.org.uk/art/images/work/N/N05/N05999_8.jpg,Sir Joseph Duveen,http://www.tate.org.uk/art/artworks/fuchs-sir-joseph-duveen-n05999,1676.0
2013,,1927,1960,1963,Purchased using funds provided by the 2012 Outset / Frieze Art Fair Fund to benefit the Tate Collection 2013,,1997,0.0,Female,965.0,Oil paint on canvas,"Fukushima, Hideko",artist,http://www.tate.org.uk/art/images/work/T/T13/T13787_8.jpg,Arc 8,http://www.tate.org.uk/art/artworks/fukushima-arc-8-t13787,965.0
1981,"Sheffield, United Kingdom",1923,1950,1958,Presented by the Trustees of the Chantrey Bequest 1981,,1973,381.0,Male,419.0,Bronze,"Fullard, George",artist,http://www.tate.org.uk/art/images/work/T/T03/T03218_8.jpg,Infant with Flower,http://www.tate.org.uk/art/artworks/fullard-infant-with-flower-t03218,762.0
1955,"Greifswald, Deutschland",1606,1660,1660,Purchased 1955,"Dresden, Deutschland",1672,0.0,Male,1022.0,Oil paint on canvas,"Fuller, Isaac",artist,http://www.tate.org.uk/art/images/work/T/T00/T00056_8.jpg,Portrait of an Unknown Man,http://www.tate.org.uk/art/artworks/fuller-portrait-of-an-unknown-man-t00056,1245.0
1965,"Pittsburgh, United States",1914,1960,1964,Presented by Emerson Crocker through the Friends of the Tate Gallery 1965,,2006,38.0,Female,914.0,"Plastic threads, wood, fabric and metal","Fuller, Sue",artist,,String Composition 128,http://www.tate.org.uk/art/artworks/fuller-string-composition-128-t00757,914.0
1955,"Leicester, United Kingdom",1845,1900,1901,Bequeathed by Mrs E.J. Thwaites 1955,,1908,0.0,Male,251.0,Graphite on paper,"Fulleylove, John",artist,http://www.tate.org.uk/art/images/work/N/N03/N03568_8.jpg,"South Entrance, Church of the Holy Sepulchre, Jerusalem",http://www.tate.org.uk/art/artworks/fulleylove-south-entrance-church-of-the-holy-sepulchre-jerusalem-n03568,352.0
2003,"London, United Kingdom",1946,1990,1999,Purchased 2003,,0,0.0,Male,1120.0,"2 photographs, black and white, on paper with dry transfert print mounted onto paper","Fulton, Hamish",artist,,"Raven, Japan",http://www.tate.org.uk/art/artworks/fulton-raven-japan-t07999,1400.0
2010,"Woking, United Kingdom",1944,2000,2009,Purchased 2010,,0,70.0,Male,1900.0,"Metal, wire, speakers and recorded voice","Furlong, William",artist,,POSSIBILITY & IMPOSSIBILITY OF FIXING MEANING Frame 1: I Remember Having a Conversation with Liam Gillick,http://www.tate.org.uk/art/artworks/furlong-possibility-impossibility-of-fixing-meaning-frame-1-i-remember-having-a-t13231,1270.0
1963,"Staines, United Kingdom",1868,1890,1893,"Bequeathed by Mary Elizabeth, Lady Hudson 1963","Camberley, United Kingdom",1904,0.0,Male,705.0,Oil paint on canvas,"Furse, Charles Wellington",artist,http://www.tate.org.uk/art/images/work/T/T00/T00615_8.jpg,Field-Marshal Earl Roberts on his Charger Vonolel,http://www.tate.org.uk/art/artworks/furse-field-marshal-earl-roberts-on-his-charger-vonolel-t00615,914.0
1997,"Zrich, Schweiz",1741,1790,1791,Purchased as part of the Opp Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,"London, United Kingdom",1825,0.0,Male,198.0,"Graphite, chalk and watercolour on paper","Fuseli, Henry",artist,http://www.tate.org.uk/art/images/work/T/T10/T10440_8.jpg,"Charis Phykomen. Verso: Head of a Woman, Unfinished",http://www.tate.org.uk/art/artworks/fuseli-charis-phykomene-verso-head-of-a-woman-unfinished-t10440,280.0
1962,"Southampton, United Kingdom",1927,1960,1961,Purchased 1962,,1974,0.0,Male,460.0,Oil paint and paper on canvas mounted onto board,"Fussell, Michael",artist,http://www.tate.org.uk/art/images/work/T/T00/T00477_8.jpg,Skywards,http://www.tate.org.uk/art/artworks/fussell-skywards-t00477,460.0
1925,"Pune, Bharat",1880,1910,1914,Presented by the State of Bhavnagar 1925,"Karachi, Pakistan",1964,0.0,Male,292.0,"Watercolour, gouache and ink on paper","Fyzee-Rahamin, Samuel",artist,,A Rajput Sirdar,http://www.tate.org.uk/art/artworks/fyzee-rahamin-a-rajput-sirdar-n04096,495.0
1996,"Schwaben, Deutschland",1952,1980,1986,Presented by Janet Wolfson de Botton 1996,,0,0.0,Male,1200.0,"Photograph, gelatin silver print on paper","Frg, Gnther",artist,,"The 28 October Childrens Holiday Camp, Marina di Massa",http://www.tate.org.uk/art/artworks/forg-the-28-october-childrens-holiday-camp-marina-di-massa-t07174,1800.0
2001,"Johannesburg, South Africa",1959,1990,1998,Presented by the artist 2001,,0,0.0,Male,260.0,Screenprint on paper,"Gabie, Neville",artist,http://www.tate.org.uk/art/images/work/P/P20/P20215_8.jpg,La Partie est Joue,http://www.tate.org.uk/art/artworks/gabie-la-partie-est-jouee-p20215,380.0
1995,"Klimovichi, Belarus",1890,1960,1964,Purchased 1995,"Waterbury, United States",1977,460.0,Male,410.0,Stone,"Gabo, Naum",artist,http://www.tate.org.uk/art/images/work/T/T06/T06992_8.jpg,Red Stone,http://www.tate.org.uk/art/artworks/gabo-red-stone-t06992,210.0
2008,"Sudbury, United Kingdom",1727,1740,1747,"Bequeathed by Simon Sainsbury 2006, accessioned 2008","London, United Kingdom",1788,0.0,Male,710.0,Oil paint on canvas,"Gainsborough, Thomas",artist,http://www.tate.org.uk/art/images/work/T/T12/T12609_8.jpg,Mr and Mrs Carter,http://www.tate.org.uk/art/artworks/gainsborough-mr-and-mrs-carter-t12609,912.0
1955,"London, United Kingdom",1823,1850,1857,Purchased 1955,,1909,0.0,Male,171.0,Oil paint on mahogany,"Gale, William",artist,http://www.tate.org.uk/art/images/work/T/T00/T00045_8.jpg,The Confidante,http://www.tate.org.uk/art/artworks/gale-the-confidante-t00045,248.0
2004,"Glasgow, United Kingdom",1963,1990,1991,Presented by an anonymous donor 2004,,0,25.0,Female,5350.0,"2000 gerberas, glass, metal and rubber","Gallaccio, Anya",artist,http://www.tate.org.uk/art/images/work/T/T11/T11829_8.jpg,preserve beauty,http://www.tate.org.uk/art/artworks/gallaccio-preserve-beauty-t11829,2600.0
2013,"Providence, United States",1965,2000,2003,"Presented by the American Fund for the Tate Gallery, courtesy of the American Acquisitions Committee 2012",,0,0.0,Female,0.0,"Film, 16mm, 7 projections","Gallagher, Ellen",artist,http://www.tate.org.uk/art/images/work/T/T13/T13713_8.jpg,Murmur,http://www.tate.org.uk/art/artworks/gallagher-cleijne-murmur-t13713,0.0
2009,"Lima, Per",1972,2000,2006,"Purchased with funds provided by the American Patrons of Tate, courtesy of the Latin American Acquisitions Committee 2009 ",,0,0.0,Female,1620.0,Oil paint on canvas,"Gamarra, Sandra",artist,http://www.tate.org.uk/art/images/work/T/T12/T12959_8.jpg,Page 70,http://www.tate.org.uk/art/artworks/gamarra-page-70-t12959,1950.0
2013,"Chester, United Kingdom",1976,2010,2012,Presented by Tate Patrons 2013,,0,0.0,Male,0.0,Perspex,"Gander, Ryan",artist,,Associative Ghost Template #2,http://www.tate.org.uk/art/artworks/gander-associative-ghost-template-2-t13731,0.0
2010,"La Habana, Cuba",1967,2000,2009,"Purchased with funds provided by the American Patrons of Tate, courtesy of the Latin American Acquisitions Committee 2010 ",,0,0.0,Male,0.0,"Hand cut book, wood and glass","Garaicoa, Carlos",artist,,"The point, the line and the plan",http://www.tate.org.uk/art/artworks/garaicoa-the-point-the-line-and-the-plan-t13236,0.0
1930,"Hackney, United Kingdom",1876,1930,1930,Presented by the Trustees of the Chantrey Bequest 1930,"Westscott, United Kingdom",1957,178.0,Male,210.0,Ivory,"Garbe, Richard",artist,,Autumn,http://www.tate.org.uk/art/artworks/garbe-autumn-n04549,914.0
2009,"Monclova, Mxico",1975,2000,2004,Purchased 2009,,0,0.0,Male,0.0,"Slide, 35 mm, 50 slides, 2 projections, black and white","Garcia Torres, Mario",artist,,What Happens in Halifax Stays in Halifax (In 36 Slides),http://www.tate.org.uk/art/artworks/garcia-torres-what-happens-in-halifax-stays-in-halifax-in-36-slides-t12888,0.0
1964,"Blackburn, United Kingdom",1891,1950,1956,Presented by the artist's family 1964,,1960,0.0,Male,357.0,Oil paint on canvas,"Gardiner, Clive",artist,http://www.tate.org.uk/art/images/work/T/T00/T00675_8.jpg,"Churchyard, Old Town, St Marys IV",http://www.tate.org.uk/art/artworks/gardiner-churchyard-old-town-st-marys-iv-t00675,254.0
1938,"Kendal, United Kingdom",1750,0,0,Purchased 1938,"London, United Kingdom",1805,0.0,Male,698.0,Oil paint on canvas,"Gardner, Daniel",artist,http://www.tate.org.uk/art/images/work/N/N04/N04954_8.jpg,Portrait of a Lady,http://www.tate.org.uk/art/artworks/gardner-portrait-of-a-lady-n04954,895.0
1985,"Los Angeles, United States",1955,1980,1985,Presented by Mr Frederic Mueller through the American Federation of Arts 1985,,0,43.0,Male,1860.0,Acrylic paint on 2 canvases,"Garet, Jedd",artist,http://www.tate.org.uk/art/images/work/T/T04/T04127_8.jpg,To Rule the World,http://www.tate.org.uk/art/artworks/garet-to-rule-the-world-t04127,3465.0
1997,"London, United Kingdom",1760,0,0,Purchased as part of the Opp Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,"London, United Kingdom",1826,0.0,Male,366.0,Oil paint on paper,"Garrard, George",artist,http://www.tate.org.uk/art/images/work/T/T08/T08917_8.jpg,A House by a Lane,http://www.tate.org.uk/art/artworks/garrard-a-house-by-a-lane-t08917,211.0
1980,"Clare, ire",1847,1910,1916,Presented by the Contemporary Art Society 1980,"Penzance, United Kingdom",1926,0.0,Male,267.0,Oil paint on wood,"Garstin, Norman",artist,http://www.tate.org.uk/art/images/work/T/T03/T03165_8.jpg,"The Bull Hotel, Burford",http://www.tate.org.uk/art/artworks/garstin-the-bull-hotel-burford-t03165,210.0
1987,"Harrow, United Kingdom",1916,1930,1936,Purchased 1987,"Newport, United Kingdom",2001,0.0,Male,248.0,Printed papers on paper,"Gascoyne, David",artist,http://www.tate.org.uk/art/images/work/T/T05/T05025_8.jpg,Perseus and Andromeda,http://www.tate.org.uk/art/artworks/gascoyne-perseus-and-andromeda-t05025,178.0
1999,"Iowa, United States",1969,1990,1998,Presented by Jay Jopling/White Cube and Casey Kaplan 1999,,0,0.0,Female,908.0,"Photograph, colour, Chromogenic print, on paper mounted onto aluminium","Gaskell, Anna",artist,http://www.tate.org.uk/art/images/work/P/P11/P11573_8.jpg,Untitled #47 (Hide),http://www.tate.org.uk/art/artworks/gaskell-untitled-47-hide-p11573,736.0
1988,,1791,0,0,Transferred from the British Museum 1988,,1876,0.0,Male,0.0,Engraving on paper,"Gastineau, Henry",manner of,http://www.tate.org.uk/art/images/work/T/T06/T06418_8.jpg,"Cowes Castle, Isle of Wight, engraved by W. Woolnoth",http://www.tate.org.uk/art/artworks/gastineau-cowes-castle-isle-of-wight-engraved-by-w-woolnoth-t06418,0.0
2010,"Saint-Jean-de-Braye, France",1891,1910,1914,Presented by Tate Members 2010,"Pas-de-Calais, France",1915,8.0,Male,28.0,Bronze,"Gaudier-Brzeska, Henri",artist,http://www.tate.org.uk/art/images/work/T/T13/T13034_8.jpg,Fish,http://www.tate.org.uk/art/artworks/gaudier-brzeska-fish-t13034,49.0
1966,"Paris, France",1848,1890,1890,Accepted by HM Government in lieu of tax and allocated to the Tate Gallery 1966,Atuona,1903,0.0,Male,921.0,Oil paint on canvas,"Gauguin, Paul",artist,http://www.tate.org.uk/art/images/work/T/T00/T00895_8.jpg,Harvest: Le Pouldu,http://www.tate.org.uk/art/artworks/gauguin-harvest-le-pouldu-t00895,730.0
1975,,1925,1970,1974,Presented by Curwen Studio through the Institute of Contemporary Prints 1975,,1989,0.0,Male,537.0,Lithograph on paper,"Gauld, Peter",artist,,"The Pantiles, Tunbridge Wells",http://www.tate.org.uk/art/artworks/gauld-the-pantiles-tunbridge-wells-p06214,479.0
1991,"Methil, United Kingdom",1915,1950,1953,Purchased 1991,,1997,0.0,Male,910.0,Oil paint on canvas,"Gear, William",artist,http://www.tate.org.uk/art/images/work/T/T05/T05851_8.jpg,The Sculptor,http://www.tate.org.uk/art/artworks/gear-the-sculptor-t05851,1520.0
1940,"Edinburgh, United Kingdom",1783,1840,1840,Presented by W. Graham Robertson 1940,"London, United Kingdom",1844,0.0,Male,1016.0,Oil paint on canvas,"Geddes, Andrew",artist,http://www.tate.org.uk/art/images/work/N/N05/N05068_8.jpg,Mrs Greatorex,http://www.tate.org.uk/art/artworks/geddes-mrs-greatorex-n05068,1270.0
1976,"North Bay, Canada",1944,1970,1976,Presented by Curwen Studio 1976,,0,0.0,Male,312.0,Lithograph on paper,"Geden, Dennis",artist,,2. Still Life and 3. Quiet Horse,http://www.tate.org.uk/art/artworks/geden-2-still-life-and-3-quiet-horse-p06728,471.0
2011,"Hamburg, Deutschland",1912,1970,1977,Purchased with assistance from Tate International Council 2010,"Caracas, Venezuela",1994,0.0,Female,0.0,Bronze,Gego (Gertrud Goldschmidt),artist,http://www.tate.org.uk/art/images/work/T/T13/T13299_8.jpg,Untitled,http://www.tate.org.uk/art/artworks/gego-gertrud-goldschmidt-untitled-t13299,0.0
1997,"Edinburgh, United Kingdom",1795,0,0,Purchased as part of the Opp Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,"Edinburgh, United Kingdom",1837,0.0,Male,168.0,Chalk and graphite on paper. Verso: chalk and graphite on paper,"Geikie, Walter",artist,http://www.tate.org.uk/art/images/work/T/T10/T10335_8.jpg,Figure studies. Verso: Hills by the Sea,http://www.tate.org.uk/art/artworks/geikie-figure-studies-verso-hills-by-the-sea-t10335,125.0
1994,"Cento, Italia",1633,1680,1689,Purchased with assistance from the Patrons of British Art through the Tate Gallery Foundation 1994,"Bologna, Italia",1715,0.0,Male,1021.0,Oil paint on canvas,"Gennari, Benedetto",artist,http://www.tate.org.uk/art/images/work/T/T06/T06897_8.jpg,"Elizabeth Panton, Later Lady Arundell of Wardour, as Saint Catherine",http://www.tate.org.uk/art/artworks/gennari-elizabeth-panton-later-lady-arundell-of-wardour-as-saint-catherine-t06897,1250.0
1997,,1804,0,0,Purchased as part of the Opp Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1822,0.0,,290.0,"Graphite, ink and watercolour on paper. Verso: graphite on paper","Gent, G.W.",artist,http://www.tate.org.uk/art/images/work/T/T08/T08908_8.jpg,View of Southampton. Verso: Sketches,http://www.tate.org.uk/art/artworks/gent-view-of-southampton-verso-sketches-t08908,218.0
1978,"London, United Kingdom",1930,1970,1978,Presented by Curwen Studio 1978,,0,0.0,Male,510.0,Lithograph on paper,"Gentleman, David",artist,http://www.tate.org.uk/art/images/work/P/P06/P06778_8.jpg,Gordale Scar,http://www.tate.org.uk/art/artworks/gentleman-gordale-scar-p06778,400.0
1975,,1882,1940,1946,Presented by Patrick Seale Prints 1975,,1966,0.0,Male,765.0,Lithograph on paper,"Gentleman, Tom",artist,,Grey Horses,http://www.tate.org.uk/art/artworks/gentleman-grey-horses-p01705,496.0
2010,"Bad Oldesloe, Deutschland",1948,1980,1986,Presented by Tate Members 2010,,0,0.0,Female,0.0,Concrete and steel,"Genzken, Isa",artist,,Two Loudspeakers,http://www.tate.org.uk/art/artworks/genzken-two-loudspeakers-t13220,0.0
1962,"Chiniot, Pakistan",1939,1950,1958,Presented by A.S. Alley 1962,,0,0.0,Male,381.0,"Oil paint, enamel paint, epoxy resin, charcoal and bronze powder on board","Geoffrey, Iqbal",artist,http://www.tate.org.uk/art/images/work/T/T00/T00539_8.jpg,Epitaph 1958,http://www.tate.org.uk/art/artworks/geoffrey-epitaph-1958-t00539,257.0
1980,"Manchester, United Kingdom",1923,1970,1975,Purchased 1980,,0,0.0,Male,1270.0,Oil paint on canvas,"George, Patrick",artist,http://www.tate.org.uk/art/images/work/T/T03/T03099_8.jpg,"Hickbush, the Grove I",http://www.tate.org.uk/art/artworks/george-hickbush-the-grove-i-t03099,530.0
1962,"New York, United States",1918,1960,1961,Presented by Mrs John Barry Ryan through the Friends of the Tate Gallery 1962,,0,0.0,Male,470.0,Charcoal and pastel on paper,"George, Thomas",artist,http://www.tate.org.uk/art/images/work/T/T00/T00521_8.jpg,CP-Five,http://www.tate.org.uk/art/artworks/george-cp-five-t00521,635.0
1930,"Gloucester, United Kingdom",1869,1910,1919,Purchased 1930,"Gloucester, United Kingdom",1957,0.0,Male,375.0,Graphite and watercolour on paper,"Gere, Charles M.",artist,http://www.tate.org.uk/art/images/work/N/N04/N04501_8.jpg,Trial by Jury,http://www.tate.org.uk/art/artworks/gere-trial-by-jury-n04501,270.0
1917,"Warwickshire, United Kingdom",1878,1900,1909,Presented by the Contemporary Art Society 1917,,1965,0.0,Female,264.0,Tempera on silk mounted on board,"Gere, Margaret",artist,http://www.tate.org.uk/art/images/work/N/N03/N03168_8.jpg,Noahs Ark,http://www.tate.org.uk/art/artworks/gere-noahs-ark-n03168,264.0
1926,"Hartford, United Kingdom",1899,1920,1924,Purchased 1926,"Kent, United Kingdom",1998,0.0,Male,171.0,Relief print on paper,"Gerrard, A.H.",artist,,Eternal Life,http://www.tate.org.uk/art/artworks/gerrard-eternal-life-p07026,222.0
1991,,1894,1930,1936,Presented by Professor A.H. Gerrard 1991,,1970,0.0,Female,510.0,Oil paint on canvas,"Gerrard, Kathleen",artist,,Still Life with Yellow Fungus,http://www.tate.org.uk/art/artworks/gerrard-still-life-with-yellow-fungus-t06486,405.0
2003,"Tel Aviv, Mehoz, Yisra'el",1967,2000,2001,Purchased from Andrew Mummery Gallery (General Funds) 2002,,0,0.0,Male,0.0,"Video, back projection, colour","Gersht, Ori",artist,,Neither Black Nor White,http://www.tate.org.uk/art/artworks/gersht-neither-black-nor-white-t07954,0.0
2000,"Tel Aviv, Mehoz, Yisra'el",1936,1980,1984,Presented by Joseph Hackmey 2000,,0,0.0,Male,1402.0,"Glass paint, oil stick, charcoal, graphite, adhesive and lacquer on paper","Gershuni, Moshe",artist,http://www.tate.org.uk/art/images/work/T/T07/T07656_8.jpg,18 Cyclamens,http://www.tate.org.uk/art/artworks/gershuni-18-cyclamens-t07656,2001.0
1984,"Spitalfields, United Kingdom",1891,1910,1916,Purchased 1984,"London, United Kingdom",1939,0.0,Male,1422.0,Oil paint on canvas,"Gertler, Mark",artist,http://www.tate.org.uk/art/images/work/T/T03/T03846_8.jpg,Merry-Go-Round,http://www.tate.org.uk/art/artworks/gertler-merry-go-round-t03846,1892.0
1926,"Sligo, ire",1874,1910,1911,Purchased 1926,,1916,0.0,Male,279.0,Watercolour on paper,"Gethin, Percy Francis",artist,http://www.tate.org.uk/art/images/work/N/N04/N04175_8.jpg,View from Chteau Chinon,http://www.tate.org.uk/art/artworks/gethin-view-from-chateau-chinon-n04175,219.0
2001,"Brugge, Belgi",1561,1590,1595,Accepted by HM Government in lieu of tax and allocated to the Tate Gallery 2001,"London, United Kingdom",1636,10.0,Male,760.0,Oil paint on wood,"Gheeraerts, Marcus, II",attributed to,http://www.tate.org.uk/art/images/work/T/T07/T07699_8.jpg,Portrait of an Unknown Lady,http://www.tate.org.uk/art/artworks/gheeraerts-portrait-of-an-unknown-lady-t07699,927.0
1955,"Athnai, Ells",1906,1950,1953,Presented by a number of the artist's friends through the Contemporary Art Society 1955,"Athnai, Ells",1994,0.0,Male,330.0,Oil paint on wood,"Ghika, Nicolas",artist,,Small Composition in Grey,http://www.tate.org.uk/art/artworks/ghika-small-composition-in-grey-t00010,413.0
1993,"Borgonovo Val Tidone, Italia",1901,1920,1927,Purchased with assistance from the Art Fund and the Cynthia Fraser Fund through the Friends of the Tate Gallery 1993,"Genve, Schweiz",1966,150.0,Male,455.0,Bronze,"Giacometti, Alberto",artist,http://www.tate.org.uk/art/images/work/T/T06/T06737_8.jpg,Composition (Man and Woman),http://www.tate.org.uk/art/artworks/giacometti-composition-man-and-woman-t06737,395.0
1983,"London, United Kingdom",1911,1980,1982,Presented by Mr and Mrs Eric Estorick 1983,"Haverfordwest, United Kingdom",2009,0.0,Male,813.0,Paper and wood,"Giardelli, Arthur",artist,,The Sea is All About Us,http://www.tate.org.uk/art/artworks/giardelli-the-sea-is-all-about-us-t03799,813.0
1928,"Alnwick, United Kingdom",1870,1920,1928,Presented by Lady Ian Hamilton 1928,"Buckinghamshire, United Kingdom",1948,0.0,Male,483.0,Watercolour on paper,"Gibb, Phelan",artist,,Belgrave Square and Wilton Crescent,http://www.tate.org.uk/art/artworks/gibb-belgrave-square-and-wilton-crescent-n04405,343.0
1998,ire,1949,1990,1991,Purchased with assistance from Tom Bendhem 1998,,0,1502.0,Male,1310.0,Steel,"Gibbons, John",artist,http://www.tate.org.uk/art/images/work/T/T07/T07443_8.jpg,The Awaiting,http://www.tate.org.uk/art/artworks/gibbons-the-awaiting-t07443,1415.0
1978,"Liverpool, United Kingdom",1905,1970,1977,Presented by Curwen Studio 1978,,1991,0.0,Female,670.0,Lithograph on paper,"Gibbs, Evelyn",artist,http://www.tate.org.uk/art/images/work/P/P06/P06782_8.jpg,Santu Pietru,http://www.tate.org.uk/art/artworks/gibbs-santu-pietru-p06782,505.0
2000,"London, United Kingdom",1973,1990,1999,Presented by the Patrons of New Art (Special Purchase Fund) through the Tate Gallery Foundation 2000,,0,0.0,Male,297.0,Ink on paper,"Gibbs, Ewan",artist,,Window,http://www.tate.org.uk/art/artworks/gibbs-window-t07598,419.0
1994,,1631,1650,1654,Purchased 1994,,1713,0.0,Male,1598.0,Oil paint on canvas,"Gibbs, Henry",artist,http://www.tate.org.uk/art/images/work/T/T06/T06782_8.jpg,Aeneas and his Family Fleeing Burning Troy,http://www.tate.org.uk/art/artworks/gibbs-aeneas-and-his-family-fleeing-burning-troy-t06782,1550.0
1994,"Wales, United Kingdom",1790,1820,1827,Transferred from the National Gallery 1994,,1866,230.0,Male,300.0,Marble,"Gibson, John",artist,http://www.tate.org.uk/art/images/work/T/T06/T06866_8.jpg,Bust of William Bewick,http://www.tate.org.uk/art/artworks/gibson-bust-of-william-bewick-t06866,570.0
2010,"Mnchen, Deutschland",1909,0,0,Accepted by HM Government in lieu of inheritance tax from the Estate of Barbara Lloyd and allocated to Tate 2009,"Yerushalayim, Yisra'el",1996,0.0,Male,295.0,"Photograph, gelatin silver print on paper","Gidal, Tim",artist,,Man Building a Boat,http://www.tate.org.uk/art/artworks/gidal-man-building-a-boat-p13131,295.0
2006,,1942,2000,2005,Purchased with assistance from Tate Members 2006,,0,0.0,Male,7600.0,54 digital prints on paper with ink,Gilbert & George,artist,http://www.tate.org.uk/art/images/work/T/T12/T12168_8.jpg,Fates,http://www.tate.org.uk/art/artworks/gilbert-george-fates-t12168,4260.0
1917,"Victoria, Australia",1867,1910,1916,Presented by the Trustees of the Chantrey Bequest 1917,Melbourne,1925,248.0,Male,254.0,Marble,"Gilbert, Charles Web",artist,http://www.tate.org.uk/art/images/work/N/N03/N03220_8.jpg,The Critic,http://www.tate.org.uk/art/artworks/gilbert-the-critic-n03220,406.0
1958,"London, United Kingdom",1854,1870,1877,Gift from the Fine Art Society 1958,"London, United Kingdom",1934,76.0,Male,127.0,Terracotta,"Gilbert, Sir Alfred",artist,http://www.tate.org.uk/art/images/work/T/T00/T00168_8.jpg,Mourning Angel,http://www.tate.org.uk/art/artworks/gilbert-mourning-angel-t00168,318.0
