AIDS Orphans,AIDS-Related Deaths.Adults,AIDS-Related Deaths.All Ages,AIDS-Related Deaths.Children,AIDS-Related Deaths.Female Adults,AIDS-Related Deaths.Male Adults,Country,HIV Prevalence.Adults,Incidence Rate Among Adults,New HIV Infections.Adults,New HIV Infections.All Ages,New HIV Infections.Children,New HIV Infections.Female Adults,New HIV Infections.Male Adults,People Living with HIV.Adults,People Living with HIV.Children,People Living with HIV.Female Adults,People Living with HIV.Male Adults,Total,Year,Young Men,Young Women
581853,69182,86102,16920,33133,36049,Uganda,11.37,0.6279,46596,77408,30812,26519.0,20077,1026020,120720,534412,491612,1146740,1995,2.34,4.26
2733,1228,1270,42,266,962,Ukraine,0.1822,0.0575,14746,14848,102,3690.0,11056,48069,240,11257,36812,48309,1995,0.2678,0.1014
251403,44661,57334,12672,24940,19722,United Republic of Tanzania,7.7,1.03,125045,154112,29067,71905.0,53141,1065280,81650,614099,451185,1146930,1995,2.32,4.57
355,128,138,10,51,76,Uruguay,0.2246,0.041,658,678,20,163.0,495,3767,63,1262,2506,3831,1995,0.2249,0.1441
71,26,30,4,5,22,Uzbekistan,0.0196,0.0069,769,783,13,157.0,612,2277,22,458,1819,2299,1995,0.0119,0.0056
219,142,171,29,28,114,Venezuela (Bolivarian Republic of),0.1476,0.0582,6572,6691,118,1891.0,4682,17211,157,3983,13228,17368,1995,0.2008,0.089
117,109,121,12,11,98,Viet Nam,0.0331,0.0177,6526,6571,45,618.0,5908,12560,60,1228,11332,12620,1995,0.0764,0.0115
589,71,84,12,18,53,Yemen,0.0294,0.0048,304,332,28,83.0,221,1962,82,509,1453,2045,1995,0.0284,0.0137
222250,35372,45082,9710,19143,16228,Zambia,15.58,1.99,72774,93481,20707,41297.0,31477,711942,64693,401702,310240,776635,1995,4.53,8.67
276095,57387,69389,12004,30316,27067,Zimbabwe,25.3399,4.19768,174846,201305,26459,97912.0,76931,1462880,77512,814453,648430,1540390,1995,9.00388,16.3067
329,43,49,6,10,33,Afghanistan,0.015,0.0029,226,239,14,59.0,166,1232,32,318,913,1264,1996,0.006,0.0046
457,54,59,4,14,40,Algeria,0.0091,0.0016,233,241,9,83.0,150,1414,28,451,963,1443,1996,0.0076,0.0057
16485,2478,3321,844,1360,1118,Angola,1.05,0.2027,12819,15138,2320,7549.0,5270,70608,5630,41015,29593,76238,1996,0.3543,0.6847
6655,1124,1250,126,346,777,Argentina,0.2686,0.0315,5520,5702,181,1628.0,3892,50016,615,15264,34752,50631,1996,0.2213,0.1441
5478,968,969,1,59,909,Australia,0.132,0.0103,1008,1008,0,91.0,917,14044,17,1027,13017,14061,1996,0.1003,0.0145
27,8,9,1,2,6,Azerbaijan,0.0087,0.0029,125,127,2,36.0,89,383,3,109,274,386,1996,0.0042,0.0031
864,196,201,5,52,144,Bahamas,2.79,0.3433,515,518,3,156.0,359,4480,27,1307,3172,4507,1996,2.38,1.47
35,10,10,1,2,8,Bangladesh,0.0003,0.0001,83,86,3,17.0,66,235,5,48,187,240,1996,0.0002,0.0001
15,13,14,1,4,9,Belarus,0.0211,0.0093,512,519,7,174.0,338,1186,12,398,788,1198,1996,0.0102,0.0105
25,5,7,2,2,3,Belize,0.3308,0.1152,114,120,6,44.0,70,349,10,137,212,359,1996,0.3249,0.2975
3177,776,1047,271,349,426,Benin,1.09982,0.23543,6666,7479,811,3622.0,3045,33065,1593,16728,16336,34658,1996,0.487668,0.724472
2425,468,522,53,114,354,Bolivia (Plurinational State of),0.3149,0.0386,1412,1532,121,405.0,1006,12182,355,3356,8826,12538,1996,0.2842,0.1605
22494,5159,6382,1223,2634,2525,Botswana,22.22,4.68,30940,33559,2619,17129.0,13811,192134,6296,106819,85315,198430,1996,8.74,25.05
109434,18849,20007,1158,5122,13726,Brazil,0.3915,0.037,32755,34794,2039,13225.0,19530,369079,7486,123263,245817,376565,1996,0.2321,0.2071
77529,10443,12906,2463,5877,4566,Burkina Faso,3.39,0.2177,9851,14669,4818,5824.0,4027,170418,18563,99337,71080,188981,1996,0.714,1.43
13114,2370,3212,842,1077,1293,Burundi,2.72,0.5061,13879,16446,2568,7740.0,6139,79228,6016,41075,38153,85243,1996,1.01,1.66
85917,19467,23046,3580,9712,9754,C?te d'Ivoire,5.36338,0.765462,55446,63715,8268,30356.0,25090,436768,22421,233988,202782,459189,1996,1.60988,3.12218
62494,11689,14926,3237,6245,5445,Cameroon,4.69,0.7757,48740,56225,7485,27950.0,20789,326052,19824,184052,142001,345877,1996,1.56,3.0
664,92,114,23,51,40,Cape Verde,1.39,0.2122,356,402,46,196.0,160,2500,155,1413,1087,2655,1996,0.7997,1.29
25703,5783,7188,1405,3273,2511,Central African Republic,8.33,1.28,19736,23146,3409,11391.0,8346,146673,9230,85251,61422,155904,1996,2.65,5.23
18827,3001,4010,1009,1631,1370,Chad,2.36,0.4345,13598,16276,2678,7914.0,5684,79988,6806,45892,34096,86794,1996,0.7706,1.52
7299,1605,1788,183,750,855,Colombia,0.1958,0.0274,5567,5896,328,1107.0,4461,41531,1275,16869,24662,42806,1996,0.1585,0.127
781,120,127,8,33,87,Costa Rica,0.1254,0.0178,331,347,15,96.0,235,2490,56,730,1760,2547,1996,0.1018,0.0647
189,56,58,2,10,46,Cuba,0.0204,0.0038,246,250,5,56.0,189,1366,14,305,1061,1380,1996,0.0077,0.0045
237049,22983,28034,5051,11714,11268,Democratic Republic of the Congo,1.82,0.2295,44625,55620,10995,25895.0,18729,381567,38877,212037,169530,420444,1996,0.4795,0.9216
329,114,155,41,50,65,Djibouti,1.83,0.4704,1548,1713,165,802.0,747,6314,326,3075,3240,6640,1996,0.8773,1.28
6260,2062,2485,423,1098,964,Dominican Republic,1.89,0.3263,12754,13589,835,5066.0,7688,77884,2172,38353,39531,80056,1996,1.44,1.81
4702,774,844,71,212,562,Ecuador,0.3229,0.0462,2710,2854,144,794.0,1917,20016,469,5914,14101,20484,1996,0.2851,0.1749
126,23,26,2,5,18,Egypt,0.0025,0.0006,171,177,6,47.0,124,799,16,212,587,815,1996,0.0026,0.0014
1910,284,313,29,75,209,El Salvador,0.296,0.054,1431,1498,67,443.0,988,8181,194,2445,5736,8375,1996,0.2956,0.1667
731,133,163,31,70,63,Equatorial Guinea,1.27,0.2633,617,711,93,341.0,276,3135,283,1721,1414,3418,1996,0.386,0.772
1290,310,442,132,205,104,Eritrea,1.45,0.2718,1888,2241,353,1285.0,603,10832,954,7354,3478,11786,1996,0.4049,1.17
2381,584,751,168,392,192,Gabon,3.25,0.7335,4151,4535,384,2899.0,1252,20068,890,13952,6116,20957,1996,0.8809,2.93
604,101,142,41,54,47,Gambia,0.8215,0.251,1287,1416,130,749.0,538,4431,252,2550,1880,4683,1996,0.3301,0.6258
221,48,50,2,12,36,Georgia,0.0415,0.0079,211,214,4,80.0,130,1149,9,431,717,1158,1996,0.0125,0.0178
62417,10124,12259,2136,5343,4781,Ghana,2.71,0.3802,31389,36322,4932,17888.0,13501,241436,14433,136301,105136,255869,1996,0.8195,1.63
1956,544,546,2,96,448,Greece,0.133,0.013,724,724,0,125.0,599,8026,19,1463,6563,8046,1996,0.1045,0.0363
463,105,122,16,17,88,Guatemala,0.1202,0.0341,1612,1666,54,374.0,1238,5940,92,1222,4718,6032,1996,0.1611,0.0546
7180,1986,2670,685,1158,828,Guinea,1.64,0.2728,10443,12325,1882,6388.0,4055,66728,4220,40479,26249,70948,1996,0.5185,1.19
114,41,56,14,23,18,Guyana,0.6505,0.1668,624,665,41,294.0,331,2486,87,1331,1155,2572,1996,0.497,0.7671
31845,7478,9030,1554,3726,3751,Haiti,4.96943,0.772787,28278,31893,3614,16007.0,12271,200604,9453,109836,90770,210058,1996,1.57467,3.8712
20043,2749,3250,501,1292,1456,Honduras,1.76,0.0938,2369,3198,829,1133.0,1237,48029,3620,24001,24029,51650,1996,0.7962,1.14
53,56,63,7,10,45,Indonesia,0.0063,0.0031,3274,3307,33,586.0,2687,6681,47,1218,5463,6728,1996,0.0131,0.004
1308,212,246,34,115,97,Iran (Islamic Republic of),0.0198,0.0065,1958,2068,110,987.0,972,6382,385,3269,3113,6767,1996,0.0058,0.0111
17,35,36,1,9,25,Italy,0.0441,0.0317,9424,9426,2,2641.0,6783,13068,3,3649,9419,13071,1996,0.0634,0.0371
3435,941,1038,97,318,623,Jamaica,2.13,0.2534,3068,3227,159,1200.0,1868,27264,422,10229,17035,27685,1996,1.74,1.49
118,33,34,1,2,31,Kazakhstan,0.0179,0.0055,475,479,5,65.0,410,1562,8,184,1379,1570,1996,0.0107,0.003
289817,57769,77377,19608,29071,28698,Kenya,12.8487,1.42876,151708,195787,44078,83522.0,68188,1624970,129008,878752,746222,1753980,1996,6.55742,12.6059
24,6,7,1,1,5,Kyrgyzstan,0.0112,0.0033,79,80,2,22.0,57,277,3,73,204,281,1996,0.0054,0.0038
193,141,146,5,41,100,Latvia,0.3877,0.0493,588,596,7,176.0,412,4788,15,1454,3334,4803,1996,0.3991,0.2665
10648,2642,3391,748,1341,1301,Lesotho,13.69,3.53,25811,27921,2109,14528.0,11283,116954,4242,63977,52977,121196,1996,6.37,10.18
2794,687,960,273,357,330,Liberia,2.03,0.3867,3923,4639,717,2248.0,1675,23110,1618,13176,9934,24728,1996,0.6925,2.25
950,307,469,162,141,166,Madagascar,0.3067,0.0903,5608,6181,572,2731.0,2877,19886,1022,9667,10219,20908,1996,0.2612,0.34
196079,33041,42667,9626,18369,14672,Malawi,16.01,2.3,89217,111988,22771,51152.0,38065,768984,65294,447852,321132,834278,1996,3.78,9.88
13398,4560,4574,14,78,4482,Malaysia,0.6304,0.1108,13425,13463,38,412.0,13013,81574,68,1796,79778,81642,1996,0.5024,0.0195
33972,5653,7040,1387,3109,2544,Mali,2.08,0.1546,6816,9726,2910,3959.0,2857,100571,10732,57539,43031,111303,1996,0.4839,0.968
1118,221,286,65,114,107,Mauritania,0.626,0.1147,1249,1415,166,657.0,593,7233,419,3845,3388,7652,1996,0.4048,0.6456
16001,4288,4537,249,567,3721,Mexico,0.2888,0.0235,11411,11882,471,1960.0,9451,147566,1280,22463,125103,148845,1996,0.3315,0.0849
0,0,0,0,0,0,Mongolia,0.0002,0.0001,1,1,0,0.0,1,2,0,0,2,2,1996,0.0002,0.0001
560,143,165,22,88,55,Morocco,0.0364,0.008,1095,1146,51,657.0,438,5199,136,3325,1874,5334,1996,0.0186,0.047
61813,10266,13616,3350,4725,5540,Mozambique,4.7641,1.07555,68833,78557,9725,40000.0,28830,334368,20656,181613,152756,355024,1996,2.08255,3.1734
3960,2755,2945,190,388,2367,Myanmar,0.4311,0.0903,20030,20721,691,4833.0,15197,98595,1228,18916,79679,99823,1996,0.6783,0.254
6053,1842,2456,614,1047,795,Namibia,11.42,3.29,24533,26292,1759,14320.0,10213,98233,3351,57377,40856,101585,1996,5.01,9.35
46,20,28,8,5,15,Nepal,0.0254,0.0136,1451,1494,43,392.0,1059,2804,56,757,2046,2860,1996,0.016,0.011
3426,386,450,64,194,191,Nicaragua,0.3759,0.0533,1153,1266,113,340.0,813,8643,543,3832,4811,9185,1996,0.277,0.2441
4825,999,1416,417,425,573,Niger,0.8681,0.176,7292,8488,1196,3511.0,3781,38170,2427,18099,20071,40597,1996,0.6531,0.8371
368045,67209,83698,16484,32284,34927,Nigeria,3.19297,0.572698,300314,342461,42146,170888.0,129420,1812200,99229,989190,823004,1911430,1996,1.07364,2.07263
1576,224,245,22,50,174,Pakistan,0.0081,0.0014,825,879,54,221.0,604,5146,158,1329,3818,5305,1996,0.0028,0.0022
1329,384,419,35,104,280,Panama,0.6865,0.0528,764,826,62,223.0,541,10500,202,3076,7424,10702,1996,0.6187,0.387
688,228,306,78,107,121,Papua New Guinea,0.4344,0.1131,2845,3156,310,1541.0,1304,11428,626,5927,5501,12053,1996,0.1997,0.3291
1438,236,260,24,59,177,Paraguay,0.2635,0.0469,1092,1140,48,313.0,779,6466,138,1814,4651,6604,1996,0.2406,0.1419
30312,3977,4244,267,1066,2911,Peru,0.4601,0.0366,4502,4958,456,1331.0,3171,60557,2296,17569,42988,62853,1996,0.2871,0.1753
59,18,23,4,8,10,Philippines,0.0029,0.0008,287,300,12,97.0,190,1073,26,411,662,1099,1996,0.003,0.0025
116,57,61,3,14,43,Republic of Moldova,0.111295,0.035495,1007,1016,9,278.0,728,3228,17,886,2342,3245,1996,0.053092,0.041611
62320,10730,12834,2104,5738,4992,Rwanda,6.12,0.6136,15986,20475,4490,9379.0,6607,184797,18158,104494,80304,202955,1996,1.29,2.65
3440,520,700,180,275,245,Senegal,0.4386,0.0978,3773,4274,501,2098.0,1675,17851,1217,9931,7920,19068,1996,0.2822,0.4698
157,73,122,49,38,34,Sierra Leone,0.3106,0.1108,2015,2195,180,1161.0,854,5757,272,3306,2451,6029,1996,0.1434,0.4141
1157,328,461,133,140,188,Somalia,0.4401,0.0963,2910,3287,377,1381.0,1529,13913,729,6377,7536,14642,1996,0.2148,0.2636
106686,42782,57537,14755,21979,20803,South Africa,10.33,3.18,706038,750634,44596,399384.0,306654,2571440,81054,1443890,1127560,2652500,1996,4.64,13.55
1977,747,1093,346,420,326,South Sudan,1.37,0.3453,9029,10074,1044,5219.0,3810,38181,1991,22132,16049,40172,1996,0.5608,1.09
18662,4461,4467,6,1010,3451,Spain,0.4573,0.0234,4973,4975,2,971.0,4002,104699,483,24349,80349,105182,1996,0.3357,0.1494
17,5,6,0,1,4,Sri Lanka,0.0025,0.0007,71,72,1,20.0,51,256,3,69,187,259,1996,0.0029,0.0016
1105,219,294,74,112,107,Sudan,0.0639,0.0125,1453,1645,192,750.0,703,7752,467,4204,3548,8219,1996,0.0412,0.0692
113,36,41,5,10,27,Suriname,0.6443,0.1431,331,344,13,159.0,172,1555,26,623,932,1581,1996,0.5287,0.6159
5749,1521,2178,657,779,742,Swaziland,18.52,4.72,16507,18285,1778,9599.0,6907,79849,3566,45350,34498,83414,1996,8.17,19.7
130,35,42,7,15,19,Tajikistan,0.0738,0.0238,634,659,24,274.0,361,2039,47,918,1121,2086,1996,0.0288,0.043
31869,26395,27557,1162,4107,22289,Thailand,1.95,0.1616,52206,55173,2967,20822.0,31384,655322,7273,141459,513864,662596,1996,2.42,1.36
10933,2346,3093,748,1315,1030,Togo,3.64,0.7312,14435,16609,2174,8525.0,5910,78158,5129,45830,32329,83288,1996,1.32,2.53
1115,230,239,9,55,175,Trinidad and Tobago,0.8155,0.1228,831,849,18,313.0,518,5812,50,1842,3970,5863,1996,0.6596,0.525
666927,72918,89846,16929,35545,37372,Uganda,10.57,0.5261,40507,69872,29365,23181.0,17326,985170,126426,518227,466942,1111600,1996,1.92,3.59
3309,1516,1572,56,339,1177,Ukraine,0.2504,0.0794,20458,20593,135,4884.0,15574,65980,310,15695,50285,66290,1996,0.3811,0.1448
302843,51461,65307,13847,28898,22563,United Republic of Tanzania,7.88,0.9751,121785,152324,30539,69950.0,51835,1124940,91145,649616,475320,1216080,1996,2.24,4.46
440,154,165,11,59,95,Uruguay,0.2525,0.0437,707,729,21,165.0,542,4276,70,1360,2915,4346,1996,0.2539,0.1493
131,45,51,6,8,37,Uzbekistan,0.0283,0.0104,1196,1215,19,249.0,946,3377,32,695,2682,3409,1996,0.0165,0.008
462,266,313,47,55,211,Venezuela (Bolivarian Republic of),0.1995,0.0604,6992,7162,169,2205.0,4788,23882,252,6128,17755,24135,1996,0.2519,0.1308
236,223,244,22,23,200,Viet Nam,0.0599,0.0301,11424,11505,81,1142.0,10282,23383,109,2345,21038,23492,1996,0.1378,0.0215
757,84,98,13,21,63,Yemen,0.0304,0.0038,250,278,29,71.0,179,2113,92,556,1557,2205,1996,0.028,0.014
261542,39530,49931,10401,21554,17976,Zambia,15.74,1.92,71933,93436,21503,40763.0,31170,741697,71006,419850,321847,812703,1996,4.4,8.45
335252,67527,80713,13187,36084,31445,Zimbabwe,25.9548,3.73987,157119,184616,27496,87993.0,69124,1538810,86963,860140,678673,1625780,1996,8.66704,15.925
418,51,59,7,12,39,Afghanistan,0.0166,0.003,241,257,16,64.0,177,1389,39,365,1024,1428,1997,0.0064,0.005
505,62,67,5,17,45,Algeria,0.0101,0.0017,263,272,10,96.0,167,1606,32,528,1078,1637,1997,0.0082,0.0064
19519,2918,3898,980,1623,1295,Angola,1.17,0.2137,13888,16517,2629,8170.0,5718,80637,6575,47056,33581,87212,1997,0.3842,0.7486
7226,1148,1267,119,370,778,Argentina,0.2841,0.031,5515,5696,180,1626.0,3889,54004,671,16493,37512,54675,1997,0.2211,0.1436
5748,808,809,1,51,757,Australia,0.1326,0.0102,1011,1011,0,95.0,916,14281,16,1075,13206,14297,1997,0.0985,0.0149
37,11,12,1,3,8,Azerbaijan,0.0123,0.0042,183,185,2,54.0,129,552,4,160,392,557,1997,0.0058,0.0045
1040,225,229,5,61,164,Bahamas,2.89,0.3301,500,507,6,153.0,348,4718,28,1397,3321,4746,1997,2.33,1.47
54,15,15,1,3,12,Bangladesh,0.0005,0.0002,125,129,4,26.0,99,344,7,70,274,351,1997,0.0003,0.0001
27,23,25,2,7,16,Belarus,0.0337,0.0135,749,760,11,260.0,489,1892,19,648,1245,1911,1997,0.0155,0.017
35,8,10,2,3,5,Belize,0.459,0.1576,164,173,9,72.0,92,510,15,208,302,525,1997,0.4376,0.4303
4610,1046,1379,335,482,566,Benin,1.23555,0.230016,6721,7658,935,3714.0,3007,38488,1989,19853,18634,40477,1997,0.503795,0.788307
3010,546,604,58,136,411,Bolivia (Plurinational State of),0.3224,0.0349,1308,1433,125,378.0,930,12816,397,3568,9248,13212,1997,0.275,0.158
30793,6679,8077,1397,3431,3248,Botswana,23.96,4.35,28941,31847,2906,15979.0,12962,214622,7680,119522,95100,222302,1997,8.92,25.94
122616,17489,18711,1221,4963,12526,Brazil,0.3974,0.0375,33929,36038,2109,13699.0,20230,384008,8144,131790,252217,392152,1997,0.2225,0.2076
89325,11129,13616,2487,6321,4808,Burkina Faso,3.16,0.1635,7650,12233,4583,4517.0,3132,164710,19408,96488,68222,184118,1997,0.5967,1.21
17010,2914,3888,975,1357,1556,Burundi,2.94,0.4883,13556,16354,2799,7640.0,5915,87224,7104,45870,41354,94328,1997,1.02,1.75
103644,22303,26277,3971,11252,11053,C?te d'Ivoire,5.56299,0.722044,53738,62532,8795,29435.0,24301,466576,25326,251310,215266,491905,1997,1.59105,3.11654
79403,14027,17667,3640,7572,6455,Cameroon,4.98,0.7486,48354,56418,8064,27788.0,20566,357567,22774,202855,154712,380340,1997,1.57,3.05
796,106,131,25,60,46,Cape Verde,1.47,0.2111,367,415,48,202.0,165,2736,171,1545,1191,2907,1997,0.8172,1.32
31699,6795,8350,1555,3860,2935,Central African Republic,8.66,1.15,18057,21629,3572,10410.0,7647,156824,10386,91259,65565,167210,1997,2.59,5.15
23058,3515,4680,1165,1931,1584,Chad,2.58,0.4556,14702,17723,3021,8550.0,6152,90437,7937,52126,38312,98374,1997,0.827,1.64
8529,1875,2061,186,859,1016,Colombia,0.2093,0.0289,5991,6313,322,1184.0,4807,45427,1368,17144,28283,46796,1997,0.1757,0.1169
870,133,142,8,37,97,Costa Rica,0.1337,0.0187,358,374,16,104.0,254,2731,61,804,1927,2793,1997,0.108,0.0688
217,65,67,2,12,53,Cuba,0.0235,0.0044,282,287,5,65.0,217,1573,16,356,1217,1590,1997,0.0085,0.005
251684,23765,29096,5331,12345,11420,Democratic Republic of the Congo,1.85,0.2275,45146,56620,11474,26176.0,18970,396246,41118,222322,173925,437365,1997,0.4928,0.9488
512,166,217,51,74,92,Djibouti,2.17,0.4816,1617,1808,191,855.0,762,7685,420,3820,3865,8106,1997,0.9614,1.48
8629,2637,3103,466,1370,1267,Dominican Republic,2.06,0.3168,12633,13513,879,4908.0,7726,87117,2493,41537,45580,89609,1997,1.57,1.81
5449,890,968,77,246,645,Ecuador,0.3384,0.0414,2487,2637,150,729.0,1759,21503,517,6377,15126,22020,1997,0.2882,0.1781
158,29,32,3,7,22,Egypt,0.003,0.0007,201,209,8,56.0,145,966,19,261,705,985,1997,0.003,0.0017
2217,329,361,32,90,240,El Salvador,0.3299,0.058,1552,1626,74,486.0,1066,9214,222,2801,6412,9436,1997,0.3242,0.1866
868,152,188,36,80,72,Equatorial Guinea,1.48,0.3267,788,901,113,436.0,352,3787,332,2084,1703,4119,1997,0.456,0.9153
1708,392,542,150,261,131,Eritrea,1.54,0.2432,1742,2116,374,1183.0,559,12063,1091,8203,3861,13154,1997,0.4061,1.18
3076,738,940,202,498,240,Gabon,3.74,0.7775,4507,4954,447,3140.0,1367,23786,1086,16556,7230,24872,1997,0.9748,3.27
749,130,184,54,70,59,Gambia,1.04,0.2939,1551,1719,167,905.0,646,5788,329,3357,2431,6118,1997,0.4174,0.7983
241,55,57,2,16,39,Georgia,0.0476,0.009,238,242,4,87.0,151,1306,10,496,810,1316,1997,0.0145,0.0198
72446,11604,13934,2330,6225,5378,Ghana,2.81,0.3538,29937,35075,5138,17058.0,12879,257205,16072,145846,111359,273277,1997,0.804,1.61
2068,569,570,1,101,468,Greece,0.1355,0.0135,762,762,0,132.0,630,8257,18,1504,6753,8274,1997,0.1062,0.0369
681,147,169,23,26,121,Guatemala,0.1533,0.0433,2108,2183,75,530.0,1578,7802,131,1716,6085,7932,1997,0.1991,0.0737
9798,2505,3283,778,1469,1036,Guinea,1.74,0.2399,9406,11390,1984,5749.0,3657,72567,4878,44125,28442,77445,1997,0.5077,1.18
164,58,75,17,32,27,Guyana,0.7599,0.1503,566,610,44,259.0,307,2932,105,1514,1418,3037,1997,0.5773,0.8421
40420,8946,10684,1737,4525,4420,Haiti,5.23788,0.733561,27544,31396,3851,15629.0,11914,218220,10820,120426,97793,229044,1997,1.56006,3.91734
23478,2950,3443,494,1399,1551,Honduras,1.65,0.0727,1888,2653,765,834.0,1054,46289,3749,23125,23164,50038,1997,0.6758,0.9566
107,110,124,13,20,91,Indonesia,0.0107,0.0048,5092,5150,58,990.0,4102,11635,83,2185,9449,11717,1997,0.0217,0.007
1532,255,298,43,136,119,Iran (Islamic Republic of),0.0296,0.0121,3830,3988,158,1710.0,2120,9936,468,4850,5086,10404,1997,0.0105,0.0179
61,121,123,2,33,88,Italy,0.111,0.0671,19837,19842,4,5561.0,14277,32768,5,9178,23591,32774,1997,0.1568,0.0931
4508,1135,1240,105,386,748,Jamaica,2.2,0.2341,2863,3028,165,1105.0,1758,28546,480,10761,17785,29026,1997,1.65,1.45
162,45,47,2,4,41,Kazakhstan,0.0237,0.007,602,608,6,87.0,515,2054,11,262,1792,2065,1997,0.0137,0.0042
367589,68806,89982,21176,34959,33847,Kenya,12.7055,1.0413,113964,158128,44163,63114.0,50850,1662530,142971,903484,759047,1805500,1997,5.88354,11.6026
34,8,9,1,2,6,Kyrgyzstan,0.0145,0.0042,104,106,2,29.0,74,371,5,100,270,375,1997,0.0068,0.005
276,184,189,5,53,131,Latvia,0.417,0.0503,598,605,8,179.0,419,5156,17,1571,3585,5173,1997,0.4,0.2696
14249,3511,4431,920,1838,1674,Lesotho,15.61,3.47,25178,27580,2402,14318.0,10860,135907,5272,75568,60339,141179,1997,6.83,11.24
3916,905,1240,335,475,430,Liberia,2.21,0.3754,4106,4946,840,2351.0,1755,27345,2017,15651,11694,29362,1997,0.7138,2.36
1498,451,666,215,208,243,Madagascar,0.3809,0.0962,6158,6866,708,2989.0,3170,25492,1362,12405,13088,26855,1997,0.3161,0.4141
236803,38338,48810,10472,21427,16911,Malawi,16.45,2.16,85418,109112,23694,48898.0,36520,811813,72788,473207,338607,884601,1997,3.7,9.65
20013,5572,5590,18,106,5466,Malaysia,0.6519,0.1044,13030,13075,45,497.0,12533,87339,86,2196,85144,87426,1997,0.4818,0.0224
40843,6145,7562,1418,3407,2738,Mali,1.99,0.133,6035,8865,2830,3500.0,2535,98945,11389,56833,42111,110334,1997,0.4189,0.8466
1405,268,344,75,139,130,Mauritania,0.6902,0.1168,1316,1501,186,691.0,625,8264,489,4389,3875,8753,1997,0.4358,0.6967
21959,5393,5658,265,722,4671,Mexico,0.2879,0.0206,10237,10715,478,1762.0,8475,151074,1448,23325,127749,152522,1997,0.2969,0.0784
0,0,0,0,0,0,Mongolia,0.0002,0.0001,1,1,0,0.0,1,3,0,1,2,3,1997,0.0003,0.0001
691,177,203,26,109,67,Morocco,0.0427,0.0092,1292,1350,57,698.0,595,6267,159,3889,2378,6425,1997,0.0235,0.0526
78345,12579,16679,4100,6029,6553,Mozambique,5.49918,1.19327,78187,89718,11532,45775.0,32412,397296,25513,220087,177211,422810,1997,2.33178,3.6733
6456,3803,4057,253,592,3212,Myanmar,0.5013,0.1082,24574,25460,887,5949.0,18625,117466,1669,24175,93291,119135,1997,0.7478,0.3094
8976,2649,3430,782,1510,1139,Namibia,13.48,3.23,24375,26432,2057,14153.0,10221,120522,4289,70356,50167,124811,1997,5.62,10.58
99,42,58,16,11,31,Nepal,0.0485,0.0256,2798,2882,84,774.0,2024,5480,113,1519,3961,5592,1997,0.0302,0.0212
3746,423,487,64,209,214,Nicaragua,0.3924,0.0533,1190,1300,110,324.0,866,9309,555,3915,5394,9864,1997,0.3019,0.2339
6683,1291,1793,502,548,743,Niger,0.9798,0.1782,7633,9007,1374,3661.0,3972,44634,2950,21111,23522,47584,1997,0.7145,0.9189
442274,79442,98486,19038,39385,40062,Nigeria,3.46756,0.563177,301920,348669,46746,171575.0,130345,2021030,116026,1114400,906631,2137060,1997,1.13173,2.2066
1892,258,283,24,59,199,Pakistan,0.0088,0.0015,937,996,60,254.0,683,5778,181,1518,4260,5959,1997,0.0031,0.0024
1753,468,505,37,128,341,Panama,0.6816,0.0468,692,755,62,202.0,491,10709,225,3150,7560,10935,1997,0.5584,0.354
1005,319,421,102,154,166,Papua New Guinea,0.5254,0.1236,3194,3575,381,1749.0,1445,14219,825,7487,6732,15044,1997,0.2276,0.3889
1753,276,303,27,71,206,Paraguay,0.2912,0.0506,1209,1262,53,347.0,861,7352,159,2079,5273,7510,1997,0.2633,0.1564
33507,4104,4369,265,1114,2990,Peru,0.4491,0.0358,4495,4937,442,1329.0,3166,60343,2347,17642,42701,62690,1997,0.2763,0.1703
83,26,32,6,11,15,Philippines,0.0037,0.0009,343,358,15,115.0,228,1381,34,512,869,1415,1997,0.0037,0.003
171,85,89,5,22,63,Republic of Moldova,0.147167,0.043427,1235,1247,11,345.0,890,4276,24,1190,3086,4300,1997,0.067208,0.05471
72048,12039,14330,2291,6475,5564,Rwanda,5.88,0.5238,14527,19181,4654,8526.0,6001,191690,20478,108807,82883,212168,1997,1.17,2.43
4106,622,837,215,333,289,Senegal,0.5103,0.1107,4395,4986,592,2451.0,1943,21375,1449,11966,9409,22824,1997,0.3276,0.5477
258,114,185,71,61,54,Sierra Leone,0.4301,0.1411,2580,2827,246,1491.0,1089,8073,393,4655,3418,8465,1997,0.1923,0.5655
1692,441,605,164,191,250,Somalia,0.5019,0.0974,3015,3457,443,1452.0,1563,16329,918,7575,8755,17247,1997,0.2282,0.2893
164452,63028,82359,19331,32711,30316,South Africa,12.81,3.5,777283,831914,54631,440086.0,337197,3269350,107147,1842550,1426800,3376500,1997,5.52,16.44
3085,1084,1527,443,612,472,South Sudan,1.64,0.3882,10509,11787,1278,6073.0,4436,48008,2599,27848,20160,50607,1997,0.6414,1.25
18903,2810,2815,6,618,2191,Spain,0.4563,0.0192,4107,4109,2,801.0,3306,106326,469,24621,81705,106795,1997,0.297,0.1311
21,7,8,1,2,5,Sri Lanka,0.0031,0.0008,80,82,2,23.0,58,326,4,89,237,330,1997,0.0036,0.002
1392,269,356,87,139,130,Sudan,0.0733,0.0147,1747,1971,224,890.0,857,9146,558,4914,4232,9704,1997,0.0477,0.0774
