attributes_bats,attributes_height,attributes_throws,attributes_weight,batting,birth_city,birth_country,birth_day,birth_month,birth_state,birth_year,fielding,name,pitching,salaries
B,72,R,172,"[{'runs': 8, 'hits': 8, 'at bats': 57, 'year': 1913}, {'runs': 14, 'hits': 33, 'at bats': 125, 'year': 1921}, {'runs': 15, 'hits': 49, 'at bats': 164, 'year': 1922}, {'runs': 13, 'hits': 15, 'at bats': 50, 'year': 1923}, {'runs': 25, 'hits': 71, 'at bats': 229, 'year': 1924}, {'runs': 36, 'hits': 88, 'at bats': 316, 'year': 1925}, {'runs': 3, 'hits': 16, 'at bats': 47, 'year': 1926}, {'runs': 7, 'hits': 37, 'at bats': 167, 'year': 1927}]",Omaha,USA,27,9,NE,1890,"[{'assists': 17, 'year': 1913, 'errors': 8, 'putouts': 57}, {'assists': 31, 'year': 1921, 'errors': 3, 'putouts': 111}, {'assists': 28, 'year': 1922, 'errors': 5, 'putouts': 245}, {'assists': 5, 'year': 1923, 'errors': 3, 'putouts': 31}, {'assists': 58, 'year': 1924, 'errors': 11, 'putouts': 268}, {'assists': 61, 'year': 1925, 'errors': 11, 'putouts': 276}, {'assists': 12, 'year': 1926, 'errors': 0, 'putouts': 37}, {'assists': 35, 'year': 1927, 'errors': 6, 'putouts': 130}]",Frank Gilbert Gibson,[],[]
R,73,R,220,"[{'runs': 1, 'hits': 1, 'at bats': 11, 'year': 2012}, {'runs': 2, 'hits': 6, 'at bats': 20, 'year': 2013}]",Reading,USA,3,6,PA,1986,"[{'assists': 1, 'year': 2012, 'errors': 1, 'putouts': 10}, {'assists': 5, 'year': 2013, 'errors': 0, 'putouts': 1}]",Zachary Craig Lutz,[],"[{'salary': 490040, 'year': 2013}]"
R,70,R,175,"[{'runs': 6, 'hits': 12, 'at bats': 77, 'year': 1908}]",Tuscumbia,USA,18,9,AL,1883,"[{'assists': 29, 'year': 1908, 'errors': 6, 'putouts': 28}]",Frank Henry Benjamin Manush,[],[]
B,77,R,220,"[{'runs': 0, 'hits': 0, 'at bats': 2, 'year': 1977}]",Sacramento,USA,24,1,CA,1954,"[{'assists': 0, 'year': 1977, 'errors': 0, 'putouts': 1}]",Timothy Byron Jones,"[{'wins': 1, 'hits': 4, 'losses': 0, 'games': 3, 'year': 1977}]",[]
R,74,R,180,"[{'runs': 0, 'hits': 1, 'at bats': 17, 'year': 1977}, {'runs': 0, 'hits': 0, 'at bats': 0, 'year': 1979}, {'runs': 0, 'hits': 0, 'at bats': 0, 'year': 1980}, {'runs': 0, 'hits': 0, 'at bats': 0, 'year': 1981}]",Tulsa,USA,20,11,OK,1951,"[{'assists': 10, 'year': 1977, 'errors': 1, 'putouts': 7}, {'assists': 3, 'year': 1979, 'errors': 0, 'putouts': 6}, {'assists': 16, 'year': 1980, 'errors': 2, 'putouts': 7}, {'assists': 20, 'year': 1981, 'errors': 1, 'putouts': 11}]",Jackson A. Todd,"[{'wins': 3, 'hits': 78, 'losses': 6, 'games': 19, 'year': 1977}, {'wins': 0, 'hits': 40, 'losses': 1, 'games': 12, 'year': 1979}, {'wins': 5, 'hits': 90, 'losses': 2, 'games': 12, 'year': 1980}, {'wins': 2, 'hits': 94, 'losses': 7, 'games': 21, 'year': 1981}]",[]
,71,,205,[],Chicago,USA,10,2,IL,1884,[],William George Evans,[],[]
R,74,R,255,"[{'runs': 0, 'hits': 1, 'at bats': 12, 'year': 2010}]",Hattiesburg,USA,30,1,MS,1977,"[{'assists': 1, 'year': 2010, 'errors': 0, 'putouts': 8}]",John William Lindsey,[],[]
L,73,L,190,"[{'runs': 20, 'hits': 42, 'at bats': 158, 'year': 1962}, {'runs': 44, 'hits': 87, 'at bats': 346, 'year': 1963}, {'runs': 29, 'hits': 79, 'at bats': 293, 'year': 1964}, {'runs': 49, 'hits': 137, 'at bats': 468, 'year': 1965}, {'runs': 59, 'hits': 121, 'at bats': 502, 'year': 1966}, {'runs': 24, 'hits': 56, 'at bats': 257, 'year': 1967}, {'runs': 15, 'hits': 44, 'at bats': 171, 'year': 1968}, {'runs': 2, 'hits': 11, 'at bats': 74, 'year': 1969}, {'runs': 0, 'hits': 1, 'at bats': 15, 'year': 1970}]",Vandiver,USA,7,1,AL,1938,"[{'assists': 25, 'year': 1962, 'errors': 4, 'putouts': 282}, {'assists': 51, 'year': 1963, 'errors': 10, 'putouts': 690}, {'assists': 36, 'year': 1964, 'errors': 5, 'putouts': 596}, {'assists': 80, 'year': 1965, 'errors': 7, 'putouts': 932}, {'assists': 76, 'year': 1966, 'errors': 11, 'putouts': 1104}, {'assists': 49, 'year': 1967, 'errors': 4, 'putouts': 494}, {'assists': 21, 'year': 1968, 'errors': 6, 'putouts': 285}, {'assists': 8, 'year': 1969, 'errors': 1, 'putouts': 57}, {'assists': 7, 'year': 1970, 'errors': 1, 'putouts': 34}]",Fred Dwight Whitfield,[],[]
R,73,R,195,"[{'runs': 0, 'hits': 0, 'at bats': 0, 'year': 1995}, {'runs': 0, 'hits': 0, 'at bats': 0, 'year': 1996}]",Fort Smith,USA,20,11,AR,1971,"[{'assists': 0, 'year': 1995, 'errors': 1, 'putouts': 1}, {'assists': 2, 'year': 1996, 'errors': 0, 'putouts': 2}]",Kevin Dale Lomon,"[{'wins': 0, 'hits': 17, 'losses': 1, 'games': 6, 'year': 1995}, {'wins': 0, 'hits': 7, 'losses': 0, 'games': 6, 'year': 1996}]",[]
L,72,L,175,"[{'runs': 0, 'hits': 0, 'at bats': 0, 'year': 1938}]",Milford,USA,29,4,MA,1916,"[{'assists': 1, 'year': 1938, 'errors': 0, 'putouts': 0}]",Arthur Joseph Kenney,"[{'wins': 0, 'hits': 3, 'losses': 0, 'games': 2, 'year': 1938}]",[]
L,0,R,0,"[{'runs': 11, 'hits': 23, 'at bats': 80, 'year': 1884}, {'runs': 5, 'hits': 6, 'at bats': 40, 'year': 1885}]",Westerly,USA,27,7,RI,1856,"[{'assists': 31, 'year': 1884, 'errors': 5, 'putouts': 98}, {'assists': 16, 'year': 1885, 'errors': 12, 'putouts': 47}]",Charles Henry Robinson,[],[]
R,76,R,215,"[{'runs': 0, 'hits': 0, 'at bats': 3, 'year': 1964}, {'runs': 3, 'hits': 5, 'at bats': 50, 'year': 1965}, {'runs': 6, 'hits': 10, 'at bats': 67, 'year': 1966}, {'runs': 2, 'hits': 7, 'at bats': 31, 'year': 1967}, {'runs': 2, 'hits': 5, 'at bats': 73, 'year': 1968}, {'runs': 7, 'hits': 17, 'at bats': 118, 'year': 1969}, {'runs': 7, 'hits': 16, 'at bats': 92, 'year': 1970}, {'runs': 4, 'hits': 4, 'at bats': 54, 'year': 1971}, {'runs': 2, 'hits': 13, 'at bats': 78, 'year': 1972}, {'runs': 0, 'hits': 0, 'at bats': 4, 'year': 1973}, {'runs': 2, 'hits': 14, 'at bats': 71, 'year': 1974}, {'runs': 0, 'hits': 7, 'at bats': 76, 'year': 1975}, {'runs': 3, 'hits': 9, 'at bats': 64, 'year': 1976}, {'runs': 0, 'hits': 0, 'at bats': 8, 'year': 1977}]",Hollywood,USA,22,9,CA,1946,"[{'assists': 0, 'year': 1964, 'errors': 1, 'putouts': 0}, {'assists': 17, 'year': 1965, 'errors': 4, 'putouts': 10}, {'assists': 26, 'year': 1966, 'errors': 2, 'putouts': 13}, {'assists': 10, 'year': 1967, 'errors': 2, 'putouts': 7}, {'assists': 28, 'year': 1968, 'errors': 1, 'putouts': 13}, {'assists': 42, 'year': 1969, 'errors': 3, 'putouts': 14}, {'assists': 31, 'year': 1970, 'errors': 3, 'putouts': 19}, {'assists': 23, 'year': 1971, 'errors': 1, 'putouts': 16}, {'assists': 19, 'year': 1972, 'errors': 0, 'putouts': 16}, {'assists': 3, 'year': 1973, 'errors': 0, 'putouts': 0}, {'assists': 34, 'year': 1974, 'errors': 1, 'putouts': 10}, {'assists': 31, 'year': 1975, 'errors': 3, 'putouts': 15}, {'assists': 18, 'year': 1976, 'errors': 2, 'putouts': 17}, {'assists': 5, 'year': 1977, 'errors': 0, 'putouts': 2}]",Lawrence Edward Dierker,"[{'wins': 0, 'hits': 7, 'losses': 1, 'games': 3, 'year': 1964}, {'wins': 7, 'hits': 135, 'losses': 8, 'games': 26, 'year': 1965}, {'wins': 10, 'hits': 173, 'losses': 8, 'games': 29, 'year': 1966}, {'wins': 6, 'hits': 95, 'losses': 5, 'games': 15, 'year': 1967}, {'wins': 12, 'hits': 206, 'losses': 15, 'games': 32, 'year': 1968}, {'wins': 20, 'hits': 240, 'losses': 13, 'games': 39, 'year': 1969}, {'wins': 16, 'hits': 263, 'losses': 12, 'games': 37, 'year': 1970}, {'wins': 12, 'hits': 150, 'losses': 6, 'games': 24, 'year': 1971}, {'wins': 15, 'hits': 209, 'losses': 8, 'games': 31, 'year': 1972}, {'wins': 1, 'hits': 27, 'losses': 1, 'games': 14, 'year': 1973}, {'wins': 11, 'hits': 189, 'losses': 10, 'games': 33, 'year': 1974}, {'wins': 14, 'hits': 225, 'losses': 16, 'games': 34, 'year': 1975}, {'wins': 13, 'hits': 171, 'losses': 14, 'games': 28, 'year': 1976}, {'wins': 2, 'hits': 40, 'losses': 6, 'games': 11, 'year': 1977}]",[]
R,75,R,230,"[{'runs': 2, 'hits': 5, 'at bats': 14, 'year': 1985}, {'runs': 0, 'hits': 0, 'at bats': 8, 'year': 1989}]",Corvallis,USA,29,12,OR,1960,"[{'assists': 0, 'year': 1985, 'errors': 0, 'putouts': 23}, {'assists': 0, 'year': 1989, 'errors': 0, 'putouts': 0}]",James George Wilson,[],[]
R,74,R,210,"[{'runs': 9, 'hits': 13, 'at bats': 46, 'year': 1990}, {'runs': 51, 'hits': 92, 'at bats': 383, 'year': 1991}, {'runs': 26, 'hits': 71, 'at bats': 275, 'year': 1992}, {'runs': 34, 'hits': 80, 'at bats': 284, 'year': 1993}, {'runs': 20, 'hits': 61, 'at bats': 233, 'year': 1994}, {'runs': 4, 'hits': 5, 'at bats': 42, 'year': 1995}]",Chicago,USA,13,4,IL,1966,"[{'assists': 0, 'year': 1990, 'errors': 2, 'putouts': 46}, {'assists': 8, 'year': 1991, 'errors': 6, 'putouts': 398}, {'assists': 6, 'year': 1992, 'errors': 8, 'putouts': 264}, {'assists': 20, 'year': 1993, 'errors': 2, 'putouts': 262}, {'assists': 15, 'year': 1994, 'errors': 0, 'putouts': 193}, {'assists': 2, 'year': 1995, 'errors': 2, 'putouts': 40}]",Wesley Polk Chamberlain,[],"[{'salary': 1005000, 'year': 1990}]"
R,71,,163,"[{'runs': 0, 'hits': 0, 'at bats': 7, 'year': 1884}]",Covehead,CAN,4,1,PE,1858,"[{'assists': 6, 'year': 1884, 'errors': 2, 'putouts': 11}]",Henry Havelock Oxley,[],[]
R,70,R,195,"[{'runs': 9, 'hits': 15, 'at bats': 79, 'year': 1996}, {'runs': 24, 'hits': 36, 'at bats': 124, 'year': 1997}, {'runs': 3, 'hits': 18, 'at bats': 71, 'year': 1998}, {'runs': 36, 'hits': 78, 'at bats': 321, 'year': 1999}, {'runs': 11, 'hits': 20, 'at bats': 85, 'year': 2000}, {'runs': 9, 'hits': 20, 'at bats': 96, 'year': 2001}, {'runs': 15, 'hits': 30, 'at bats': 112, 'year': 2002}, {'runs': 25, 'hits': 47, 'at bats': 205, 'year': 2003}, {'runs': 23, 'hits': 55, 'at bats': 195, 'year': 2004}, {'runs': 10, 'hits': 32, 'at bats': 126, 'year': 2005}, {'runs': 16, 'hits': 46, 'at bats': 159, 'year': 2006}]",Augusta,USA,8,5,GA,1971,"[{'assists': 19, 'year': 1996, 'errors': 0, 'putouts': 119}, {'assists': 7, 'year': 1997, 'errors': 0, 'putouts': 153}, {'assists': 1, 'year': 1998, 'errors': 0, 'putouts': 40}, {'assists': 9, 'year': 1999, 'errors': 3, 'putouts': 127}, {'assists': 0, 'year': 2000, 'errors': 0, 'putouts': 2}, {'assists': 14, 'year': 2001, 'errors': 0, 'putouts': 187}, {'assists': 20, 'year': 2002, 'errors': 3, 'putouts': 179}, {'assists': 29, 'year': 2003, 'errors': 4, 'putouts': 292}, {'assists': 15, 'year': 2004, 'errors': 3, 'putouts': 258}, {'assists': 7, 'year': 2005, 'errors': 4, 'putouts': 151}, {'assists': 14, 'year': 2006, 'errors': 1, 'putouts': 206}]",Todd Anthony Greene,[],"[{'salary': 3337000, 'year': 1996}]"
R,77,R,225,"[{'runs': 1, 'hits': 1, 'at bats': 10, 'year': 1989}, {'runs': 2, 'hits': 2, 'at bats': 12, 'year': 1990}, {'runs': 4, 'hits': 19, 'at bats': 71, 'year': 1991}, {'runs': 1, 'hits': 3, 'at bats': 24, 'year': 1992}, {'runs': 9, 'hits': 16, 'at bats': 72, 'year': 1993}, {'runs': 2, 'hits': 5, 'at bats': 13, 'year': 1994}, {'runs': 0, 'hits': 0, 'at bats': 8, 'year': 1995}, {'runs': 1, 'hits': 1, 'at bats': 3, 'year': 1997}]",Lumberton,USA,6,4,NC,1967,"[{'assists': 2, 'year': 1989, 'errors': 0, 'putouts': 2}, {'assists': 6, 'year': 1990, 'errors': 1, 'putouts': 3}, {'assists': 16, 'year': 1991, 'errors': 1, 'putouts': 14}, {'assists': 7, 'year': 1992, 'errors': 3, 'putouts': 3}, {'assists': 23, 'year': 1993, 'errors': 1, 'putouts': 5}, {'assists': 4, 'year': 1994, 'errors': 0, 'putouts': 1}, {'assists': 3, 'year': 1995, 'errors': 0, 'putouts': 3}, {'assists': 0, 'year': 1997, 'errors': 0, 'putouts': 0}]",Ira Thomas Greene,"[{'wins': 1, 'hits': 22, 'losses': 2, 'games': 4, 'year': 1989}, {'wins': 3, 'hits': 50, 'losses': 3, 'games': 15, 'year': 1990}, {'wins': 13, 'hits': 177, 'losses': 7, 'games': 36, 'year': 1991}, {'wins': 3, 'hits': 75, 'losses': 3, 'games': 13, 'year': 1992}, {'wins': 16, 'hits': 175, 'losses': 4, 'games': 31, 'year': 1993}, {'wins': 2, 'hits': 37, 'losses': 0, 'games': 7, 'year': 1994}, {'wins': 0, 'hits': 45, 'losses': 5, 'games': 11, 'year': 1995}, {'wins': 0, 'hits': 10, 'losses': 1, 'games': 2, 'year': 1997}]","[{'salary': 4860000, 'year': 1990}]"
,0,,0,"[{'runs': 14, 'hits': 23, 'at bats': 97, 'year': 1884}]",Washington,USA,22,8,DC,1862,"[{'assists': 57, 'year': 1884, 'errors': 20, 'putouts': 42}]",Edwin Leonard Yewell,[],[]
R,70,R,180,"[{'runs': 4, 'hits': 5, 'at bats': 21, 'year': 1894}, {'runs': 60, 'hits': 105, 'at bats': 360, 'year': 1897}, {'runs': 27, 'hits': 43, 'at bats': 164, 'year': 1898}, {'runs': 21, 'hits': 39, 'at bats': 150, 'year': 1899}, {'runs': 16, 'hits': 27, 'at bats': 115, 'year': 1900}, {'runs': 15, 'hits': 39, 'at bats': 118, 'year': 1901}, {'runs': 27, 'hits': 51, 'at bats': 218, 'year': 1902}, {'runs': 47, 'hits': 128, 'at bats': 439, 'year': 1903}, {'runs': 66, 'hits': 126, 'at bats': 482, 'year': 1904}, {'runs': 50, 'hits': 94, 'at bats': 345, 'year': 1905}, {'runs': 64, 'hits': 131, 'at bats': 466, 'year': 1911}, {'runs': 45, 'hits': 111, 'at bats': 408, 'year': 1912}, {'runs': 0, 'hits': 2, 'at bats': 9, 'year': 1913}]",Fitchburg,USA,18,3,MA,1874,"[{'assists': 8, 'year': 1894, 'errors': 1, 'putouts': 4}, {'assists': 201, 'year': 1897, 'errors': 42, 'putouts': 147}, {'assists': 67, 'year': 1898, 'errors': 11, 'putouts': 42}, {'assists': 103, 'year': 1899, 'errors': 14, 'putouts': 40}, {'assists': 94, 'year': 1900, 'errors': 3, 'putouts': 21}, {'assists': 93, 'year': 1901, 'errors': 10, 'putouts': 27}, {'assists': 108, 'year': 1902, 'errors': 9, 'putouts': 57}, {'assists': 216, 'year': 1903, 'errors': 38, 'putouts': 131}, {'assists': 79, 'year': 1904, 'errors': 14, 'putouts': 207}, {'assists': 10, 'year': 1905, 'errors': 6, 'putouts': 120}, {'assists': 10, 'year': 1911, 'errors': 7, 'putouts': 173}, {'assists': 3, 'year': 1912, 'errors': 11, 'putouts': 166}, {'assists': 0, 'year': 1913, 'errors': 0, 'putouts': 2}]",James Joseph Callahan,"[{'wins': 1, 'hits': 64, 'losses': 2, 'games': 9, 'year': 1894}, {'wins': 12, 'hits': 221, 'losses': 9, 'games': 23, 'year': 1897}, {'wins': 20, 'hits': 267, 'losses': 10, 'games': 31, 'year': 1898}, {'wins': 21, 'hits': 327, 'losses': 12, 'games': 35, 'year': 1899}, {'wins': 13, 'hits': 347, 'losses': 16, 'games': 32, 'year': 1900}, {'wins': 15, 'hits': 195, 'losses': 8, 'games': 27, 'year': 1901}, {'wins': 16, 'hits': 287, 'losses': 14, 'games': 35, 'year': 1902}, {'wins': 1, 'hits': 40, 'losses': 2, 'games': 3, 'year': 1903}]",[]
R,74,R,200,"[{'runs': 22, 'hits': 62, 'at bats': 216, 'year': 1977}, {'runs': 6, 'hits': 13, 'at bats': 86, 'year': 1978}, {'runs': 9, 'hits': 34, 'at bats': 137, 'year': 1979}, {'runs': 7, 'hits': 14, 'at bats': 71, 'year': 1980}]",Santa Monica,USA,12,6,CA,1951,"[{'assists': 34, 'year': 1977, 'errors': 2, 'putouts': 344}, {'assists': 17, 'year': 1978, 'errors': 2, 'putouts': 149}, {'assists': 24, 'year': 1979, 'errors': 4, 'putouts': 222}, {'assists': 6, 'year': 1980, 'errors': 3, 'putouts': 94}]",David Lindsey Skaggs,[],[]
,0,,0,"[{'runs': 2, 'hits': 3, 'at bats': 23, 'year': 1884}]",Boston,USA,6,1,MA,1867,"[{'assists': 8, 'year': 1884, 'errors': 15, 'putouts': 13}]",James Henry Donnelly,[],[]
R,72,R,180,"[{'runs': 4, 'hits': 7, 'at bats': 47, 'year': 1937}, {'runs': 0, 'hits': 0, 'at bats': 8, 'year': 1938}, {'runs': 0, 'hits': 0, 'at bats': 0, 'year': 1940}]",Genoa,Italy,14,7,,1911,"[{'assists': 38, 'year': 1937, 'errors': 4, 'putouts': 6}, {'assists': 7, 'year': 1938, 'errors': 0, 'putouts': 0}, {'assists': 0, 'year': 1940, 'errors': 0, 'putouts': 0}]",Julio Giacomo Bonetti,"[{'wins': 4, 'hits': 190, 'losses': 11, 'games': 28, 'year': 1937}, {'wins': 2, 'hits': 41, 'losses': 3, 'games': 17, 'year': 1938}, {'wins': 0, 'hits': 3, 'losses': 0, 'games': 1, 'year': 1940}]",[]
R,71,R,195,"[{'runs': 4, 'hits': 8, 'at bats': 43, 'year': 2013}, {'runs': 8, 'hits': 18, 'at bats': 106, 'year': 2014}]",Santo Domingo,D.R.,31,3,Distrito Nacional,1989,"[{'assists': 0, 'year': 2013, 'errors': 0, 'putouts': 11}, {'assists': 2, 'year': 2014, 'errors': 4, 'putouts': 80}]",Alfredo Marte,[],[]
R,70,R,155,"[{'runs': 22, 'hits': 34, 'at bats': 134, 'year': 1884}, {'runs': 24, 'hits': 49, 'at bats': 211, 'year': 1885}, {'runs': 51, 'hits': 88, 'at bats': 438, 'year': 1886}, {'runs': 51, 'hits': 85, 'at bats': 425, 'year': 1887}, {'runs': 43, 'hits': 86, 'at bats': 428, 'year': 1888}, {'runs': 3, 'hits': 2, 'at bats': 13, 'year': 1889}, {'runs': 11, 'hits': 14, 'at bats': 42, 'year': 1890}, {'runs': 6, 'hits': 13, 'at bats': 54, 'year': 1891}, {'runs': 70, 'hits': 130, 'at bats': 396, 'year': 1896}, {'runs': 41, 'hits': 47, 'at bats': 246, 'year': 1897}, {'runs': 0, 'hits': 1, 'at bats': 1, 'year': 1898}]",New Haven,USA,19,7,CT,1865,"[{'assists': 62, 'year': 1884, 'errors': 21, 'putouts': 33}, {'assists': 103, 'year': 1885, 'errors': 32, 'putouts': 86}, {'assists': 245, 'year': 1886, 'errors': 73, 'putouts': 153}, {'assists': 282, 'year': 1887, 'errors': 64, 'putouts': 139}, {'assists': 243, 'year': 1888, 'errors': 56, 'putouts': 133}, {'assists': 6, 'year': 1889, 'errors': 4, 'putouts': 2}, {'assists': 16, 'year': 1890, 'errors': 8, 'putouts': 15}, {'assists': 46, 'year': 1891, 'errors': 11, 'putouts': 19}, {'assists': 217, 'year': 1896, 'errors': 47, 'putouts': 140}, {'assists': 122, 'year': 1897, 'errors': 20, 'putouts': 69}, {'assists': 1, 'year': 1898, 'errors': 1, 'putouts': 0}]",James B. Donnelly,[],[]
R,75,R,205,"[{'runs': 8, 'hits': 23, 'at bats': 83, 'year': 1980}, {'runs': 1, 'hits': 0, 'at bats': 6, 'year': 1981}, {'runs': 1, 'hits': 3, 'at bats': 15, 'year': 1982}]",Kansas City,USA,24,10,MO,1952,"[{'assists': 1, 'year': 1980, 'errors': 4, 'putouts': 53}, {'assists': 0, 'year': 1981, 'errors': 0, 'putouts': 0}, {'assists': 0, 'year': 1982, 'errors': 0, 'putouts': 0}]",Reginald Sherard Walton,[],[]
B,73,R,180,"[{'runs': 4, 'hits': 0, 'at bats': 0, 'year': 1953}]",St. Louis,USA,8,7,MO,1930,[],Howard Edward Phillips,[],[]
L,73,L,190,"[{'runs': 6, 'hits': 11, 'at bats': 63, 'year': 2004}, {'runs': 41, 'hits': 77, 'at bats': 268, 'year': 2005}, {'runs': 22, 'hits': 54, 'at bats': 196, 'year': 2006}, {'runs': 57, 'hits': 128, 'at bats': 470, 'year': 2007}, {'runs': 54, 'hits': 88, 'at bats': 319, 'year': 2008}, {'runs': 46, 'hits': 98, 'at bats': 359, 'year': 2009}, {'runs': 25, 'hits': 44, 'at bats': 219, 'year': 2010}]",Santa Barbara,USA,14,10,CA,1978,"[{'assists': 3, 'year': 2004, 'errors': 0, 'putouts': 35}, {'assists': 2, 'year': 2005, 'errors': 0, 'putouts': 169}, {'assists': 2, 'year': 2006, 'errors': 2, 'putouts': 144}, {'assists': 4, 'year': 2007, 'errors': 3, 'putouts': 314}, {'assists': 7, 'year': 2008, 'errors': 1, 'putouts': 180}, {'assists': 6, 'year': 2009, 'errors': 2, 'putouts': 187}, {'assists': 5, 'year': 2010, 'errors': 0, 'putouts': 96}]",Ryan Matthew Church,[],"[{'salary': 7011000, 'year': 2005}]"
L,74,R,190,"[{'runs': 0, 'hits': 1, 'at bats': 1, 'year': 1932}, {'runs': 4, 'hits': 5, 'at bats': 29, 'year': 1934}, {'runs': 6, 'hits': 13, 'at bats': 67, 'year': 1935}, {'runs': 9, 'hits': 15, 'at bats': 77, 'year': 1936}, {'runs': 3, 'hits': 10, 'at bats': 47, 'year': 1937}, {'runs': 5, 'hits': 7, 'at bats': 21, 'year': 1938}, {'runs': 9, 'hits': 33, 'at bats': 96, 'year': 1939}, {'runs': 11, 'hits': 22, 'at bats': 90, 'year': 1940}, {'runs': 4, 'hits': 8, 'at bats': 31, 'year': 1941}, {'runs': 7, 'hits': 20, 'at bats': 100, 'year': 1944}, {'runs': 4, 'hits': 7, 'at bats': 80, 'year': 1945}]",Kansas City,USA,17,6,KS,1910,"[{'assists': 6, 'year': 1932, 'errors': 1, 'putouts': 1}, {'assists': 20, 'year': 1934, 'errors': 0, 'putouts': 6}, {'assists': 28, 'year': 1935, 'errors': 2, 'putouts': 9}, {'assists': 32, 'year': 1936, 'errors': 5, 'putouts': 7}, {'assists': 24, 'year': 1937, 'errors': 0, 'putouts': 14}, {'assists': 8, 'year': 1938, 'errors': 1, 'putouts': 2}, {'assists': 39, 'year': 1939, 'errors': 0, 'putouts': 6}, {'assists': 36, 'year': 1940, 'errors': 1, 'putouts': 15}, {'assists': 13, 'year': 1941, 'errors': 0, 'putouts': 5}, {'assists': 20, 'year': 1944, 'errors': 2, 'putouts': 9}, {'assists': 28, 'year': 1945, 'errors': 3, 'putouts': 12}]",Joseph Emil Bowman,"[{'wins': 0, 'hits': 14, 'losses': 1, 'games': 7, 'year': 1932}, {'wins': 5, 'hits': 119, 'losses': 4, 'games': 30, 'year': 1934}, {'wins': 7, 'hits': 157, 'losses': 10, 'games': 33, 'year': 1935}, {'wins': 9, 'hits': 243, 'losses': 20, 'games': 40, 'year': 1936}, {'wins': 8, 'hits': 161, 'losses': 8, 'games': 30, 'year': 1937}, {'wins': 3, 'hits': 68, 'losses': 4, 'games': 17, 'year': 1938}, {'wins': 10, 'hits': 217, 'losses': 14, 'games': 37, 'year': 1939}, {'wins': 9, 'hits': 209, 'losses': 10, 'games': 32, 'year': 1940}, {'wins': 3, 'hits': 77, 'losses': 2, 'games': 18, 'year': 1941}, {'wins': 12, 'hits': 175, 'losses': 8, 'games': 26, 'year': 1944}, {'wins': 11, 'hits': 216, 'losses': 15, 'games': 28, 'year': 1945}]",[]
L,74,L,200,"[{'runs': 0, 'hits': 1, 'at bats': 10, 'year': 2001}]",San Francisco,USA,14,3,CA,1969,"[{'assists': 0, 'year': 2001, 'errors': 0, 'putouts': 1}]",Jalal Donnell Leach,[],[]
L,74,L,200,"[{'runs': 34, 'hits': 60, 'at bats': 275, 'year': 1946}, {'runs': 71, 'hits': 119, 'at bats': 500, 'year': 1949}]",Minneapolis,USA,24,12,MN,1916,"[{'assists': 12, 'year': 1946, 'errors': 6, 'putouts': 181}, {'assists': 87, 'year': 1949, 'errors': 19, 'putouts': 1118}]",John Bernard Graham,[],[]
R,70,R,180,"[{'runs': 0, 'hits': 1, 'at bats': 3, 'year': 1951}, {'runs': 0, 'hits': 0, 'at bats': 1, 'year': 1952}, {'runs': 4, 'hits': 5, 'at bats': 22, 'year': 1956}, {'runs': 0, 'hits': 0, 'at bats': 0, 'year': 1957}]",Philadelphia,USA,17,2,PA,1926,"[{'assists': 1, 'year': 1951, 'errors': 0, 'putouts': 1}, {'assists': 1, 'year': 1952, 'errors': 0, 'putouts': 0}, {'assists': 22, 'year': 1956, 'errors': 1, 'putouts': 3}, {'assists': 1, 'year': 1957, 'errors': 0, 'putouts': 0}]",John Melvin Crimian,"[{'wins': 1, 'hits': 24, 'losses': 0, 'games': 11, 'year': 1951}, {'wins': 0, 'hits': 15, 'losses': 0, 'games': 5, 'year': 1952}, {'wins': 4, 'hits': 129, 'losses': 8, 'games': 54, 'year': 1956}, {'wins': 0, 'hits': 9, 'losses': 1, 'games': 4, 'year': 1957}]",[]
B,70,R,209,"[{'runs': 0, 'hits': 0, 'at bats': 5, 'year': 2006}, {'runs': 4, 'hits': 13, 'at bats': 34, 'year': 2007}, {'runs': 10, 'hits': 31, 'at bats': 126, 'year': 2008}, {'runs': 40, 'hits': 94, 'at bats': 354, 'year': 2009}, {'runs': 22, 'hits': 45, 'at bats': 191, 'year': 2010}]",Los Angeles,USA,30,6,CA,1982,"[{'assists': 0, 'year': 2006, 'errors': 0, 'putouts': 0}, {'assists': 0, 'year': 2007, 'errors': 0, 'putouts': 11}, {'assists': 10, 'year': 2008, 'errors': 0, 'putouts': 27}, {'assists': 132, 'year': 2009, 'errors': 6, 'putouts': 168}, {'assists': 23, 'year': 2010, 'errors': 4, 'putouts': 40}]",Delwyn Rudy Young,[],"[{'salary': 1241500, 'year': 2008}]"
L,74,L,170,"[{'runs': 0, 'hits': 0, 'at bats': 1, 'year': 1912}]",Newark,USA,11,5,NJ,1891,"[{'assists': 0, 'year': 1912, 'errors': 0, 'putouts': 0}]",Roger Elliott Salmon,"[{'wins': 1, 'hits': 7, 'losses': 0, 'games': 2, 'year': 1912}]",[]
