attributes_bats,attributes_height,attributes_throws,attributes_weight,batting,birth_city,birth_country,birth_day,birth_month,birth_state,birth_year,fielding,name,pitching,salaries
R,73,R,180,"[{'runs': 9, 'hits': 22, 'at bats': 85, 'year': 1983}, {'runs': 4, 'hits': 12, 'at bats': 54, 'year': 1984}, {'runs': 5, 'hits': 18, 'at bats': 119, 'year': 1985}, {'runs': 8, 'hits': 20, 'at bats': 68, 'year': 1986}, {'runs': 19, 'hits': 45, 'at bats': 179, 'year': 1987}, {'runs': 5, 'hits': 15, 'at bats': 54, 'year': 1988}, {'runs': 9, 'hits': 39, 'at bats': 155, 'year': 1989}, {'runs': 4, 'hits': 20, 'at bats': 80, 'year': 1990}, {'runs': 12, 'hits': 36, 'at bats': 158, 'year': 1991}, {'runs': 3, 'hits': 13, 'at bats': 53, 'year': 1992}, {'runs': 11, 'hits': 27, 'at bats': 120, 'year': 1993}]",Inglewood,USA,14,3,CA,1957,"[{'assists': 22, 'year': 1983, 'errors': 0, 'putouts': 115}, {'assists': 13, 'year': 1984, 'errors': 4, 'putouts': 72}, {'assists': 25, 'year': 1985, 'errors': 1, 'putouts': 182}, {'assists': 9, 'year': 1986, 'errors': 2, 'putouts': 105}, {'assists': 21, 'year': 1987, 'errors': 1, 'putouts': 253}, {'assists': 8, 'year': 1988, 'errors': 1, 'putouts': 51}, {'assists': 33, 'year': 1989, 'errors': 3, 'putouts': 262}, {'assists': 19, 'year': 1990, 'errors': 1, 'putouts': 115}, {'assists': 25, 'year': 1991, 'errors': 2, 'putouts': 277}, {'assists': 8, 'year': 1992, 'errors': 2, 'putouts': 71}, {'assists': 27, 'year': 1993, 'errors': 3, 'putouts': 168}]",Steven Michael Lake,[],"[{'salary': 1680000, 'year': 1986}]"
R,70,R,170,"[{'runs': 3, 'hits': 5, 'at bats': 37, 'year': 1997}, {'runs': 30, 'hits': 82, 'at bats': 334, 'year': 1998}, {'runs': 18, 'hits': 35, 'at bats': 135, 'year': 1999}, {'runs': 9, 'hits': 7, 'at bats': 32, 'year': 2000}, {'runs': 19, 'hits': 32, 'at bats': 127, 'year': 2001}, {'runs': 3, 'hits': 1, 'at bats': 11, 'year': 2002}, {'runs': 0, 'hits': 0, 'at bats': 1, 'year': 2003}, {'runs': 7, 'hits': 10, 'at bats': 36, 'year': 2004}]",Chicago,USA,21,8,IL,1973,"[{'assists': 36, 'year': 1997, 'errors': 0, 'putouts': 9}, {'assists': 287, 'year': 1998, 'errors': 18, 'putouts': 148}, {'assists': 56, 'year': 1999, 'errors': 5, 'putouts': 56}, {'assists': 2, 'year': 2000, 'errors': 0, 'putouts': 16}, {'assists': 25, 'year': 2001, 'errors': 4, 'putouts': 48}, {'assists': 1, 'year': 2002, 'errors': 0, 'putouts': 7}, {'assists': 1, 'year': 2003, 'errors': 0, 'putouts': 1}, {'assists': 1, 'year': 2004, 'errors': 0, 'putouts': 3}]",Louis Keith Collier,[],"[{'salary': 641000, 'year': 1998}]"
R,71,R,190,"[{'runs': 1, 'hits': 4, 'at bats': 13, 'year': 1905}]",Everett,USA,19,5,PA,1880,"[{'assists': 0, 'year': 1905, 'errors': 0, 'putouts': 7}]",Hugh Henry Tate,[],[]
R,76,R,240,"[{'runs': 0, 'hits': 3, 'at bats': 23, 'year': 2002}, {'runs': 3, 'hits': 9, 'at bats': 62, 'year': 2003}, {'runs': 6, 'hits': 10, 'at bats': 51, 'year': 2004}, {'runs': 1, 'hits': 10, 'at bats': 65, 'year': 2005}, {'runs': 1, 'hits': 2, 'at bats': 63, 'year': 2006}, {'runs': 1, 'hits': 0, 'at bats': 6, 'year': 2007}, {'runs': 3, 'hits': 4, 'at bats': 58, 'year': 2008}, {'runs': 2, 'hits': 4, 'at bats': 18, 'year': 2009}, {'runs': 2, 'hits': 11, 'at bats': 62, 'year': 2010}, {'runs': 3, 'hits': 10, 'at bats': 63, 'year': 2011}, {'runs': 0, 'hits': 0, 'at bats': 0, 'year': 2012}, {'runs': 0, 'hits': 0, 'at bats': 0, 'year': 2013}]",Jacksonville,USA,17,8,FL,1980,"[{'assists': 11, 'year': 2002, 'errors': 0, 'putouts': 6}, {'assists': 28, 'year': 2003, 'errors': 2, 'putouts': 12}, {'assists': 23, 'year': 2004, 'errors': 0, 'putouts': 15}, {'assists': 36, 'year': 2005, 'errors': 2, 'putouts': 12}, {'assists': 25, 'year': 2006, 'errors': 0, 'putouts': 13}, {'assists': 10, 'year': 2007, 'errors': 0, 'putouts': 6}, {'assists': 22, 'year': 2008, 'errors': 0, 'putouts': 16}, {'assists': 10, 'year': 2009, 'errors': 0, 'putouts': 6}, {'assists': 30, 'year': 2010, 'errors': 2, 'putouts': 25}, {'assists': 19, 'year': 2011, 'errors': 4, 'putouts': 33}, {'assists': 6, 'year': 2012, 'errors': 0, 'putouts': 12}, {'assists': 4, 'year': 2013, 'errors': 0, 'putouts': 1}]",Brett Allen Myers,"[{'wins': 4, 'hits': 73, 'losses': 5, 'games': 12, 'year': 2002}, {'wins': 14, 'hits': 205, 'losses': 9, 'games': 32, 'year': 2003}, {'wins': 11, 'hits': 196, 'losses': 11, 'games': 32, 'year': 2004}, {'wins': 13, 'hits': 193, 'losses': 8, 'games': 34, 'year': 2005}, {'wins': 12, 'hits': 194, 'losses': 7, 'games': 31, 'year': 2006}, {'wins': 5, 'hits': 61, 'losses': 7, 'games': 51, 'year': 2007}, {'wins': 10, 'hits': 197, 'losses': 13, 'games': 30, 'year': 2008}, {'wins': 4, 'hits': 74, 'losses': 3, 'games': 18, 'year': 2009}, {'wins': 14, 'hits': 212, 'losses': 8, 'games': 33, 'year': 2010}, {'wins': 7, 'hits': 226, 'losses': 14, 'games': 34, 'year': 2011}, {'wins': 3, 'hits': 65, 'losses': 8, 'games': 70, 'year': 2012}, {'wins': 0, 'hits': 29, 'losses': 3, 'games': 4, 'year': 2013}]","[{'salary': 60257499, 'year': 2003}]"
L,74,L,220,"[{'runs': 13, 'hits': 26, 'at bats': 93, 'year': 1997}, {'runs': 78, 'hits': 167, 'at bats': 530, 'year': 1998}, {'runs': 114, 'hits': 185, 'at bats': 578, 'year': 1999}, {'runs': 138, 'hits': 216, 'at bats': 580, 'year': 2000}, {'runs': 132, 'hits': 197, 'at bats': 587, 'year': 2001}, {'runs': 107, 'hits': 182, 'at bats': 553, 'year': 2002}, {'runs': 135, 'hits': 209, 'at bats': 583, 'year': 2003}, {'runs': 115, 'hits': 190, 'at bats': 547, 'year': 2004}, {'runs': 92, 'hits': 163, 'at bats': 509, 'year': 2005}, {'runs': 94, 'hits': 165, 'at bats': 546, 'year': 2006}, {'runs': 86, 'hits': 178, 'at bats': 557, 'year': 2007}, {'runs': 39, 'hits': 79, 'at bats': 299, 'year': 2008}, {'runs': 79, 'hits': 177, 'at bats': 544, 'year': 2009}, {'runs': 48, 'hits': 102, 'at bats': 398, 'year': 2010}, {'runs': 59, 'hits': 127, 'at bats': 421, 'year': 2011}, {'runs': 31, 'hits': 57, 'at bats': 240, 'year': 2012}, {'runs': 41, 'hits': 99, 'at bats': 397, 'year': 2013}]",Knoxville,USA,20,8,TN,1973,"[{'assists': 14, 'year': 1997, 'errors': 0, 'putouts': 100}, {'assists': 146, 'year': 1998, 'errors': 7, 'putouts': 1164}, {'assists': 103, 'year': 1999, 'errors': 9, 'putouts': 1243}, {'assists': 149, 'year': 2000, 'errors': 7, 'putouts': 1326}, {'assists': 120, 'year': 2001, 'errors': 2, 'putouts': 1302}, {'assists': 113, 'year': 2002, 'errors': 7, 'putouts': 1357}, {'assists': 156, 'year': 2003, 'errors': 11, 'putouts': 1418}, {'assists': 144, 'year': 2004, 'errors': 4, 'putouts': 1356}, {'assists': 120, 'year': 2005, 'errors': 5, 'putouts': 1237}, {'assists': 87, 'year': 2006, 'errors': 4, 'putouts': 1367}, {'assists': 95, 'year': 2007, 'errors': 2, 'putouts': 1448}, {'assists': 57, 'year': 2008, 'errors': 3, 'putouts': 830}, {'assists': 96, 'year': 2009, 'errors': 3, 'putouts': 1349}, {'assists': 77, 'year': 2010, 'errors': 8, 'putouts': 932}, {'assists': 104, 'year': 2011, 'errors': 3, 'putouts': 985}, {'assists': 57, 'year': 2012, 'errors': 2, 'putouts': 566}, {'assists': 92, 'year': 2013, 'errors': 2, 'putouts': 941}]",Todd Lynn Helton,[],"[{'salary': 163840000, 'year': 1997}]"
L,73,L,173,"[{'runs': 23, 'hits': 62, 'at bats': 202, 'year': 1963}, {'runs': 3, 'hits': 2, 'at bats': 26, 'year': 1964}, {'runs': 1, 'hits': 5, 'at bats': 32, 'year': 1965}]",Birmingham,USA,24,6,AL,1935,"[{'assists': 32, 'year': 1963, 'errors': 7, 'putouts': 474}, {'assists': 3, 'year': 1964, 'errors': 1, 'putouts': 48}, {'assists': 2, 'year': 1965, 'errors': 1, 'putouts': 69}]",Charles Henry Dees,[],[]
R,70,L,180,"[{'runs': 0, 'hits': 0, 'at bats': 0, 'year': 1968}, {'runs': 0, 'hits': 0, 'at bats': 3, 'year': 1969}, {'runs': 0, 'hits': 0, 'at bats': 0, 'year': 1971}]",St. Charles,USA,25,10,MO,1944,"[{'assists': 0, 'year': 1968, 'errors': 0, 'putouts': 0}, {'assists': 3, 'year': 1969, 'errors': 0, 'putouts': 1}, {'assists': 0, 'year': 1971, 'errors': 0, 'putouts': 1}]",Drannon Eugene Guinn,"[{'wins': 0, 'hits': 3, 'losses': 0, 'games': 3, 'year': 1968}, {'wins': 1, 'hits': 34, 'losses': 2, 'games': 28, 'year': 1969}, {'wins': 0, 'hits': 1, 'losses': 0, 'games': 4, 'year': 1971}]",[]
,69,R,175,"[{'runs': 6, 'hits': 6, 'at bats': 47, 'year': 1890}]",Horde,Germany,21,11,,1865,"[{'assists': 28, 'year': 1890, 'errors': 16, 'putouts': 29}]",Henry Hugo Youngman,[],[]
R,0,R,0,"[{'runs': 0, 'hits': 0, 'at bats': 2, 'year': 1905}, {'runs': 3, 'hits': 9, 'at bats': 37, 'year': 1906}]",Syracuse,USA,25,12,NY,1881,"[{'assists': 1, 'year': 1905, 'errors': 0, 'putouts': 2}, {'assists': 14, 'year': 1906, 'errors': 1, 'putouts': 47}]",Joseph Nicodemus McCarthy,[],[]
L,67,L,130,"[{'runs': 23, 'hits': 32, 'at bats': 132, 'year': 1887}, {'runs': 7, 'hits': 11, 'at bats': 67, 'year': 1888}, {'runs': 7, 'hits': 25, 'at bats': 86, 'year': 1889}, {'runs': 5, 'hits': 7, 'at bats': 38, 'year': 1890}, {'runs': 18, 'hits': 31, 'at bats': 110, 'year': 1891}]",Portland,USA,2,10,ME,1867,"[{'assists': 59, 'year': 1887, 'errors': 13, 'putouts': 5}, {'assists': 41, 'year': 1888, 'errors': 4, 'putouts': 4}, {'assists': 35, 'year': 1889, 'errors': 4, 'putouts': 9}, {'assists': 20, 'year': 1890, 'errors': 3, 'putouts': 9}, {'assists': 80, 'year': 1891, 'errors': 16, 'putouts': 14}]",Michael Joseph Madden,"[{'wins': 21, 'hits': 317, 'losses': 14, 'games': 37, 'year': 1887}, {'wins': 7, 'hits': 142, 'losses': 11, 'games': 20, 'year': 1888}, {'wins': 10, 'hits': 194, 'losses': 10, 'games': 22, 'year': 1889}, {'wins': 3, 'hits': 85, 'losses': 2, 'games': 10, 'year': 1890}, {'wins': 13, 'hits': 249, 'losses': 13, 'games': 33, 'year': 1891}]",[]
R,75,R,185,"[{'runs': 0, 'hits': 0, 'at bats': 2, 'year': 1961}, {'runs': 0, 'hits': 0, 'at bats': 3, 'year': 1962}, {'runs': 2, 'hits': 5, 'at bats': 21, 'year': 1963}, {'runs': 0, 'hits': 0, 'at bats': 0, 'year': 1964}]",Arlington,USA,13,3,VA,1935,"[{'assists': 5, 'year': 1961, 'errors': 0, 'putouts': 2}, {'assists': 6, 'year': 1962, 'errors': 1, 'putouts': 4}, {'assists': 32, 'year': 1963, 'errors': 4, 'putouts': 4}, {'assists': 4, 'year': 1964, 'errors': 0, 'putouts': 0}]",William Garland Dailey,"[{'wins': 1, 'hits': 16, 'losses': 0, 'games': 12, 'year': 1961}, {'wins': 2, 'hits': 43, 'losses': 2, 'games': 27, 'year': 1962}, {'wins': 6, 'hits': 80, 'losses': 3, 'games': 66, 'year': 1963}, {'wins': 1, 'hits': 23, 'losses': 2, 'games': 14, 'year': 1964}]",[]
L,72,R,175,"[{'runs': 2, 'hits': 7, 'at bats': 26, 'year': 1913}, {'runs': 32, 'hits': 72, 'at bats': 313, 'year': 1917}, {'runs': 9, 'hits': 15, 'at bats': 63, 'year': 1919}]",Madisonville,USA,24,12,TN,1890,"[{'assists': 2, 'year': 1913, 'errors': 1, 'putouts': 17}, {'assists': 10, 'year': 1917, 'errors': 5, 'putouts': 120}, {'assists': 5, 'year': 1919, 'errors': 2, 'putouts': 23}]",Yale Yeastman Sloan,[],[]
L,73,R,206,"[{'runs': 48, 'hits': 108, 'at bats': 418, 'year': 1958}, {'runs': 64, 'hits': 126, 'at bats': 463, 'year': 1959}, {'runs': 59, 'hits': 130, 'at bats': 515, 'year': 1960}, {'runs': 84, 'hits': 136, 'at bats': 525, 'year': 1961}, {'runs': 56, 'hits': 84, 'at bats': 419, 'year': 1962}, {'runs': 51, 'hits': 98, 'at bats': 427, 'year': 1963}, {'runs': 22, 'hits': 52, 'at bats': 252, 'year': 1964}, {'runs': 38, 'hits': 72, 'at bats': 312, 'year': 1965}, {'runs': 21, 'hits': 31, 'at bats': 163, 'year': 1966}]",Siluria,USA,17,2,AL,1934,"[{'assists': 25, 'year': 1958, 'errors': 16, 'putouts': 375}, {'assists': 16, 'year': 1959, 'errors': 15, 'putouts': 423}, {'assists': 32, 'year': 1960, 'errors': 12, 'putouts': 506}, {'assists': 24, 'year': 1961, 'errors': 16, 'putouts': 578}, {'assists': 21, 'year': 1962, 'errors': 14, 'putouts': 471}, {'assists': 22, 'year': 1963, 'errors': 8, 'putouts': 468}, {'assists': 14, 'year': 1964, 'errors': 10, 'putouts': 254}, {'assists': 7, 'year': 1965, 'errors': 4, 'putouts': 298}, {'assists': 5, 'year': 1966, 'errors': 2, 'putouts': 110}]",Willie Charles Kirkland,[],[]
,74,,180,"[{'runs': 0, 'hits': 1, 'at bats': 2, 'year': 1891}]",Ebensburg,USA,17,7,PA,1866,"[{'assists': 1, 'year': 1891, 'errors': 0, 'putouts': 8}]",James S. Darragh,[],[]
R,75,R,190,"[{'runs': 1, 'hits': 5, 'at bats': 38, 'year': 1973}, {'runs': 1, 'hits': 13, 'at bats': 68, 'year': 1974}, {'runs': 1, 'hits': 2, 'at bats': 13, 'year': 1975}, {'runs': 6, 'hits': 13, 'at bats': 76, 'year': 1976}, {'runs': 4, 'hits': 12, 'at bats': 45, 'year': 1977}, {'runs': 7, 'hits': 17, 'at bats': 77, 'year': 1978}, {'runs': 2, 'hits': 6, 'at bats': 41, 'year': 1979}, {'runs': 7, 'hits': 16, 'at bats': 68, 'year': 1980}, {'runs': 2, 'hits': 7, 'at bats': 50, 'year': 1981}, {'runs': 2, 'hits': 7, 'at bats': 64, 'year': 1982}, {'runs': 6, 'hits': 13, 'at bats': 62, 'year': 1983}, {'runs': 2, 'hits': 7, 'at bats': 44, 'year': 1984}, {'runs': 1, 'hits': 5, 'at bats': 24, 'year': 1985}, {'runs': 0, 'hits': 0, 'at bats': 1, 'year': 1986}]",Sacramento,USA,27,3,CA,1951,"[{'assists': 23, 'year': 1973, 'errors': 6, 'putouts': 6}, {'assists': 30, 'year': 1974, 'errors': 7, 'putouts': 7}, {'assists': 5, 'year': 1975, 'errors': 2, 'putouts': 2}, {'assists': 44, 'year': 1976, 'errors': 1, 'putouts': 18}, {'assists': 16, 'year': 1977, 'errors': 5, 'putouts': 10}, {'assists': 36, 'year': 1978, 'errors': 8, 'putouts': 17}, {'assists': 9, 'year': 1979, 'errors': 1, 'putouts': 6}, {'assists': 33, 'year': 1980, 'errors': 6, 'putouts': 21}, {'assists': 20, 'year': 1981, 'errors': 1, 'putouts': 11}, {'assists': 16, 'year': 1982, 'errors': 1, 'putouts': 22}, {'assists': 35, 'year': 1983, 'errors': 2, 'putouts': 16}, {'assists': 19, 'year': 1984, 'errors': 0, 'putouts': 8}, {'assists': 11, 'year': 1985, 'errors': 1, 'putouts': 5}, {'assists': 1, 'year': 1986, 'errors': 0, 'putouts': 0}]",Richard David Ruthven,"[{'wins': 6, 'hits': 125, 'losses': 9, 'games': 25, 'year': 1973}, {'wins': 9, 'hits': 182, 'losses': 13, 'games': 35, 'year': 1974}, {'wins': 2, 'hits': 37, 'losses': 2, 'games': 11, 'year': 1975}, {'wins': 14, 'hits': 255, 'losses': 17, 'games': 36, 'year': 1976}, {'wins': 7, 'hits': 158, 'losses': 13, 'games': 25, 'year': 1977}, {'wins': 15, 'hits': 214, 'losses': 11, 'games': 33, 'year': 1978}, {'wins': 7, 'hits': 121, 'losses': 5, 'games': 20, 'year': 1979}, {'wins': 17, 'hits': 241, 'losses': 10, 'games': 33, 'year': 1980}, {'wins': 12, 'hits': 162, 'losses': 7, 'games': 23, 'year': 1981}, {'wins': 11, 'hits': 189, 'losses': 11, 'games': 33, 'year': 1982}, {'wins': 13, 'hits': 202, 'losses': 12, 'games': 32, 'year': 1983}, {'wins': 6, 'hits': 154, 'losses': 10, 'games': 23, 'year': 1984}, {'wins': 4, 'hits': 103, 'losses': 7, 'games': 20, 'year': 1985}, {'wins': 0, 'hits': 12, 'losses': 0, 'games': 6, 'year': 1986}]","[{'salary': 1816667, 'year': 1985}]"
L,77,L,230,"[{'runs': 2, 'hits': 5, 'at bats': 33, 'year': 1993}, {'runs': 0, 'hits': 0, 'at bats': 5, 'year': 1994}]",Oakland,USA,7,10,CA,1963,"[{'assists': 3, 'year': 1993, 'errors': 0, 'putouts': 99}, {'assists': 1, 'year': 1994, 'errors': 0, 'putouts': 15}]",Tyler Lee Van Burkleo,[],"[{'salary': 109000, 'year': 1993}]"
L,74,L,220,"[{'runs': 0, 'hits': 0, 'at bats': 0, 'year': 2009}, {'runs': 0, 'hits': 0, 'at bats': 0, 'year': 2010}, {'runs': 0, 'hits': 0, 'at bats': 0, 'year': 2011}, {'runs': 0, 'hits': 0, 'at bats': 0, 'year': 2012}, {'runs': 0, 'hits': 0, 'at bats': 1, 'year': 2013}, {'runs': 0, 'hits': 0, 'at bats': 0, 'year': 2014}]",Oak Lawn,USA,29,8,IL,1985,"[{'assists': 10, 'year': 2009, 'errors': 0, 'putouts': 2}, {'assists': 4, 'year': 2010, 'errors': 0, 'putouts': 1}, {'assists': 13, 'year': 2011, 'errors': 2, 'putouts': 4}, {'assists': 10, 'year': 2012, 'errors': 0, 'putouts': 2}, {'assists': 2, 'year': 2013, 'errors': 0, 'putouts': 1}, {'assists': 5, 'year': 2014, 'errors': 1, 'putouts': 3}]",Marc Walter Rzepczynski,"[{'wins': 2, 'hits': 51, 'losses': 4, 'games': 11, 'year': 2009}, {'wins': 4, 'hits': 72, 'losses': 4, 'games': 14, 'year': 2010}, {'wins': 2, 'hits': 50, 'losses': 6, 'games': 71, 'year': 2011}, {'wins': 1, 'hits': 46, 'losses': 3, 'games': 70, 'year': 2012}, {'wins': 0, 'hits': 27, 'losses': 0, 'games': 38, 'year': 2013}, {'wins': 0, 'hits': 42, 'losses': 3, 'games': 73, 'year': 2014}]","[{'salary': 3812600, 'year': 2010}]"
,69,R,180,"[{'runs': 5, 'hits': 9, 'at bats': 40, 'year': 1898}, {'runs': 1, 'hits': 1, 'at bats': 17, 'year': 1899}]",Lynchburg,USA,10,2,VA,1873,"[{'assists': 34, 'year': 1898, 'errors': 1, 'putouts': 1}, {'assists': 10, 'year': 1899, 'errors': 0, 'putouts': 2}]",James William McKenna,"[{'wins': 2, 'hits': 118, 'losses': 6, 'games': 14, 'year': 1898}, {'wins': 2, 'hits': 66, 'losses': 3, 'games': 8, 'year': 1899}]",[]
R,74,R,196,"[{'runs': 33, 'hits': 81, 'at bats': 279, 'year': 1955}, {'runs': 35, 'hits': 76, 'at bats': 290, 'year': 1956}, {'runs': 33, 'hits': 90, 'at bats': 356, 'year': 1957}, {'runs': 45, 'hits': 118, 'at bats': 376, 'year': 1958}, {'runs': 59, 'hits': 121, 'at bats': 443, 'year': 1959}, {'runs': 29, 'hits': 79, 'at bats': 323, 'year': 1960}, {'runs': 64, 'hits': 155, 'at bats': 446, 'year': 1961}, {'runs': 63, 'hits': 138, 'at bats': 494, 'year': 1962}, {'runs': 75, 'hits': 140, 'at bats': 487, 'year': 1963}, {'runs': 63, 'hits': 172, 'at bats': 550, 'year': 1964}, {'runs': 38, 'hits': 91, 'at bats': 391, 'year': 1965}, {'runs': 38, 'hits': 105, 'at bats': 410, 'year': 1966}, {'runs': 22, 'hits': 56, 'at bats': 315, 'year': 1967}, {'runs': 22, 'hits': 49, 'at bats': 203, 'year': 1968}]",St. Louis,USA,23,2,MO,1929,"[{'assists': 23, 'year': 1955, 'errors': 5, 'putouts': 267}, {'assists': 19, 'year': 1956, 'errors': 2, 'putouts': 301}, {'assists': 24, 'year': 1957, 'errors': 9, 'putouts': 385}, {'assists': 30, 'year': 1958, 'errors': 3, 'putouts': 497}, {'assists': 49, 'year': 1959, 'errors': 11, 'putouts': 758}, {'assists': 40, 'year': 1960, 'errors': 6, 'putouts': 410}, {'assists': 47, 'year': 1961, 'errors': 6, 'putouts': 725}, {'assists': 44, 'year': 1962, 'errors': 4, 'putouts': 713}, {'assists': 51, 'year': 1963, 'errors': 5, 'putouts': 786}, {'assists': 67, 'year': 1964, 'errors': 2, 'putouts': 939}, {'assists': 44, 'year': 1965, 'errors': 6, 'putouts': 645}, {'assists': 52, 'year': 1966, 'errors': 9, 'putouts': 665}, {'assists': 40, 'year': 1967, 'errors': 6, 'putouts': 536}, {'assists': 30, 'year': 1968, 'errors': 2, 'putouts': 377}]",Elston Gene Howard,[],[]
L,74,R,200,"[{'runs': 0, 'hits': 0, 'at bats': 1, 'year': 1967}, {'runs': 4, 'hits': 5, 'at bats': 25, 'year': 1971}, {'runs': 0, 'hits': 0, 'at bats': 1, 'year': 1972}, {'runs': 5, 'hits': 9, 'at bats': 33, 'year': 1973}, {'runs': 6, 'hits': 16, 'at bats': 83, 'year': 1974}, {'runs': 0, 'hits': 1, 'at bats': 2, 'year': 1975}]",Newport News,USA,17,12,VA,1947,"[{'assists': 1, 'year': 1971, 'errors': 0, 'putouts': 9}, {'assists': 1, 'year': 1973, 'errors': 3, 'putouts': 32}, {'assists': 0, 'year': 1974, 'errors': 0, 'putouts': 20}, {'assists': 0, 'year': 1975, 'errors': 0, 'putouts': 0}]",Charles Duane Sands,[],[]
R,72,R,185,"[{'runs': 0, 'hits': 0, 'at bats': 7, 'year': 1918}, {'runs': 0, 'hits': 0, 'at bats': 4, 'year': 1920}]",Pittsburg,USA,10,6,KS,1894,"[{'assists': 5, 'year': 1918, 'errors': 2, 'putouts': 0}, {'assists': 2, 'year': 1920, 'errors': 0, 'putouts': 0}]",Roy Lee Sanders,"[{'wins': 0, 'hits': 28, 'losses': 2, 'games': 6, 'year': 1918}, {'wins': 1, 'hits': 20, 'losses': 1, 'games': 8, 'year': 1920}]",[]
B,71,R,175,"[{'runs': 40, 'hits': 99, 'at bats': 416, 'year': 1904}, {'runs': 37, 'hits': 82, 'at bats': 330, 'year': 1906}]",St. John,CAN,22,1,NB,1880,"[{'assists': 25, 'year': 1904, 'errors': 26, 'putouts': 160}, {'assists': 12, 'year': 1906, 'errors': 7, 'putouts': 118}]",William John O'Neill,[],[]
L,74,L,160,"[{'runs': 0, 'hits': 0, 'at bats': 0, 'year': 1988}]",Santiago,D.R.,18,1,Santiago,1960,"[{'assists': 0, 'year': 1988, 'errors': 0, 'putouts': 0}]",Gibson Alberto Alba,"[{'wins': 0, 'hits': 1, 'losses': 0, 'games': 3, 'year': 1988}]",[]
L,75,L,195,"[{'runs': 0, 'hits': 0, 'at bats': 0, 'year': 1977}, {'runs': 0, 'hits': 0, 'at bats': 0, 'year': 1978}, {'runs': 0, 'hits': 0, 'at bats': 0, 'year': 1979}, {'runs': 0, 'hits': 0, 'at bats': 0, 'year': 1980}, {'runs': 0, 'hits': 0, 'at bats': 0, 'year': 1981}, {'runs': 0, 'hits': 0, 'at bats': 0, 'year': 1982}]",Oakland,USA,21,10,CA,1955,"[{'assists': 66, 'year': 1977, 'errors': 3, 'putouts': 12}, {'assists': 28, 'year': 1978, 'errors': 0, 'putouts': 9}, {'assists': 1, 'year': 1979, 'errors': 0, 'putouts': 1}, {'assists': 14, 'year': 1980, 'errors': 0, 'putouts': 5}, {'assists': 9, 'year': 1981, 'errors': 0, 'putouts': 1}, {'assists': 17, 'year': 1982, 'errors': 0, 'putouts': 5}]",Theodore Jared Garvin,"[{'wins': 10, 'hits': 247, 'losses': 18, 'games': 34, 'year': 1977}, {'wins': 4, 'hits': 189, 'losses': 12, 'games': 26, 'year': 1978}, {'wins': 0, 'hits': 15, 'losses': 1, 'games': 8, 'year': 1979}, {'wins': 4, 'hits': 70, 'losses': 7, 'games': 61, 'year': 1980}, {'wins': 1, 'hits': 46, 'losses': 2, 'games': 35, 'year': 1981}, {'wins': 1, 'hits': 81, 'losses': 1, 'games': 32, 'year': 1982}]",[]
R,72,R,220,"[{'runs': 0, 'hits': 0, 'at bats': 0, 'year': 2010}, {'runs': 0, 'hits': 0, 'at bats': 0, 'year': 2011}, {'runs': 0, 'hits': 0, 'at bats': 0, 'year': 2012}, {'runs': 0, 'hits': 0, 'at bats': 0, 'year': 2013}]",Anaheim,USA,26,7,CA,1987,"[{'assists': 5, 'year': 2010, 'errors': 1, 'putouts': 1}, {'assists': 6, 'year': 2011, 'errors': 1, 'putouts': 3}, {'assists': 10, 'year': 2012, 'errors': 0, 'putouts': 4}, {'assists': 0, 'year': 2013, 'errors': 0, 'putouts': 1}]",Alex James Burnett,"[{'wins': 2, 'hits': 52, 'losses': 2, 'games': 41, 'year': 2010}, {'wins': 2, 'hits': 50, 'losses': 5, 'games': 66, 'year': 2011}, {'wins': 4, 'hits': 71, 'losses': 4, 'games': 67, 'year': 2012}, {'wins': 0, 'hits': 5, 'losses': 0, 'games': 3, 'year': 2013}]","[{'salary': 890000, 'year': 2010}]"
,70,,162,"[{'runs': 1, 'hits': 6, 'at bats': 27, 'year': 1875}, {'runs': 2, 'hits': 2, 'at bats': 13, 'year': 1878}, {'runs': 1, 'hits': 1, 'at bats': 18, 'year': 1880}, {'runs': 73, 'hits': 97, 'at bats': 429, 'year': 1884}]",Cincinnati,USA,3,4,OH,1854,"[{'assists': 5, 'year': 1875, 'errors': 11, 'putouts': 7}, {'assists': 3, 'year': 1878, 'errors': 3, 'putouts': 8}, {'assists': 11, 'year': 1880, 'errors': 2, 'putouts': 4}, {'assists': 118, 'year': 1884, 'errors': 30, 'putouts': 89}]",Joseph J. Ellick,"[{'wins': 0, 'hits': 1, 'losses': 1, 'games': 1, 'year': 1878}]",[]
B,72,R,170,"[{'runs': 4, 'hits': 4, 'at bats': 17, 'year': 1974}, {'runs': 1, 'hits': 1, 'at bats': 20, 'year': 1975}]",Denver,USA,8,6,CO,1946,"[{'assists': 16, 'year': 1974, 'errors': 1, 'putouts': 15}, {'assists': 27, 'year': 1975, 'errors': 3, 'putouts': 19}]",Jackson Hugh Lind,[],[]
